run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	4	1	1	\N	1781494800	1	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	6	1	1	2	1781501100	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	13	2	2	\N	1781509500	1	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	15	2	2	3	1781538600	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	18	3	3	\N	1781542800	1	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	20	3	3	4	1781554200	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	23	4	4	\N	1781558700	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	25	4	4	5	1781566200	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	28	5	5	\N	1781574300	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	30	5	5	6	1781581500	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	47	6	6	\N	1781618100	1	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	49	6	6	7	1781625600	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	58	7	7	\N	1781631900	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	60	7	7	8	1781645100	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	63	8	8	\N	1781649300	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	65	8	8	9	1781664000	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	70	9	9	\N	1781670600	1	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	72	9	9	10	1781679300	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	81	10	10	\N	1781701500	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	83	10	10	11	1781757600	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	86	11	11	\N	1781768400	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	88	11	11	12	1781774700	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	93	12	12	\N	1781779500	1	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	95	12	12	13	1781837400	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	104	13	13	\N	1781843700	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	106	13	13	14	1781871900	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	109	14	14	\N	1781877000	2	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	111	14	14	15	1781883300	3	2	4
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	114	15	15	\N	1781886000	1	1	0
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	116	15	15	16	1781895300	3	2	4
