run_key	compression_id	start_time	confirm_time	terminal_time	terminal_reason_code	terminal_reason	direction	escape_count	sample_count	seed_top	seed_bottom	seed_mid	terminal_contain_top	terminal_contain_bottom	terminal_contain_mid
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	1	1781485200	1781490900	1781494800	1	CLOSED_UP	1	1	14	7499.1026887379630352	7482.5373112620327448	7490.8199999999978900	7508.3999999999996362	7482.5373112620327448	7495.4686556310161905
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	2	1781495400	1781501100	1781509500	1	CLOSED_UP	1	3	29	7515.9562897757423344	7500.0137102242551919	7507.9849999999987632	7520.6000000000003638	7500.0137102242551919	7510.3068551121277779
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	3	1781532900	1781538600	1781542800	1	CLOSED_UP	1	1	15	7533.2968206157429450	7519.4331793842566185	7526.3649999999997817	7553.8000000000001819	7519.4331793842566185	7536.6165896921284003
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	4	1781548500	1781554200	1781558700	2	CLOSED_DOWN	-1	1	16	7578.5244998880198182	7564.9755001119838198	7571.7500000000018190	7578.5244998880198182	7557.8999999999996363	7568.2122499440101819
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	5	1781560500	1781566200	1781574300	2	CLOSED_DOWN	-1	1	16	7563.8835264015569920	7550.7564735984387881	7557.3199999999978900	7563.8835264015569920	7542.6000000000003638	7553.2417632007782231
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	6	1781575800	1781581500	1781618100	1	CLOSED_UP	1	8	123	7555.6096337892968223	7542.9503662107044876	7549.2800000000006549	7561.0000000000000000	7542.9503662107044876	7551.9751831053526986
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	7	1781619900	1781625600	1781631900	2	CLOSED_DOWN	-1	4	22	7564.3142507231023046	7553.4557492768981320	7558.8850000000002183	7566.6000000000003638	7534.3999999999996362	7550.5000000000000000
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	8	1781639400	1781645100	1781649300	2	CLOSED_DOWN	-1	1	15	7538.7032215807103058	7527.6567784192902764	7533.1800000000002911	7538.7032215807103058	7511.0000000000000000	7524.8516107903551529
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	9	1781658300	1781664000	1781670600	1	CLOSED_UP	1	2	23	7525.9844642681728146	7515.2355357318319875	7520.6100000000024011	7531.3000000000001819	7515.2355357318319875	7523.2677678659165395
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	10	1781673600	1781679300	1781701500	2	CLOSED_DOWN	-1	4	75	7534.9270934225487508	7524.7729065774537958	7529.8500000000012733	7539.5000000000000000	7512.6000000000003638	7526.0500000000001819
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	11	1781751900	1781757600	1781768400	2	CLOSED_DOWN	-1	1	37	7490.6979294960465268	7479.5120705039544192	7485.1050000000004729	7490.6979294960465268	7469.8999999999996363	7480.2989647480226268
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	12	1781769000	1781774700	1781779500	1	CLOSED_UP	1	2	17	7481.0314591726319122	7470.3685408273677240	7475.6999999999998182	7488.5000000000000000	7470.3685408273677240	7479.4342704136834073
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	13	1781831700	1781837400	1781843700	2	CLOSED_DOWN	-1	4	22	7500.3280848776275889	7489.5719151223720474	7494.9499999999998182	7500.3280848776275889	7482.0000000000000000	7491.1640424388133397
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	14	1781866200	1781871900	1781877000	2	CLOSED_DOWN	-1	1	18	7491.7476332264795929	7481.8823667735214258	7486.8150000000005094	7491.7476332264795929	7468.8000000000001819	7480.2738166132403421
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	15	1781877600	1781883300	1781886000	1	CLOSED_UP	1	1	10	7477.7029255239640407	7468.0670744760345770	7472.8849999999993088	7493.0000000000000000	7465.6000000000003638	7479.3000000000001819
RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	16	1781889600	1781895300	1782086400	6	TEST_END_CENSORED	0	1	13	7499.0053992663106328	7489.5246007336882031	7494.2649999999994179	7499.0053992663106328	7485.6999999999998182	7492.3526996331547707
