run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	6	1	1	\N	1774364400	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	8	1	1	2	1774377300	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	11	2	2	\N	1774380600	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	13	2	2	3	1774401300	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	16	3	3	\N	1774405800	1	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	18	3	3	4	1774417200	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	21	4	4	\N	1774419900	1	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	23	4	4	5	1774426200	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	26	5	5	\N	1774434600	1	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	28	5	5	6	1774443900	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	49	6	6	\N	1774461900	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	51	6	6	7	1774468800	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	54	7	7	\N	1774485300	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	56	7	7	8	1774496700	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	59	8	8	\N	1774499700	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	61	8	8	9	1774519200	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	68	9	9	\N	1774524600	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	70	9	9	10	1774560000	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	73	10	10	\N	1774562400	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	75	10	10	11	1774573200	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	80	11	11	\N	1774577700	1	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	82	11	11	12	1774620600	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	87	12	12	\N	1774628400	2	1	0
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	89	12	12	13	1774645200	3	2	4
RG3_JPN225_PERIOD_M5_1774224000_1774828800_828979282129269557	96	13	13	\N	1774650600	2	1	0
