fold_id	model_state_id	representation	session_index	session_id	civil_date	month	offset	baseline_brier	representation_brier	difference
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	50	OBSOPEN_US30_20240620	2024-06-20	2024-06	180	0.28507068018716775	0.13716842920954805	0.14790225097761969
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	51	OBSOPEN_US30_20240625	2024-06-25	2024-06	180	0.21723193046996084	0.20215056741116921	0.01508136305879162
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	52	OBSOPEN_US30_20240701	2024-07-01	2024-07	180	0.21723193046996084	0.52188600213427838	-0.30465407166431757
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	53	OBSOPEN_US30_20240702	2024-07-02	2024-07	180	0.25325840590871579	0.22468756468342260	0.02857084122529319
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	54	OBSOPEN_US30_20240711	2024-07-11	2024-07	180	0.28507068018716775	0.23298359399333454	0.05208708619383320
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	55	OBSOPEN_US30_20240716	2024-07-16	2024-07	180	0.28507068018716775	0.14012912421274007	0.14494155597442768
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	56	OBSOPEN_US30_20240717	2024-07-17	2024-07	180	0.28507068018716775	0.09581418268757629	0.18925649749959145
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	57	OBSOPEN_US30_20240722	2024-07-22	2024-07	180	0.26508519264109281	0.34609518170639247	-0.08100998906529966
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	58	OBSOPEN_US30_20240724	2024-07-24	2024-07	180	0.21723193046996084	0.20571778058814366	0.01151414988181718
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	59	OBSOPEN_US30_20240725	2024-07-25	2024-07	180	0.28507068018716775	0.12844608110286465	0.15662459908430310
1	PSEUDO_DB_F1_BASE_L10.0000_RAW_L10.0000	RAW	60	OBSOPEN_US30_20240730	2024-07-30	2024-07	180	0.28507068018716775	0.12733882250398415	0.15773185768318360
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	61	OBSOPEN_US30_20240731	2024-07-31	2024-07	180	0.23441124931876273	0.29833510297730292	-0.06392385365854020
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	62	OBSOPEN_US30_20240801	2024-08-01	2024-08	180	0.26609281054114070	0.16819497523594679	0.09789783530519391
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	63	OBSOPEN_US30_20240806	2024-08-06	2024-08	180	0.23441124931876273	0.09917608974501353	0.13523515957374921
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	64	OBSOPEN_US30_20240807	2024-08-07	2024-08	180	0.23441124931876273	0.12318407076734063	0.11122717855142210
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	65	OBSOPEN_US30_20240808	2024-08-08	2024-08	180	0.23441124931876273	0.10019961935906316	0.13421162995969957
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	66	OBSOPEN_US30_20240813	2024-08-13	2024-08	180	0.26417554975978941	0.40305663900899447	-0.13888108924920506
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	67	OBSOPEN_US30_20240814	2024-08-14	2024-08	180	0.24925823598389088	0.24672237651014070	0.00253585947375018
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	68	OBSOPEN_US30_20240815	2024-08-15	2024-08	180	0.26609281054114070	0.19853366763152039	0.06755914290962031
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	69	OBSOPEN_US30_20240819	2024-08-19	2024-08	180	0.23441124931876273	0.22340639864513973	0.01100485067362300
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	70	OBSOPEN_US30_20240821	2024-08-21	2024-08	180	0.25300466203178223	0.28610399494161798	-0.03309933290983574
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	71	OBSOPEN_US30_20240822	2024-08-22	2024-08	180	0.26609281054114070	0.22581047522177433	0.04028233531936637
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	72	OBSOPEN_US30_20240826	2024-08-26	2024-08	180	0.24245004541982770	0.22339911896684564	0.01905092645298206
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	73	OBSOPEN_US30_20240828	2024-08-28	2024-08	180	0.23650455488557137	0.19929630266532014	0.03720825222025123
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	74	OBSOPEN_US30_20240829	2024-08-29	2024-08	180	0.23661018205627743	0.57683724338807607	-0.34022706133179864
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	75	OBSOPEN_US30_20240905	2024-09-05	2024-09	180	0.26609281054114070	0.09489306576283511	0.17119974477830557
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	76	OBSOPEN_US30_20240909	2024-09-09	2024-09	180	0.23441124931876273	0.17464165686762537	0.05976959245113736
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	77	OBSOPEN_US30_20240910	2024-09-10	2024-09	180	0.26609281054114070	0.14530586233896639	0.12078694820217431
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	78	OBSOPEN_US30_20240916	2024-09-16	2024-09	180	0.26609281054114070	0.35443121300228048	-0.08833840246113978
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	79	OBSOPEN_US30_20240917	2024-09-17	2024-09	180	0.23643415727076508	0.25667763602539434	-0.02024347875462926
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	80	OBSOPEN_US30_20240919	2024-09-19	2024-09	180	0.26609281054114070	0.16965509547811355	0.09643771506302715
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	81	OBSOPEN_US30_20240923	2024-09-23	2024-09	180	0.24194035719596657	0.32289087419511098	-0.08095051699914441
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	82	OBSOPEN_US30_20240924	2024-09-24	2024-09	180	0.25198531932269341	0.27407285407938181	-0.02208753475668840
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	83	OBSOPEN_US30_20240925	2024-09-25	2024-09	180	0.26609281054114070	0.13159785170740204	0.13449495883373866
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	84	OBSOPEN_US30_20240926	2024-09-26	2024-09	180	0.25212524058002722	0.23309850313862779	0.01902673744139943
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	85	OBSOPEN_US30_20241001	2024-10-01	2024-10	180	0.26609281054114070	0.07961420292715547	0.18647860761398521
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	86	OBSOPEN_US30_20241003	2024-10-03	2024-10	180	0.25400822727469580	0.33584286251795908	-0.08183463524326329
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	87	OBSOPEN_US30_20241009	2024-10-09	2024-10	180	0.24090251261418269	0.22093732500021926	0.01996518761396343
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	88	OBSOPEN_US30_20241014	2024-10-14	2024-10	180	0.23441124931876273	0.22084376096905597	0.01356748834970675
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	89	OBSOPEN_US30_20241021	2024-10-21	2024-10	180	0.25082330044543077	0.25600666509664921	-0.00518336465121844
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	90	OBSOPEN_US30_20241022	2024-10-22	2024-10	180	0.26609281054114070	0.35968093440584326	-0.09358812386470255
2	PSEUDO_DB_F2_BASE_L10.0000_RAW_L10.0000	RAW	91	OBSOPEN_US30_20241024	2024-10-24	2024-10	180	0.24157064922020535	0.22416122431644112	0.01740942490376424
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	92	OBSOPEN_US30_20250113	2025-01-13	2025-01	120	0.24271404859052900	0.11598693833015795	0.12672711026037103
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	93	OBSOPEN_US30_20250116	2025-01-16	2025-01	120	0.25739831135604196	0.19352845239303648	0.06386985896300548
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	94	OBSOPEN_US30_20250121	2025-01-21	2025-01	120	0.24271404859052900	0.17201862237576676	0.07069542621476224
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	95	OBSOPEN_US30_20250122	2025-01-22	2025-01	120	0.25450348331729655	0.22876184157721033	0.02574164174008622
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	96	OBSOPEN_US30_20250123	2025-01-23	2025-01	120	0.24271404859052900	0.16643546107914026	0.07627858751138875
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	97	OBSOPEN_US30_20250127	2025-01-27	2025-01	120	0.24271404859052900	0.10153509269732305	0.14117895589320595
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	98	OBSOPEN_US30_20250128	2025-01-28	2025-01	120	0.24271404859052900	0.29026968429418132	-0.04755563570365232
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	99	OBSOPEN_US30_20250130	2025-01-30	2025-01	120	0.24271404859052900	0.12867969447773903	0.11403435411278998
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	100	OBSOPEN_US30_20250203	2025-02-03	2025-02	120	0.24271404859052900	0.38141518185239287	-0.13870113326186387
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	101	OBSOPEN_US30_20250204	2025-02-04	2025-02	120	0.24271404859052900	0.25986175028576769	-0.01714770169523869
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	102	OBSOPEN_US30_20250205	2025-02-05	2025-02	120	0.24680716977871051	0.26722471591524655	-0.02041754613653604
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	103	OBSOPEN_US30_20250206	2025-02-06	2025-02	120	0.25739831135604196	0.21590176583187223	0.04149654552416973
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	104	OBSOPEN_US30_20250211	2025-02-11	2025-02	120	0.24271404859052900	0.17880594547569117	0.06390810311483783
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	105	OBSOPEN_US30_20250213	2025-02-13	2025-02	120	0.24514248913732312	0.32834585987377535	-0.08320337073645223
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	106	OBSOPEN_US30_20250218	2025-02-18	2025-02	120	0.24368416013520069	0.23072465741652773	0.01295950271867297
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	107	OBSOPEN_US30_20250219	2025-02-19	2025-02	120	0.24959291012883053	0.26828708302058207	-0.01869417289175154
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	108	OBSOPEN_US30_20250220	2025-02-20	2025-02	120	0.25739831135604196	0.18315707386459804	0.07424123749144393
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	109	OBSOPEN_US30_20250224	2025-02-24	2025-02	120	0.25739831135604196	0.15739809552125866	0.10000021583478330
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	110	OBSOPEN_US30_20250225	2025-02-25	2025-02	120	0.25739831135604196	0.22196952187003244	0.03542878948600953
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	111	OBSOPEN_US30_20250226	2025-02-26	2025-02	120	0.24271404859052900	0.18856424518225515	0.05414980340827386
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	112	OBSOPEN_US30_20250304	2025-03-04	2025-03	120	0.25739831135604196	0.08690458153385364	0.17049372982218833
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	113	OBSOPEN_US30_20250305	2025-03-05	2025-03	120	0.24271404859052900	0.15878525739123106	0.08392879119929794
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	114	OBSOPEN_US30_20250306	2025-03-06	2025-03	120	0.24271404859052900	0.37854797676098556	-0.13583392817045656
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	115	OBSOPEN_US30_20250310	2025-03-10	2025-03	120	0.25171392380534535	0.35154738782847234	-0.09983346402312698
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	116	OBSOPEN_US30_20250311	2025-03-11	2025-03	120	0.25739831135604196	0.15763233533150720	0.09976597602453477
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	117	OBSOPEN_US30_20250313	2025-03-13	2025-03	120	0.25448376044467735	0.20531269790619347	0.04917106253848388
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	118	OBSOPEN_US30_20250314	2025-03-14	2025-03	120	0.24271404859052900	0.12876824405283169	0.11394580453769731
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	119	OBSOPEN_US30_20250318	2025-03-18	2025-03	120	0.25739831135604196	0.14163364036014223	0.11576467099589974
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	120	OBSOPEN_US30_20250319	2025-03-19	2025-03	120	0.24271404859052900	0.14657412603087192	0.09613992255965709
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	121	OBSOPEN_US30_20250320	2025-03-20	2025-03	120	0.24271404859052900	0.13417658014433981	0.10853746844618919
3	PSEUDO_DB_F3_BASE_L10.0000_RAW_L10.0000	RAW	122	OBSOPEN_US30_20250321	2025-03-21	2025-03	120	0.24550359139564701	0.24625538881021705	-0.00075179741457004
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	123	OBSOPEN_US30_20250324	2025-03-24	2025-03	120	0.19779827454223342	0.07337273518341279	0.12442553935882063
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	124	OBSOPEN_US30_20250325	2025-03-25	2025-03	120	0.22773220403195368	0.33896691613862695	-0.11123471210667327
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	125	OBSOPEN_US30_20250326	2025-03-26	2025-03	120	0.19779827454223342	0.10822692315545940	0.08957135138677402
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	126	OBSOPEN_US30_20250327	2025-03-27	2025-03	120	0.19779827454223342	0.28999219034173584	-0.09219391579950242
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	127	OBSOPEN_US30_20250331	2025-03-31	2025-03	180	0.22163912835747859	0.25644953375437357	-0.03481040539689498
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	128	OBSOPEN_US30_20250401	2025-04-01	2025-04	180	0.24791822214829437	0.22127309069500398	0.02664513145329039
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	129	OBSOPEN_US30_20250402	2025-04-02	2025-04	180	0.22163912835747859	0.07782376647295128	0.14381536188452732
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	130	OBSOPEN_US30_20250403	2025-04-03	2025-04	180	0.28007501195050571	0.20085736272980881	0.07921764922069691
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	131	OBSOPEN_US30_20250407	2025-04-07	2025-04	180	0.22163912835747859	0.37928343602614462	-0.15764430766866602
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	132	OBSOPEN_US30_20250408	2025-04-08	2025-04	180	0.24195273998836836	0.48372581652502478	-0.24177307653665642
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	133	OBSOPEN_US30_20250414	2025-04-14	2025-04	180	0.24383649451291894	0.33861097627279590	-0.09477448175987696
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	134	OBSOPEN_US30_20250416	2025-04-16	2025-04	180	0.24791822214829434	0.37195288750832345	-0.12403466536002911
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	135	OBSOPEN_US30_20250417	2025-04-17	2025-04	180	0.28007501195050571	0.32005128191003501	-0.03997626995952930
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	136	OBSOPEN_US30_20250428	2025-04-28	2025-04	180	0.26377414263570487	0.30893670334738538	-0.04516256071168051
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	137	OBSOPEN_US30_20250429	2025-04-29	2025-04	180	0.22357874061438501	0.10098660876532055	0.12259213184906446
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	138	OBSOPEN_US30_20250430	2025-04-30	2025-04	180	0.24791822214829437	0.50526463427671375	-0.25734641212841936
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	139	OBSOPEN_US30_20250501	2025-05-01	2025-05	180	0.22163912835747859	0.16516838643504722	0.05647074192243137
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	140	OBSOPEN_US30_20250507	2025-05-07	2025-05	180	0.23988675729101847	0.23333385886682215	0.00655289842419632
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	141	OBSOPEN_US30_20250508	2025-05-08	2025-05	180	0.26654344961201992	0.21635501443259680	0.05018843517942312
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	143	OBSOPEN_US30_20250514	2025-05-14	2025-05	180	0.27032366449518480	0.23758874554489262	0.03273491895029218
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	144	OBSOPEN_US30_20250515	2025-05-15	2025-05	180	0.22163912835747859	0.20649606573544121	0.01514306262203738
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	145	OBSOPEN_US30_20250521	2025-05-21	2025-05	180	0.27813539969359929	0.31333061513735266	-0.03519521544375337
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	147	OBSOPEN_US30_20250529	2025-05-29	2025-05	180	0.27644560927136702	0.28115371114506110	-0.00470810187369408
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	148	OBSOPEN_US30_20250604	2025-06-04	2025-06	180	0.27622015414049372	0.27066477768491631	0.00555537645557741
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	150	OBSOPEN_US30_20250612	2025-06-12	2025-06	180	0.22163912835747859	0.22833856835006669	-0.00669943999258810
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	151	OBSOPEN_US30_20250616	2025-06-16	2025-06	180	0.22163912835747859	0.08977551758091415	0.13186361077656444
4	PSEUDO_DB_F4_BASE_L10.0000_RAW_L10.0000	RAW	153	OBSOPEN_US30_20250630	2025-06-30	2025-06	180	0.28007501195050571	0.28084327002810733	-0.00076825807760161
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	30	OBSOPEN_US30_20240417	2024-04-17	2024-04	180	0.21723193046996084	0.39289105581179912	-0.17565912534183828
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	31	OBSOPEN_US30_20240422	2024-04-22	2024-04	180	0.21723193046996084	0.10736321817574490	0.10986871229421594
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	32	OBSOPEN_US30_20240423	2024-04-23	2024-04	180	0.28507068018716775	0.28499168807677810	0.00007899211038964
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	33	OBSOPEN_US30_20240429	2024-04-29	2024-04	180	0.23055079322917044	0.20625264836000212	0.02429814486916831
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	34	OBSOPEN_US30_20240501	2024-05-01	2024-05	180	0.26057244379797362	0.34590819201251072	-0.08533574821453710
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	35	OBSOPEN_US30_20240502	2024-05-02	2024-05	180	0.22194608463753135	0.12137942648000154	0.10056665815752981
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	36	OBSOPEN_US30_20240508	2024-05-08	2024-05	180	0.28507068018716775	0.20003043200063839	0.08504024818652936
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	37	OBSOPEN_US30_20240509	2024-05-09	2024-05	180	0.28507068018716775	0.13744617296978015	0.14762450721738760
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	38	OBSOPEN_US30_20240513	2024-05-13	2024-05	180	0.21723193046996084	0.20027779668018514	0.01695413378977570
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	39	OBSOPEN_US30_20240516	2024-05-16	2024-05	180	0.28507068018716775	0.42092554264017507	-0.13585486245300732
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	40	OBSOPEN_US30_20240521	2024-05-21	2024-05	180	0.28507068018716775	0.26596120919328436	0.01910947099388338
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	41	OBSOPEN_US30_20240522	2024-05-22	2024-05	180	0.28507068018716775	0.16678564302248272	0.11828503716468503
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	42	OBSOPEN_US30_20240523	2024-05-23	2024-05	180	0.21723193046996084	0.08596137901631336	0.13127055145364747
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	43	OBSOPEN_US30_20240530	2024-05-30	2024-05	180	0.21723193046996084	0.17877001893803746	0.03846191153192338
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	44	OBSOPEN_US30_20240606	2024-06-06	2024-06	180	0.25743309711027768	0.32038078347782784	-0.06294768636755016
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	45	OBSOPEN_US30_20240610	2024-06-10	2024-06	180	0.25750144092494787	0.34975760412152979	-0.09225616319658192
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	46	OBSOPEN_US30_20240611	2024-06-11	2024-06	180	0.26730740090338123	0.37219368942465592	-0.10488628852127468
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	47	OBSOPEN_US30_20240612	2024-06-12	2024-06	180	0.21723193046996084	0.17194192944861966	0.04529000102134118
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	48	OBSOPEN_US30_20240613	2024-06-13	2024-06	180	0.21723193046996084	0.11436551946373046	0.10286641100623038
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	49	OBSOPEN_US30_20240617	2024-06-17	2024-06	180	0.28507068018716775	0.20287637577497936	0.08219430441218839
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	50	OBSOPEN_US30_20240620	2024-06-20	2024-06	180	0.28507068018716775	0.16394337390943609	0.12112730627773166
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	51	OBSOPEN_US30_20240625	2024-06-25	2024-06	180	0.21723193046996084	0.21066287688832855	0.00656905358163229
1	PSEUDO_DB_F1_BASE_L10.0000_Z_L1.0000	Z	52	OBSOPEN_US30_20240701	2024-07-01	2024-07	180	0.21723193046996084	0.40394980149214210	-0.18671787102218126
