object_kind	object_key	raw_contract_id	canonical_contract_id	retained_neighbors	entered_neighbors	exited_neighbors	union_neighbors	membership_jaccard	shared_rank_correlation	raw_direction	duration_seconds	terminal_reason_code	censored	instrument	run_key
EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::3	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	8	2	2	12	0.6666666666666666	0.99668568967356	1	11100	4	0	DE40	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912
EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::4	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	10	0	0	10	1	0.8787878787878788	-1	64500	4	0	DE40	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912
EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::5	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9830180171587058	1	84900	4	0	DE40	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912
EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::6	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	9	1	1	11	0.8181818181818182	0.9505416412576074	-1	53400	4	0	DE40	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912
EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::7	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	2	8	8	18	0.1111111111111111	1	-1	14700	4	0	DE40	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::1	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9467531164008038	1	19500	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::10	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9363291775690445	-1	11400	2	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::11	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	9	1	1	11	0.8181818181818182	1	1	16800	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::12	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9899625110052789	1	21000	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::2	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9922858194799439	1	24900	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::3	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9615239476408232	-1	7800	2	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::4	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	9	1	1	11	0.8181818181818182	0.9966158955401238	1	15000	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::5	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	3	7	7	17	0.17647058823529413	0.944911182523068	-1	19500	2	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::6	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.9827076298239908	1	10500	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::7	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9948497511671099	1	13500	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::8	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.95577900872195	1	17100	1	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::9	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	3	7	7	17	0.17647058823529413	0.9819805060619659	-1	13500	2	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::1	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9284970519929446	1	48900	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::10	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	6	4	4	14	0.42857142857142855	0.9444820443218241	-1	39300	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::11	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	6	4	4	14	0.42857142857142855	0.9804081318726484	1	10800	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::2	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9905906226972767	1	13800	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	2	8	8	18	0.1111111111111111	1	-1	6300	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::4	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	6	4	4	14	0.42857142857142855	0.9857160282041576	1	42600	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::5	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.8944408237943107	-1	11700	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::6	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	8	2	2	12	0.6666666666666666	1	1	6300	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::7	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.9901475429766744	1	57000	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::8	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9854222941612595	1	6300	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
EXPANSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::9	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.961902128165826	-1	7200	4	0	DE40	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::1	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9922778767136677	-1	13500	2	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::10	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.9759000729485332	-1	12300	2	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::11	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.913811548620257	-1	10200	2	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::12	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9904434667711052	1	10200	1	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::2	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9904434667711051	1	12900	1	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::3	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9914601339836673	1	18300	1	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::4	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.9827076298239908	1	15300	1	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::5	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	8	2	2	12	0.6666666666666666	0.9944659232000768	1	9600	1	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::6	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.8980265101338746	1	12600	1	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::7	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9932282453785937	-1	14700	2	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::8	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	6	4	4	14	0.42857142857142855	0.9910006682415536	-1	21600	2	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::9	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	6	4	4	14	0.42857142857142855	0.9921609337929048	-1	9300	2	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::1	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	8	2	2	12	0.6666666666666666	0.8825960238069807	-1	55200	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::10	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	3	7	7	17	0.17647058823529413	0.9607689228305228	-1	14100	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::11	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	3	7	7	17	0.17647058823529413	0.9997186400882175	-1	6900	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::12	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	2	8	8	18	0.1111111111111111	1	1	55800	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::2	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	9	1	1	11	0.8181818181818182	0.9959292143521044	1	14400	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::3	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	8	2	2	12	0.6666666666666666	0.7489972046130151	1	59400	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::4	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	5	5	5	15	0.3333333333333333	0.9863939238321436	1	9900	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::5	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.9962679474209223	1	6300	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::6	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	8	2	2	12	0.6666666666666666	0.6884995649068424	1	34500	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::7	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	1	9	9	19	0.05263157894736842	\N	-1	10800	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::8	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.9759000729485332	-1	6600	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
EXPANSION	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::9	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9938837346736188	-1	43500	4	0	DE40	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005
COMPRESSION	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795::COMPRESSION::1	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	6	4	4	14	0.42857142857142855	0.9795558927702485	1	290400	1	0	DE40	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795
COMPRESSION	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795::COMPRESSION::10	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9750168689498874	1	8100	1	0	DE40	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795
COMPRESSION	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795::COMPRESSION::11	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	4	6	6	16	0.25	0.9761870601839528	-1	29400	2	0	DE40	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795
COMPRESSION	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795::COMPRESSION::2	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	2	8	8	18	0.1111111111111111	1	1	11400	1	0	DE40	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795
COMPRESSION	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795::COMPRESSION::3	TRAJECTORY_RAW_U21_V1::POINTWISE_L2_V1::COMPLETE	TRAJECTORY_CANONICAL_U21_V1::POINTWISE_L2_V1::COMPLETE	7	3	3	13	0.5384615384615384	0.9653784983939152	1	39900	1	0	DE40	RG3_DE40_PERIOD_M5_1777852800_1778457600_14397091333611658795
