run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	12	1	1	\N	1777880700	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	14	1	1	2	1777912500	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	19	2	2	\N	1777916400	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	21	2	2	3	1777937400	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	26	3	3	\N	1777944900	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	28	3	3	4	1777954200	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	33	4	4	\N	1777957500	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	35	4	4	5	1777963800	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	40	5	5	\N	1777975500	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	42	5	5	6	1777984500	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	51	6	6	\N	1777995300	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	53	6	6	7	1778009100	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	56	7	7	\N	1778014500	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	58	7	7	8	1778045100	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	73	8	8	\N	1778069700	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	75	8	8	9	1778121000	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	80	9	9	\N	1778128800	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	82	9	9	10	1778136600	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	89	10	10	\N	1778143200	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	91	10	10	11	1778159700	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	96	11	11	\N	1778169300	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	98	11	11	12	1778218200	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	107	12	12	\N	1778229600	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	109	12	12	13	1778236500	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	112	13	13	\N	1778240100	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	114	13	13	14	1778250600	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	123	14	14	\N	1778260500	1	1	0
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	125	14	14	15	1778276100	3	2	4
RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	128	15	15	\N	1778278500	2	1	0
