run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	10	1	1	\N	1768202400	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	12	1	1	2	1768225200	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	21	2	2	\N	1768235400	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	23	2	2	3	1768252800	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	30	3	3	\N	1768270500	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	32	3	3	4	1768306500	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	35	4	4	\N	1768313700	1	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	37	4	4	5	1768333500	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	40	5	5	\N	1768335600	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	42	5	5	6	1768353300	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	49	6	6	\N	1768358400	1	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	51	6	6	7	1768429500	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	56	7	7	\N	1768432800	1	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	58	7	7	8	1768485600	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	63	8	8	\N	1768494000	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	65	8	8	9	1768505400	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	72	9	9	\N	1768511700	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	74	9	9	10	1768519800	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	87	10	10	\N	1768532100	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	89	10	10	11	1768549800	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	92	11	11	\N	1768552200	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	94	11	11	12	1768558500	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	103	12	12	\N	1768563300	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	105	12	12	13	1768574100	3	2	4
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	108	13	13	\N	1768577700	2	1	0
RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	110	13	13	14	1768593000	3	2	4
