run_key	bar_time	structure_snapshot_hash	regional_basis_hash	structure_generation	reference_price	reference_atr	median_price	mean_price	structural_sigma	cog_price	price_region_code	nearest_node_id	nearest_node_lower	nearest_node_price	nearest_node_upper	nearest_node_region_code	node_contact
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785718800	4752108389185757570	15708306104889076645	2	7525.6999999999998182	8.4039999999999555	7440.4697916666673337	7443.1331276860237267	137.6281165205479056	7428.3730294099095773	1	8302532163187765288	7438.9999999999990906	7516.7463039215672325	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785719100	15068210430475882823	18099167798914233364	3	7526.8999999999996363	8.4109999999999534	7440.4697916666673337	7443.1332324126869935	137.6280808945031709	7428.4199469547047557	1	8302532163187765288	7438.9999999999990906	7516.7463039215672325	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785719400	13252272613715181711	2714993503275812665	4	7528.8999999999996363	8.4369999999999568	7440.4697916666673337	7443.1349776464194292	137.6289365680862887	7428.4598116668803414	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785719700	15300798827209109015	2714993503275812665	5	7524.5000000000000000	8.4819999999999567	7440.4697916666673337	7443.1350683477412531	137.6289057131529888	7428.5004458594503376	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785720000	7824615205524714411	2714993503275812665	6	7526.1999999999998181	8.4639999999999543	7440.4697916666673337	7443.1351479523309536	137.6288786334651207	7428.5361087150395179	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785720300	4713526791842079990	2714993503275812665	7	7524.8000000000001819	8.4729999999999599	7440.4697916666673337	7443.1352184671304713	137.6288546461835268	7428.5676993450661030	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785720600	7331729315707306384	2714993503275812665	8	7524.3000000000001819	8.4679999999999592	7440.4697916666673337	7443.1352666992715967	137.6288382390193306	7428.5893073450561133	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785720900	14292609491416422937	2714993503275812665	9	7525.5000000000000000	8.4609999999999613	7440.4697916666673337	7443.1352986219899322	137.6288273799085005	7428.6036087224838412	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785721200	7232909658458607363	2714993503275812665	10	7522.6999999999998182	8.4409999999999617	7440.4697916666673337	7443.1353384571557399	137.6288138293015493	7428.6214548768430178	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1785721500	3775387898419591693	2714993503275812665	11	7522.8000000000001819	8.4329999999999590	7440.4697916666673337	7443.1353712386535335	137.6288026781791132	7428.6361409876299149	1	8302532163187765288	7438.9999999999990906	7516.7595539215662939	7596.6499999999996363	1	1
