run_key	compression_id	start_time	confirm_time	terminal_time	terminal_reason_code	terminal_reason	direction	escape_count	sample_count	seed_top	seed_bottom	seed_mid	terminal_contain_top	terminal_contain_bottom	terminal_contain_mid
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	1	1785718800	1785724500	1785734700	1	CLOSED_UP	1	1	35	7529.0667866920703091	7517.3032133079250343	7523.1849999999976717	7533.3999999999996362	7517.1000000000003638	7525.2500000000000000
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	2	1785735300	1785741000	1785756600	2	CLOSED_DOWN	-1	3	53	7538.2971568834473146	7527.1928431165524671	7532.7449999999998909	7538.6000000000003638	7519.3999999999996362	7529.0000000000000000
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	3	1785757200	1785762900	1785773400	1	CLOSED_UP	1	6	36	7533.7743525285686701	7523.4456474714324941	7528.6100000000005821	7539.1999999999998181	7523.4456474714324941	7531.3228237357161561
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	4	1785792900	1785798600	1785820200	1	CLOSED_UP	1	2	61	7610.2261813958493804	7600.3538186041469089	7605.2899999999981447	7620.8999999999996363	7600.3538186041469089	7610.6269093020728179
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	5	1785820800	1785826500	1785835500	1	CLOSED_UP	1	1	31	7620.7809409286883238	7611.6690590713124039	7616.2250000000003638	7623.3999999999996362	7611.6690590713124039	7617.5345295356564748
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	6	1785843000	1785848700	1785852600	1	CLOSED_UP	1	2	14	7614.0287009458015746	7605.5912990541974069	7609.8099999999994907	7621.1999999999998181	7605.5912990541974069	7613.3956495270986125
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	7	1785854400	1785860100	1785862800	1	CLOSED_UP	1	1	10	7631.5231403541902183	7623.2568596458049797	7627.3899999999975990	7666.1000000000003638	7623.2568596458049797	7644.6784298229031265
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	8	1785891900	1785897600	1785906900	1	CLOSED_UP	1	3	32	7757.1128173362903908	7748.3671826637091727	7752.7399999999997818	7760.1000000000003638	7748.3671826637091727	7754.2335913318547682
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	9	1785908700	1785914400	1785919200	1	CLOSED_UP	1	1	17	7767.2528921949597134	7758.9471078050428332	7763.1000000000012733	7769.3000000000001819	7758.9471078050428332	7764.1235539025219623
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	10	1785936300	1785942000	1785944400	1	CLOSED_UP	1	1	9	7773.3327559283325172	7765.5772440716709753	7769.4550000000017463	7778.6000000000003638	7765.5772440716709753	7772.0886220358352148
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	11	1785961500	1785967200	1785972300	2	CLOSED_DOWN	-1	2	18	7745.2256189306062879	7736.5343810693921114	7740.8799999999991997	7745.2256189306062879	7718.1999999999998181	7731.7128094653035078
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	12	1785981900	1785987600	1785990000	2	CLOSED_DOWN	-1	1	9	7739.6622621476262794	7731.1777378523738662	7735.4200000000000728	7739.6622621476262794	7723.1999999999998181	7731.4311310738130487
RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	13	1785992700	1785998400	1786014300	2	CLOSED_DOWN	-1	4	54	7740.4048345880737543	7732.1251654119250816	7736.2649999999994179	7740.4048345880737543	7723.3999999999996362	7731.9024172940371500
