run_key	sequence	compression_id	bar_time	event_code	event_direction	state_code	terminal_reason_code
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	1	1	1785724500	1	0	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	2	1	1785731100	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	3	1	1785732900	6	1	5	1
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	5	2	1785749100	1	0	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	7	2	1785752100	3	-1	4	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	8	2	1785752400	5	-1	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	9	2	1785754500	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	10	2	1785754800	4	1	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	11	2	1785756900	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	12	2	1785758700	6	1	5	1
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	14	3	1785785400	1	0	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	16	3	1785786000	3	-1	4	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	17	3	1785787800	7	-1	5	2
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	19	4	1785807300	1	0	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	21	4	1785807900	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	22	4	1785808500	4	1	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	23	4	1785808800	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	24	4	1785809100	4	1	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	25	4	1785813000	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	26	4	1785813300	4	1	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	27	4	1785813600	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	28	4	1785813900	4	1	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	29	4	1785814200	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	30	4	1785816000	6	1	5	1
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	32	5	1785822300	1	0	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	34	5	1785835800	3	-1	4	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	35	5	1785837600	7	-1	5	2
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	37	6	1785895500	1	0	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	39	6	1785906300	2	1	3	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	40	6	1785908100	6	1	5	1
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	42	7	1785914400	1	0	2	0
RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	44	7	1785921600	3	-1	4	0
