run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	8	1	1	\N	1768215000	2	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	10	1	1	2	1768222200	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	17	2	2	\N	1768232700	1	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	19	2	2	3	1768254000	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	24	3	3	\N	1768258800	1	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	26	3	3	4	1768270800	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	33	4	4	\N	1768280400	1	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	35	4	4	5	1768286700	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	42	5	5	\N	1768298400	2	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	44	5	5	6	1768353900	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	47	6	6	\N	1768361400	2	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	49	6	6	7	1768367700	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	52	7	7	\N	1768374900	2	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	54	7	7	8	1768382400	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	57	8	8	\N	1768386600	1	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	59	8	8	9	1768444200	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	66	9	9	\N	1768450200	1	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	68	9	9	10	1768456500	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	77	10	10	\N	1768467900	1	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	79	10	10	11	1768481100	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	84	11	11	\N	1768491300	2	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	86	11	11	12	1768530900	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	89	12	12	\N	1768539300	1	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	91	12	12	13	1768546500	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	94	13	13	\N	1768560600	2	1	0
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	96	13	13	14	1768567500	3	2	4
RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917	99	14	14	\N	1768572900	2	1	0
