object_key	representation_id	distance_contract	comparison_mode	rank	neighbor_key	distance	comparable_support_points	comparable_support_bars	comparable_support_seconds	object_censored	neighbor_censored
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	5	RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::COMPRESSION::3	0.013850459359103909	5	21	6300	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	6	RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174::COMPRESSION::2	0.015430120312882245	5	21	6300	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	7	RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::3	0.01544672466805112	5	21	6300	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	8	RG3_DE40_PERIOD_M5_1783900800_1784505600_9564959796063117251::COMPRESSION::3	0.01556941603164031	5	19	5700	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	9	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::COMPRESSION::13	0.016205657200342928	5	21	6300	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	10	RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139::COMPRESSION::1	0.017475013759896817	5	18	5400	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	1	RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598::EXPANSION::15	0	2	27	8100	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	2	RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598::EXPANSION::9	0	2	27	8100	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	3	RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::EXPANSION::13	0	2	26	8100	0	0
RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	4	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::9	0	2	27	8100	0	0
