object_key	representation_id	availability	byte_offset	byte_length	dimensions
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::12	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	190344	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::2	SUMMARY_RAW_V1	AVAILABLE	190848	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::2	SUMMARY_CANONICAL_V1	AVAILABLE	190888	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::2	TRAJECTORY_RAW_U21_V1	AVAILABLE	190928	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::2	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	191432	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::3	SUMMARY_RAW_V1	AVAILABLE	191936	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::3	SUMMARY_CANONICAL_V1	AVAILABLE	191976	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::3	TRAJECTORY_RAW_U21_V1	AVAILABLE	192016	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::3	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	192520	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::4	SUMMARY_RAW_V1	AVAILABLE	193024	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::4	SUMMARY_CANONICAL_V1	AVAILABLE	193064	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::4	TRAJECTORY_RAW_U21_V1	AVAILABLE	193104	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::4	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	193608	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::5	SUMMARY_RAW_V1	AVAILABLE	194112	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::5	SUMMARY_CANONICAL_V1	AVAILABLE	194152	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::5	TRAJECTORY_RAW_U21_V1	AVAILABLE	194192	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::5	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	194696	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::6	SUMMARY_RAW_V1	AVAILABLE	195200	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::6	SUMMARY_CANONICAL_V1	AVAILABLE	195240	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::6	TRAJECTORY_RAW_U21_V1	AVAILABLE	195280	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::6	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	195784	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::7	SUMMARY_RAW_V1	AVAILABLE	196288	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::7	SUMMARY_CANONICAL_V1	AVAILABLE	196328	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::7	TRAJECTORY_RAW_U21_V1	AVAILABLE	196368	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::7	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	196872	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::8	SUMMARY_RAW_V1	AVAILABLE	197376	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::8	SUMMARY_CANONICAL_V1	AVAILABLE	197416	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::8	TRAJECTORY_RAW_U21_V1	AVAILABLE	197456	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::8	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	197960	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::9	SUMMARY_RAW_V1	AVAILABLE	198464	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::9	SUMMARY_CANONICAL_V1	AVAILABLE	198504	40	10
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::9	TRAJECTORY_RAW_U21_V1	AVAILABLE	198544	504	126
RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::9	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	199048	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::1	SUMMARY_RAW_V1	AVAILABLE	199552	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::1	SUMMARY_CANONICAL_V1	AVAILABLE	199592	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::1	TRAJECTORY_RAW_U21_V1	AVAILABLE	199632	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::1	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	200052	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::10	SUMMARY_RAW_V1	AVAILABLE	200472	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::10	SUMMARY_CANONICAL_V1	AVAILABLE	200512	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::10	TRAJECTORY_RAW_U21_V1	AVAILABLE	200552	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::10	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	200972	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::11	SUMMARY_RAW_V1	AVAILABLE	201392	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::11	SUMMARY_CANONICAL_V1	AVAILABLE	201432	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::11	TRAJECTORY_RAW_U21_V1	AVAILABLE	201472	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::11	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	201892	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::12	SUMMARY_RAW_V1	AVAILABLE	202312	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::12	SUMMARY_CANONICAL_V1	AVAILABLE	202352	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::12	TRAJECTORY_RAW_U21_V1	AVAILABLE	202392	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::12	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	202812	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::2	SUMMARY_RAW_V1	AVAILABLE	203232	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::2	SUMMARY_CANONICAL_V1	AVAILABLE	203272	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::2	TRAJECTORY_RAW_U21_V1	AVAILABLE	203312	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::2	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	203732	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::3	SUMMARY_RAW_V1	AVAILABLE	204152	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::3	SUMMARY_CANONICAL_V1	AVAILABLE	204192	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::3	TRAJECTORY_RAW_U21_V1	AVAILABLE	204232	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::3	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	204652	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::4	SUMMARY_RAW_V1	AVAILABLE	205072	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::4	SUMMARY_CANONICAL_V1	AVAILABLE	205112	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::4	TRAJECTORY_RAW_U21_V1	AVAILABLE	205152	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::4	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	205572	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::5	SUMMARY_RAW_V1	AVAILABLE	205992	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::5	SUMMARY_CANONICAL_V1	AVAILABLE	206032	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::5	TRAJECTORY_RAW_U21_V1	AVAILABLE	206072	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::5	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	206492	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::6	SUMMARY_RAW_V1	AVAILABLE	206912	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::6	SUMMARY_CANONICAL_V1	AVAILABLE	206952	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::6	TRAJECTORY_RAW_U21_V1	AVAILABLE	206992	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::6	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	207412	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::7	SUMMARY_RAW_V1	AVAILABLE	207832	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::7	SUMMARY_CANONICAL_V1	AVAILABLE	207872	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::7	TRAJECTORY_RAW_U21_V1	AVAILABLE	207912	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::7	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	208332	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::8	SUMMARY_RAW_V1	AVAILABLE	208752	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::8	SUMMARY_CANONICAL_V1	AVAILABLE	208792	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::8	TRAJECTORY_RAW_U21_V1	AVAILABLE	208832	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::8	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	209252	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::9	SUMMARY_RAW_V1	AVAILABLE	209672	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::9	SUMMARY_CANONICAL_V1	AVAILABLE	209712	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::9	TRAJECTORY_RAW_U21_V1	AVAILABLE	209752	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::9	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	210172	420	105
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::1	SUMMARY_RAW_V1	AVAILABLE	210592	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::1	SUMMARY_CANONICAL_V1	AVAILABLE	210632	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::1	TRAJECTORY_RAW_U21_V1	AVAILABLE	210672	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::1	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	211176	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::10	SUMMARY_RAW_V1	AVAILABLE	211680	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::10	SUMMARY_CANONICAL_V1	AVAILABLE	211720	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::10	TRAJECTORY_RAW_U21_V1	AVAILABLE	211760	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::10	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	212264	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::11	SUMMARY_RAW_V1	AVAILABLE	212768	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::11	SUMMARY_CANONICAL_V1	AVAILABLE	212808	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::11	TRAJECTORY_RAW_U21_V1	AVAILABLE	212848	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::11	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	213352	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::12	SUMMARY_RAW_V1	CENSORED_SUFFIX	213856	0	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::12	SUMMARY_CANONICAL_V1	CENSORED_SUFFIX	213856	0	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::12	TRAJECTORY_RAW_U21_V1	CENSORED_SUFFIX	213856	0	0
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::12	TRAJECTORY_CANONICAL_U21_V1	CENSORED_SUFFIX	213856	0	0
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::2	SUMMARY_RAW_V1	AVAILABLE	213856	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::2	SUMMARY_CANONICAL_V1	AVAILABLE	213896	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::2	TRAJECTORY_RAW_U21_V1	AVAILABLE	213936	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::2	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	214440	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::3	SUMMARY_RAW_V1	AVAILABLE	214944	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::3	SUMMARY_CANONICAL_V1	AVAILABLE	214984	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::3	TRAJECTORY_RAW_U21_V1	AVAILABLE	215024	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::3	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	215528	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::4	SUMMARY_RAW_V1	AVAILABLE	216032	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::4	SUMMARY_CANONICAL_V1	AVAILABLE	216072	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::4	TRAJECTORY_RAW_U21_V1	AVAILABLE	216112	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::4	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	216616	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::5	SUMMARY_RAW_V1	AVAILABLE	217120	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::5	SUMMARY_CANONICAL_V1	AVAILABLE	217160	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::5	TRAJECTORY_RAW_U21_V1	AVAILABLE	217200	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::5	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	217704	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::6	SUMMARY_RAW_V1	AVAILABLE	218208	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::6	SUMMARY_CANONICAL_V1	AVAILABLE	218248	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::6	TRAJECTORY_RAW_U21_V1	AVAILABLE	218288	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::6	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	218792	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::7	SUMMARY_RAW_V1	AVAILABLE	219296	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::7	SUMMARY_CANONICAL_V1	AVAILABLE	219336	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::7	TRAJECTORY_RAW_U21_V1	AVAILABLE	219376	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::7	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	219880	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::8	SUMMARY_RAW_V1	AVAILABLE	220384	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::8	SUMMARY_CANONICAL_V1	AVAILABLE	220424	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::8	TRAJECTORY_RAW_U21_V1	AVAILABLE	220464	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::8	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	220968	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::9	SUMMARY_RAW_V1	AVAILABLE	221472	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::9	SUMMARY_CANONICAL_V1	AVAILABLE	221512	40	10
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::9	TRAJECTORY_RAW_U21_V1	AVAILABLE	221552	504	126
RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::9	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	222056	504	126
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::1	SUMMARY_RAW_V1	AVAILABLE	222560	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::1	SUMMARY_CANONICAL_V1	AVAILABLE	222600	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::1	TRAJECTORY_RAW_U21_V1	AVAILABLE	222640	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::1	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	223060	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::10	SUMMARY_RAW_V1	AVAILABLE	223480	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::10	SUMMARY_CANONICAL_V1	AVAILABLE	223520	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::10	TRAJECTORY_RAW_U21_V1	AVAILABLE	223560	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::10	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	223980	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::2	SUMMARY_RAW_V1	AVAILABLE	224400	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::2	SUMMARY_CANONICAL_V1	AVAILABLE	224440	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::2	TRAJECTORY_RAW_U21_V1	AVAILABLE	224480	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::2	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	224900	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::3	SUMMARY_RAW_V1	AVAILABLE	225320	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::3	SUMMARY_CANONICAL_V1	AVAILABLE	225360	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::3	TRAJECTORY_RAW_U21_V1	AVAILABLE	225400	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::3	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	225820	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::4	SUMMARY_RAW_V1	AVAILABLE	226240	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::4	SUMMARY_CANONICAL_V1	AVAILABLE	226280	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::4	TRAJECTORY_RAW_U21_V1	AVAILABLE	226320	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::4	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	226740	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::5	SUMMARY_RAW_V1	AVAILABLE	227160	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::5	SUMMARY_CANONICAL_V1	AVAILABLE	227200	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::5	TRAJECTORY_RAW_U21_V1	AVAILABLE	227240	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::5	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	227660	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::6	SUMMARY_RAW_V1	AVAILABLE	228080	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::6	SUMMARY_CANONICAL_V1	AVAILABLE	228120	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::6	TRAJECTORY_RAW_U21_V1	AVAILABLE	228160	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::6	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	228580	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::7	SUMMARY_RAW_V1	AVAILABLE	229000	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::7	SUMMARY_CANONICAL_V1	AVAILABLE	229040	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::7	TRAJECTORY_RAW_U21_V1	AVAILABLE	229080	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::7	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	229500	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::8	SUMMARY_RAW_V1	AVAILABLE	229920	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::8	SUMMARY_CANONICAL_V1	AVAILABLE	229960	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::8	TRAJECTORY_RAW_U21_V1	AVAILABLE	230000	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::8	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	230420	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::9	SUMMARY_RAW_V1	AVAILABLE	230840	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::9	SUMMARY_CANONICAL_V1	AVAILABLE	230880	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::9	TRAJECTORY_RAW_U21_V1	AVAILABLE	230920	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::COMPRESSION::9	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	231340	420	105
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::1	SUMMARY_RAW_V1	AVAILABLE	231760	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::1	SUMMARY_CANONICAL_V1	AVAILABLE	231800	40	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::1	TRAJECTORY_RAW_U21_V1	AVAILABLE	231840	504	126
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::1	TRAJECTORY_CANONICAL_U21_V1	AVAILABLE	232344	504	126
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::10	SUMMARY_RAW_V1	CENSORED_SUFFIX	232848	0	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::10	SUMMARY_CANONICAL_V1	CENSORED_SUFFIX	232848	0	10
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::10	TRAJECTORY_RAW_U21_V1	CENSORED_SUFFIX	232848	0	0
RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::EXPANSION::10	TRAJECTORY_CANONICAL_U21_V1	CENSORED_SUFFIX	232848	0	0
