left_object_key	right_object_key	representation_id	distance_contract	comparison_mode	status	reason	distance	comparable_support_points	comparable_support_bars	comparable_support_seconds	observed_fraction_left	observed_fraction_right	left_censored	right_censored
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::1	RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598::EXPANSION::4	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	13500	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::10	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651::EXPANSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.0005649564832802767	2	88	26400	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::11	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::EXPANSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	31	12900	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::12	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::13	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::9	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	24	7200	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::14	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::9	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	145	43500	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::15	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	1	9	2700	1	1	1	1
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::2	RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::EXPANSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	42	16200	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::3	RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::7	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	117	38700	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::4	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252::EXPANSION::7	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	34	10200	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::5	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	46	13800	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::6	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252::EXPANSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	26	15000	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::7	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252::EXPANSION::7	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	34	10200	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::8	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	46	13800	1	1	0	0
RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::EXPANSION::9	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::4	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	33	9900	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::1	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::COMPRESSION::12	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.01384629775089552	5	15	4500	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::10	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::COMPRESSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.19386520065215126	13	61	18300	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::11	RG3_JPN225_PERIOD_M5_1783900800_1784505600_16697415774406944896::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.20128004914185652	13	40	15900	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::12	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::COMPRESSION::5	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.027271571332358722	7	36	10800	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::13	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::12	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	15	4500	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::14	RG3_JPN225_PERIOD_M5_1783900800_1784505600_16697415774406944896::COMPRESSION::7	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.013075598529975061	7	14	4200	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::15	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::COMPRESSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.1794613404479182	6	16	4800	1	1	1	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::2	RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::COMPRESSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.01866824053721933	5	31	9300	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::3	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	7	2100	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::4	RG3_US30_PERIOD_M5_1768176000_1768780800_14299449350608203917::COMPRESSION::4	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.031183608208930826	7	32	9600	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::5	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.04851460848723176	11	32	12900	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::6	RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786::COMPRESSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.029673208775028343	7	34	10200	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::7	RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::COMPRESSION::12	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.06888823947444618	7	16	4800	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::8	RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::COMPRESSION::4	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	18	5400	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::COMPRESSION::9	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.029092103553106412	5	26	8400	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::1	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	37	11100	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::10	RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::EXPANSION::12	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	50	18600	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::11	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	134	43800	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::12	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::13	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::11	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	36	10800	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::14	RG3_FRA40_PERIOD_M5_1771200000_1771804800_1968818525264721670::EXPANSION::8	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	56	20400	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::2	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	37	11100	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::3	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	120	36000	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::4	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::5	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::EXPANSION::4	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	33	9900	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::6	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::EXPANSION::5	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	81	24300	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::7	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::7	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	25	14700	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::8	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::EXPANSION::9	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::EXPANSION::9	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.0002865282621000276	2	162	52200	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::1	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	12	3600	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::10	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::COMPRESSION::7	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.22122135490733116	13	48	14400	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::11	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755::COMPRESSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	36	10800	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::12	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	12	3600	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::13	RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598::COMPRESSION::4	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	10	3000	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::14	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252::COMPRESSION::11	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.19455571559246587	11	27	8100	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::15	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	12	3600	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::16	RG3_DE40_PERIOD_M5_1774224000_1774828800_16769896615923389005::COMPRESSION::10	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	22	6600	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::17	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	9	2700	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::18	RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::COMPRESSION::15	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.012889227688292149	2	17	5100	1	1	1	1
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::2	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300::COMPRESSION::7	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.02444360872406483	7	32	9600	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::3	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::10	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.016043761654650584	7	31	9300	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::4	RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::COMPRESSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.03024821335976009	5	49	14700	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::5	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::COMPRESSION::5	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.07216936903414234	11	41	12300	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::6	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::COMPRESSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.008098206461462604	5	13	3900	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::7	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	23	6900	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::8	RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786::COMPRESSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0.004459540191069564	5	24	7200	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::COMPRESSION::9	RG3_DE40_PERIOD_M5_1783900800_1784505600_9564959796063117251::COMPRESSION::4	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	3	11	3300	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::1	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::10	RG3_US30_PERIOD_M5_1771200000_1771804800_15393471454727288637::EXPANSION::10	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	115	38100	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::11	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::12	RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::EXPANSION::2	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	40	12000	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::13	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::EXPANSION::12	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	71	24900	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::14	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252::EXPANSION::1	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	26	7800	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::15	RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598::EXPANSION::6	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	63	18900	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::16	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::17	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::EXPANSION::3	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	21	6300	1	1	0	0
RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::EXPANSION::2	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252::EXPANSION::9	EVENT_SEQUENCE_CANONICAL_V1	TYPED_EDIT_DURATION_AWARE_V1	OBSERVED	AVAILABLE	COMPARABLE_DOMAIN_ADMITTED	0	2	65	20700	1	1	0	0
