session_id	source_row_id	bar_open	bar_close	open	high	low	close	coverage	active_upper_candidate_id	active_lower_candidate_id	new_upper_candidate	new_lower_candidate	upper_candidate_age_bars	lower_candidate_age_bars	committed_upper_extreme	committed_lower_extreme	grammar_state	grammar_event	grammar_availability
OBSOPEN_US30_20240102	RAW125B:M1:1704214320	1704214320	1704214380	37625.199999999997	37629.199999999997	37607.199999999997	37613.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0006	OBSOPEN_US30_20240102:L:0001	false	false	2	22	37633.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214380	1704214380	1704214440	37614.199999999997	37617.199999999997	37599.199999999997	37599.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0006	OBSOPEN_US30_20240102:L:0001	false	false	3	23	37633.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214440	1704214440	1704214500	37598.699999999997	37604.199999999997	37593.699999999997	37597.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0006	OBSOPEN_US30_20240102:L:0001	false	false	4	24	37633.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214500	1704214500	1704214560	37598.199999999997	37607.699999999997	37594.199999999997	37604.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0006	OBSOPEN_US30_20240102:L:0001	false	false	5	25	37633.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214560	1704214560	1704214620	37605.199999999997	37617.199999999997	37604.699999999997	37612.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0006	OBSOPEN_US30_20240102:L:0001	false	false	6	26	37633.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214620	1704214620	1704214680	37611.699999999997	37625.199999999997	37610.699999999997	37623.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0006	OBSOPEN_US30_20240102:L:0001	false	false	7	27	37633.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214680	1704214680	1704214740	37623.699999999997	37646.699999999997	37623.699999999997	37646.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0007	OBSOPEN_US30_20240102:L:0001	true	false	0	28	37646.699999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214740	1704214740	1704214800	37646.699999999997	37656.199999999997	37637.199999999997	37655.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0008	OBSOPEN_US30_20240102:L:0001	true	false	0	29	37656.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214800	1704214800	1704214860	37656.699999999997	37676.699999999997	37646.699999999997	37667.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0009	OBSOPEN_US30_20240102:L:0001	true	false	0	30	37676.699999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214860	1704214860	1704214920	37666.699999999997	37668.699999999997	37657.199999999997	37664.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0009	OBSOPEN_US30_20240102:L:0001	false	false	1	31	37676.699999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214920	1704214920	1704214980	37665.699999999997	37678.199999999997	37661.699999999997	37668.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0010	OBSOPEN_US30_20240102:L:0001	true	false	0	32	37678.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704214980	1704214980	1704215040	37669.699999999997	37681.699999999997	37668.699999999997	37676.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0011	OBSOPEN_US30_20240102:L:0001	true	false	0	33	37681.699999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215040	1704215040	1704215100	37673.199999999997	37679.699999999997	37665.199999999997	37674.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0011	OBSOPEN_US30_20240102:L:0001	false	false	1	34	37681.699999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215100	1704215100	1704215160	37673.699999999997	37683.199999999997	37668.699999999997	37675.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0012	OBSOPEN_US30_20240102:L:0001	true	false	0	35	37683.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215160	1704215160	1704215220	37675.699999999997	37682.699999999997	37670.199999999997	37681.900000000001	COMPLETE	OBSOPEN_US30_20240102:U:0012	OBSOPEN_US30_20240102:L:0001	false	false	1	36	37683.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215220	1704215220	1704215280	37681.900000000001	37683.400000000001	37668.400000000001	37669.900000000001	COMPLETE	OBSOPEN_US30_20240102:U:0013	OBSOPEN_US30_20240102:L:0001	true	false	0	37	37683.400000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215280	1704215280	1704215340	37665.900000000001	37669.400000000001	37652.900000000001	37657.900000000001	COMPLETE	OBSOPEN_US30_20240102:U:0013	OBSOPEN_US30_20240102:L:0001	false	false	1	38	37683.400000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215340	1704215340	1704215400	37657.400000000001	37671.900000000001	37657.400000000001	37669.400000000001	COMPLETE	OBSOPEN_US30_20240102:U:0013	OBSOPEN_US30_20240102:L:0001	false	false	2	39	37683.400000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215400	1704215400	1704215460	37668.400000000001	37684.400000000001	37665.400000000001	37665.900000000001	COMPLETE	OBSOPEN_US30_20240102:U:0014	OBSOPEN_US30_20240102:L:0001	true	false	0	40	37684.400000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215460	1704215460	1704215520	37667.400000000001	37680.400000000001	37665.900000000001	37674.900000000001	COMPLETE	OBSOPEN_US30_20240102:U:0014	OBSOPEN_US30_20240102:L:0001	false	false	1	41	37684.400000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215520	1704215520	1704215580	37673.900000000001	37684.400000000001	37673.900000000001	37684.400000000001	COMPLETE	OBSOPEN_US30_20240102:U:0014	OBSOPEN_US30_20240102:L:0001	false	false	2	42	37684.400000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215580	1704215580	1704215640	37683.900000000001	37684.900000000001	37673.900000000001	37677.900000000001	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	true	false	0	43	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215640	1704215640	1704215700	37677.400000000001	37680.900000000001	37656.400000000001	37665.400000000001	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	1	44	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215700	1704215700	1704215760	37663.900000000001	37668.900000000001	37659.400000000001	37661.900000000001	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	2	45	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215760	1704215760	1704215820	37660.900000000001	37667.199999999997	37656.900000000001	37657.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	3	46	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215820	1704215820	1704215880	37657.199999999997	37665.199999999997	37653.199999999997	37656.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	4	47	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215880	1704215880	1704215940	37657.199999999997	37662.699999999997	37648.199999999997	37657.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	5	48	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704215940	1704215940	1704216000	37657.199999999997	37668.699999999997	37655.699999999997	37658.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	6	49	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216000	1704216000	1704216060	37657.699999999997	37669.199999999997	37655.699999999997	37664.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	7	50	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216060	1704216060	1704216120	37664.699999999997	37684.199999999997	37664.199999999997	37675.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	8	51	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216120	1704216120	1704216180	37675.699999999997	37678.199999999997	37666.199999999997	37670.699999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	9	52	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216180	1704216180	1704216240	37671.699999999997	37684.699999999997	37669.199999999997	37682.199999999997	COMPLETE	OBSOPEN_US30_20240102:U:0015	OBSOPEN_US30_20240102:L:0001	false	false	10	53	37684.900000000001	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216240	1704216240	1704216300	37682.199999999997	37686.199999999997	37668.099999999999	37669.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	true	false	0	54	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216300	1704216300	1704216360	37670.099999999999	37681.599999999999	37667.599999999999	37667.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	1	55	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216360	1704216360	1704216420	37665.099999999999	37667.099999999999	37654.099999999999	37654.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	2	56	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216420	1704216420	1704216480	37653.099999999999	37660.099999999999	37644.099999999999	37649.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	3	57	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216480	1704216480	1704216540	37650.099999999999	37653.599999999999	37640.099999999999	37644.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	4	58	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216540	1704216540	1704216600	37643.099999999999	37663.099999999999	37643.099999999999	37650.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	5	59	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216600	1704216600	1704216660	37651.599999999999	37655.599999999999	37635.099999999999	37638.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	6	60	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216660	1704216660	1704216720	37637.599999999999	37639.599999999999	37626.099999999999	37637.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	7	61	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216720	1704216720	1704216780	37636.599999999999	37640.099999999999	37632.099999999999	37634.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	8	62	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216780	1704216780	1704216840	37634.099999999999	37644.099999999999	37634.099999999999	37642.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	9	63	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216840	1704216840	1704216900	37642.599999999999	37653.099999999999	37639.099999999999	37650.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	10	64	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216900	1704216900	1704216960	37650.599999999999	37658.099999999999	37647.099999999999	37654.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	11	65	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704216960	1704216960	1704217020	37653.599999999999	37658.099999999999	37649.599999999999	37655.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	12	66	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217020	1704217020	1704217080	37654.599999999999	37665.099999999999	37654.099999999999	37658.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	13	67	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217080	1704217080	1704217140	37656.099999999999	37663.099999999999	37648.099999999999	37653.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	14	68	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217140	1704217140	1704217200	37653.599999999999	37667.599999999999	37653.599999999999	37666.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	15	69	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217200	1704217200	1704217260	37665.099999999999	37683.099999999999	37665.099999999999	37676.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	16	70	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217260	1704217260	1704217320	37677.099999999999	37678.099999999999	37668.099999999999	37676.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0016	OBSOPEN_US30_20240102:L:0001	false	false	17	71	37686.199999999997	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217320	1704217320	1704217380	37677.099999999999	37689.099999999999	37676.599999999999	37679.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0017	OBSOPEN_US30_20240102:L:0001	true	false	0	72	37689.099999999999	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217380	1704217380	1704217440	37679.599999999999	37699.099999999999	37678.599999999999	37698.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0018	OBSOPEN_US30_20240102:L:0001	true	false	0	73	37699.099999999999	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217440	1704217440	1704217500	37698.099999999999	37710.099999999999	37697.099999999999	37699.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0019	OBSOPEN_US30_20240102:L:0001	true	false	0	74	37710.099999999999	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217500	1704217500	1704217560	37700.099999999999	37718.599999999999	37694.599999999999	37714.099999999999	COMPLETE	OBSOPEN_US30_20240102:U:0020	OBSOPEN_US30_20240102:L:0001	true	false	0	75	37718.599999999999	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
OBSOPEN_US30_20240102	RAW125B:M1:1704217560	1704217560	1704217620	37714.099999999999	37717.599999999999	37706.599999999999	37709.599999999999	COMPLETE	OBSOPEN_US30_20240102:U:0020	OBSOPEN_US30_20240102:L:0001	false	false	1	76	37718.599999999999	37485.800000000003	NA	NA	NOT_EVALUABLE_OBSERVER_STREAM_ABSENT
