run_key	expansion_id	bar_time	age_bars	open	high	low	close	state_code	origin_atr	origin_terminal_price	raw_displacement	raw_max_displacement	raw_opposite_displacement	raw_return_depth	raw_close_path_length	raw_velocity_per_bar	raw_acceleration_per_bar2
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771224000	0	57059.0000000000000000	57071.0000000000000000	57025.0000000000000000	57048.0000000000000000	1	79.9610869159697302	57048.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771224300	1	57040.0000000000000000	57079.0000000000000000	57035.0000000000000000	57058.0000000000000000	1	79.9610869159697302	57048.0000000000000000	10.0000000000000000	10.0000000000000000	0.0000000000000000	0.0000000000000000	10.0000000000000000	10.0000000000000000	10.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771224600	2	57058.0000000000000000	57079.0000000000000000	57048.0000000000000000	57063.0000000000000000	1	79.9610869159697302	57048.0000000000000000	15.0000000000000000	15.0000000000000000	0.0000000000000000	0.0000000000000000	15.0000000000000000	5.0000000000000000	-5.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771224900	3	57065.0000000000000000	57069.0000000000000000	57005.0000000000000000	57026.0000000000000000	1	79.9610869159697302	57048.0000000000000000	-22.0000000000000000	15.0000000000000000	22.0000000000000000	37.0000000000000000	52.0000000000000000	-37.0000000000000000	-42.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771225200	4	57029.0000000000000000	57063.0000000000000000	57020.0000000000000000	57036.0000000000000000	1	79.9610869159697302	57048.0000000000000000	-12.0000000000000000	15.0000000000000000	22.0000000000000000	27.0000000000000000	62.0000000000000000	10.0000000000000000	47.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771225500	5	57042.0000000000000000	57069.0000000000000000	57042.0000000000000000	57059.0000000000000000	1	79.9610869159697302	57048.0000000000000000	11.0000000000000000	15.0000000000000000	22.0000000000000000	4.0000000000000000	85.0000000000000000	23.0000000000000000	13.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771225800	6	57057.0000000000000000	57064.0000000000000000	57029.0000000000000000	57063.0000000000000000	1	79.9610869159697302	57048.0000000000000000	15.0000000000000000	15.0000000000000000	22.0000000000000000	0.0000000000000000	89.0000000000000000	4.0000000000000000	-19.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771226100	7	57063.0000000000000000	57068.0000000000000000	57015.0000000000000000	57038.0000000000000000	1	79.9610869159697302	57048.0000000000000000	-10.0000000000000000	15.0000000000000000	22.0000000000000000	25.0000000000000000	114.0000000000000000	-25.0000000000000000	-29.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771226400	8	57033.0000000000000000	57064.0000000000000000	57026.0000000000000000	57053.0000000000000000	1	79.9610869159697302	57048.0000000000000000	5.0000000000000000	15.0000000000000000	22.0000000000000000	10.0000000000000000	129.0000000000000000	15.0000000000000000	40.0000000000000000
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771226700	9	57054.0000000000000000	57054.0000000000000000	57025.0000000000000000	57028.0000000000000000	1	79.9610869159697302	57048.0000000000000000	-20.0000000000000000	15.0000000000000000	22.0000000000000000	35.0000000000000000	154.0000000000000000	-25.0000000000000000	-40.0000000000000000
