run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	6	1	1	\N	1771224000	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	8	1	1	2	1771238400	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	17	2	2	\N	1771259400	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	19	2	2	3	1771267500	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	28	3	3	\N	1771297200	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	30	3	3	4	1771365900	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	37	4	4	\N	1771377600	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	39	4	4	5	1771392600	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	44	5	5	\N	1771397700	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	46	5	5	6	1771406700	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	51	6	6	\N	1771411500	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	53	6	6	7	1771420800	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	56	7	7	\N	1771423200	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	58	7	7	8	1771439700	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	69	8	8	\N	1771450500	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	71	8	8	9	1771463400	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	84	9	9	\N	1771477200	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	86	9	9	10	1771487700	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	93	10	10	\N	1771497000	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	95	10	10	11	1771508100	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	102	11	11	\N	1771514400	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	104	11	11	12	1771539600	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	107	12	12	\N	1771543500	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	109	12	12	13	1771579800	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	112	13	13	\N	1771585800	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	114	13	13	14	1771601100	3	2	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	123	14	14	\N	1771609500	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	125	14	14	15	1771626600	3	2	4
