run_key	compression_id	bar_time	age_bars	state_code	open	high	low	close	atr	seed_top	seed_bottom	seed_mid	contain_top	contain_bottom	contain_mid	escape_count	frontier_direction	bars_since_frontier_cross
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771217100	20	2	56864.0000000000000000	56884.0000000000000000	56822.0000000000000000	56844.0000000000000000	81.2777810296327914	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771217400	21	2	56836.0000000000000000	56849.0000000000000000	56821.0000000000000000	56829.0000000000000000	81.1712254675735352	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771217700	22	2	56830.0000000000000000	56849.0000000000000000	56798.0000000000000000	56806.0000000000000000	81.1108830166383825	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771218000	23	2	56814.0000000000000000	56834.0000000000000000	56796.0000000000000000	56833.0000000000000000	81.0246612506051065	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771218300	24	2	56833.0000000000000000	56869.0000000000000000	56820.0000000000000000	56858.0000000000000000	80.9606119281039014	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771218600	25	2	56858.0000000000000000	56859.0000000000000000	56835.0000000000000000	56854.0000000000000000	80.8466907042476919	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771218900	26	2	56854.0000000000000000	56884.0000000000000000	56848.0000000000000000	56871.0000000000000000	80.7569973228391831	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771219200	27	2	56874.0000000000000000	56918.0000000000000000	56874.0000000000000000	56911.0000000000000000	80.6894833281935036	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771219500	28	2	56909.0000000000000000	56918.0000000000000000	56878.0000000000000000	56879.0000000000000000	80.6081043615371158	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771219800	29	2	56878.0000000000000000	56938.0000000000000000	56860.0000000000000000	56929.0000000000000000	80.6028881528140460	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771220100	30	2	56926.0000000000000000	56959.0000000000000000	56910.0000000000000000	56943.0000000000000000	80.5396823765084094	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56959.8777810296305689	56796.0000000000000000	56877.9388905148152844	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771220400	31	2	56943.0000000000000000	56974.0000000000000000	56930.0000000000000000	56951.0000000000000000	80.4666030117553959	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56974.0000000000000000	56796.0000000000000000	56885.0000000000000000	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771220700	32	2	56959.0000000000000000	56984.0000000000000000	56920.0000000000000000	56941.0000000000000000	80.4336698057318813	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56984.0000000000000000	56796.0000000000000000	56890.0000000000000000	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771221000	33	3	56943.0000000000000000	56984.0000000000000000	56915.0000000000000000	56969.0000000000000000	80.4108024661204155	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	56984.0000000000000000	56796.0000000000000000	56890.0000000000000000	1	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771221300	34	3	56967.0000000000000000	57018.0000000000000000	56956.0000000000000000	57018.0000000000000000	80.3739808611881728	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57018.0000000000000000	56796.0000000000000000	56907.0000000000000000	1	1	1
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771221600	35	3	57013.0000000000000000	57077.0000000000000000	57001.0000000000000000	57044.0000000000000000	80.3652328994657950	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57077.0000000000000000	56796.0000000000000000	56936.5000000000000000	1	1	2
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771221900	36	2	57038.0000000000000000	57041.0000000000000000	56945.0000000000000000	56958.0000000000000000	80.4025024336668537	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57077.0000000000000000	56796.0000000000000000	56936.5000000000000000	1	0	3
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771222200	37	3	56959.0000000000000000	57016.0000000000000000	56946.0000000000000000	57004.0000000000000000	80.3816974287995265	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57077.0000000000000000	56796.0000000000000000	56936.5000000000000000	2	1	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771222500	38	3	57002.0000000000000000	57029.0000000000000000	56978.0000000000000000	57029.0000000000000000	80.3229340339419338	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57077.0000000000000000	56796.0000000000000000	56936.5000000000000000	2	1	1
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771222800	39	3	57028.0000000000000000	57049.0000000000000000	57008.0000000000000000	57024.0000000000000000	80.2442881658740532	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57077.0000000000000000	56796.0000000000000000	56936.5000000000000000	2	1	2
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771223100	40	3	57028.0000000000000000	57084.0000000000000000	57026.0000000000000000	57073.0000000000000000	80.2037995895423137	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57084.0000000000000000	56796.0000000000000000	56940.0000000000000000	2	1	3
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771223400	41	3	57069.0000000000000000	57084.0000000000000000	57044.0000000000000000	57078.0000000000000000	80.1233919903632312	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57084.0000000000000000	56796.0000000000000000	56940.0000000000000000	2	1	4
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771223700	42	3	57071.0000000000000000	57074.0000000000000000	57045.0000000000000000	57063.0000000000000000	80.0291452063824949	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57084.0000000000000000	56796.0000000000000000	56940.0000000000000000	2	1	5
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	1	1771224000	43	5	57059.0000000000000000	57071.0000000000000000	57025.0000000000000000	57048.0000000000000000	79.9610869159697302	56959.8777810296305689	56797.3222189703665208	56878.5999999999985449	57084.0000000000000000	56796.0000000000000000	56940.0000000000000000	2	0	6
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771238400	20	2	56947.0000000000000000	56994.0000000000000000	56933.0000000000000000	56984.0000000000000000	77.0909102817954164	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771238700	21	2	56982.0000000000000000	57039.0000000000000000	56973.0000000000000000	56994.0000000000000000	77.0687284612318280	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771239000	22	2	56994.0000000000000000	56999.0000000000000000	56943.0000000000000000	56994.0000000000000000	77.0265910043093669	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771239300	23	2	56993.0000000000000000	57009.0000000000000000	56973.0000000000000000	56989.0000000000000000	76.9445378223007452	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771239600	24	2	56987.0000000000000000	57024.0000000000000000	56963.0000000000000000	57014.0000000000000000	76.9126487466561316	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771239900	25	2	57013.0000000000000000	57039.0000000000000000	56983.0000000000000000	57028.0000000000000000	76.8708234491628276	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771240200	26	2	57032.0000000000000000	57068.0000000000000000	57032.0000000000000000	57063.0000000000000000	76.7970818022645006	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771240500	27	2	57058.0000000000000000	57069.0000000000000000	57028.0000000000000000	57068.0000000000000000	76.7254876386599705	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57069.0000000000000000	56914.3590897182002664	56991.6795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771240800	28	2	57068.0000000000000000	57069.0000000000000000	57033.0000000000000000	57053.0000000000000000	76.6440366633826500	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57069.0000000000000000	56914.3590897182002664	56991.6795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771241100	29	2	57057.0000000000000000	57094.0000000000000000	57048.0000000000000000	57048.0000000000000000	76.5827485900558856	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771241400	30	2	57048.0000000000000000	57077.0000000000000000	57033.0000000000000000	57052.0000000000000000	76.5175830928757819	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771241700	31	2	57053.0000000000000000	57074.0000000000000000	57048.0000000000000000	57059.0000000000000000	76.4165479266900434	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771242000	32	2	57053.0000000000000000	57059.0000000000000000	57033.0000000000000000	57043.0000000000000000	76.3157148308366544	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771242300	33	2	57049.0000000000000000	57054.0000000000000000	57013.0000000000000000	57054.0000000000000000	76.2450834011749805	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771242600	34	2	57048.0000000000000000	57079.0000000000000000	57047.0000000000000000	57059.0000000000000000	76.1565932343726360	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771242900	35	2	57057.0000000000000000	57069.0000000000000000	57028.0000000000000000	57038.0000000000000000	76.0862800479038839	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	2	1771243200	36	2	57039.0000000000000000	57044.0000000000000000	56998.0000000000000000	57004.0000000000000000	76.0261074878080620	57068.5409102817939129	56914.3590897182002664	56991.4499999999970896	57094.0000000000000000	56914.3590897182002664	57004.1795448591001332	0	0	0
