target	run_key	episode_id	attempt_id	canonical_instrument	holdout_id	target_censored	target_label	ordinal	direction	node_width_atr	initial_distance_atr	approach_efficiency	corridor_up_atr	corridor_down_atr	family_count	member_count	developing_count	frozen_count	node_revision	node_age_seconds	corridor_up_level_count	corridor_down_level_count	corridor_up_noise_count	corridor_down_noise_count	start_median_sigma	node_from_median_sigma	node_from_cog_sigma	node_width_sigma	feature_cog_distance_atr	feature_cog_velocity_atr	feature_c3_distance_atr	feature_c3_velocity_atr	feature_lattice_width_atr	feature_poc_distance_atr	feature_vah_distance_atr	feature_val_distance_atr	feature_spread_atr	feature_raw_level_count	feature_noise_level_count	feature_active_node_count	feature_population_count	feature_population_count_delta	feature_price_from_median_atr	feature_price_from_median_sigma	feature_price_from_cog_atr	feature_price_from_cog_sigma	feature_cog_median_gap_atr	feature_cog_median_gap_sigma	feature_regional_cog_velocity_atr	feature_regional_cog_velocity_sigma	feature_regional_median_velocity_atr	feature_regional_median_velocity_sigma	feature_regional_sigma_log_change_per_bar	contributor_count	eligibility_latency_seconds	server_hour_sin	server_hour_cos	canonical_instrument	start_region	node_region	contributor_families	contributor_producers
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	8878108959165125052	DE40	RECOVERY_A	False	1	2	1	4.33862155	0.4578436	0.40741881	5.23463167	7.90245788	4	8	0	8	810	47823	8	7	8	7	-0.542962	-0.75283698	-0.8685363	0.30091444	9.49666014	0.0	2.9799364	0.0	30.58996117	4.83476519	7.82146559	0.9696235	0.00878441	96	40	9	9	0	-7.82849312	-0.542962	-9.49666014	-0.65866132	1.66816702	0.11569932	0.0	0.0	0.0	0.0	0.00053294	8	10	-0.2588190451025208	-0.9659258262890683	DE40	BELOW	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	9423452415933652989	DE40	RECOVERY_A	False	1	3	1	4.33862155	0.30130536	0.01684935	5.23463167	7.90245788	4	8	0	8	810	47841	8	7	8	7	-0.55381905	-0.75283698	-0.8685363	0.30091444	9.65319838	0.0	3.13647464	0.0	30.58996117	4.99130343	7.97800383	1.12616174	0.00878441	96	40	9	9	0	-7.98503136	-0.55381905	-9.65319838	-0.66951837	1.66816702	0.11569932	0.0	0.0	0.0	0.0	0.00053294	8	378	-0.2588190451025208	-0.9659258262890683	DE40	BELOW	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	12516195612704375513	17309184946728204658	DE40	RECOVERY_A	False	0	2	-1	0.05472274	0.49548952	0.11000577	0.56712656	4.94079995	2	2	0	2	222	16059	0	8	0	8	-0.27056964	-0.22866444	-0.35485903	0.00438589	4.95042449	0.0	-1.2005008	0.0	28.87287742	0.55021226	3.3692624	-3.09797028	0.00829132	96	36	11	11	0	-3.37589546	-0.27056964	-4.95042449	-0.39676423	1.57452903	0.12619459	0.0	0.0	0.0	0.0	0.0	2	145	-0.2588190451025208	-0.9659258262890683	DE40	MEDIAN_CORE	MEDIAN_CORE	PIVOT|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	10177743749341603373	DE40	RECOVERY_A	False	1	4	1	4.18530947	0.24777981	0.00871738	5.04965765	7.62321199	4	8	0	8	811	48226	8	7	8	7	-0.60741939	-0.82112805	-0.94732264	0.32821088	9.35496574	0.0	3.06852078	0.0	29.50901634	4.85780625	7.73896685	1.12924547	0.008474	96	36	11	11	0	-7.74574605	-0.60741939	-9.35496574	-0.73361399	1.60921969	0.12619459	0.0	0.0	0.0	0.0	-0.08683035	8	1062	-0.2588190451025208	-0.9659258262890683	DE40	BELOW	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	12715003077768839357	DE40	RECOVERY_A	False	1	5	1	3.82874153	0.20899549	0.21261572	4.61945146	6.97375153	4	8	0	8	815	49411	8	7	8	7	-0.60893452	-0.82112805	-0.94732264	0.32821088	8.57564301	0.0	2.82477248	0.0	26.99499217	4.46161956	7.09731934	1.05071396	0.00775206	96	36	11	11	0	-7.10352098	-0.60893452	-8.57564301	-0.73512911	1.47212202	0.12619459	0.0	0.0	0.0	0.0	0.0	8	44	-0.2588190451025208	-0.9659258262890683	DE40	BELOW	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	13271418638525046304	DE40	RECOVERY_A	False	1	6	1	3.82874153	0.2131816	0.16868164	4.61945146	6.97375153	4	8	0	8	815	49471	8	7	8	7	-0.60857568	-0.82112805	-0.94732264	0.32821088	8.5714569	0.0	2.82058637	0.0	26.99499217	4.45743345	7.09313323	1.04652785	0.00775206	96	36	11	11	0	-7.09933487	-0.60857568	-8.5714569	-0.73477027	1.47212202	0.12619459	0.0	0.0	0.0	0.0	0.0	8	58	-0.2588190451025208	-0.9659258262890683	DE40	BELOW	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	15138567481724487646	DE40	RECOVERY_A	False	1	7	1	3.77287866	0.20915452	0.10664165	3.85639788	6.87200171	4	8	0	8	816	49720	6	7	6	7	-0.54317213	-0.76490204	-0.98859679	0.34251079	8.44731259	0.0	2.78034956	0.0	26.60112445	4.39331439	6.99055825	1.03217527	0.00763895	96	34	12	12	0	-5.98323505	-0.54317213	-8.44731259	-0.76686688	2.46407755	0.22369475	0.0	0.0	-1.02843972	-0.08816085	-0.04264682	8	114	-0.2588190451025208	-0.9659258262890683	DE40	BELOW	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	12528669798167608758	DE40	RECOVERY_A	False	1	8	1	3.50114838	0.20996966	0.25136522	2.02951768	6.37706638	4	8	0	8	821	51283	2	5	2	5	-0.43713307	-0.66825627	-1.00693552	0.35453698	7.661356	0.0	2.36715627	0.0	\N	4.06102022	6.47120538	0.94195707	0.00708878	94	30	12	12	0	-4.31680702	-0.43713307	-7.661356	-0.77581232	3.34454898	0.33867925	0.0	0.0	0.0	0.0	0.0	8	32	-0.4999999999999997	-0.8660254037844388	DE40	MEDIAN_CORE	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	6492142039075961708	DE40	RECOVERY_A	False	1	9	1	3.43181534	0.21011965	0.02449602	1.98932726	6.2507817	4	8	0	8	822	51320	2	5	2	5	-0.43668801	-0.66825627	-1.00693552	0.35453698	7.50533059	0.0	2.31597159	0.0	\N	3.97629206	6.33874845	0.91899554	0.0069484	94	30	12	12	0	-4.22701353	-0.43668801	-7.50533059	-0.77536726	3.27831706	0.33867925	0.0	0.0	0.0	0.0	0.0	8	727	-0.4999999999999997	-0.8660254037844388	DE40	MEDIAN_CORE	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
retest_hold_given_retest_contact	RG2_DE40_PERIOD_M5_1774224000_1774656000_13588138698521504632	9856948878648790950	15270666995104469110	DE40	RECOVERY_A	False	1	10	1	3.34761214	0.21011536	0.13886202	1.94051702	6.09741219	4	8	0	8	825	52301	2	5	2	5	-0.43123816	-0.67664937	-1.06462116	0.37484781	7.3160282	0.0	2.25399558	0.0	\N	3.87357833	6.17806938	0.8912958	0.00677791	94	30	11	11	0	-3.85121121	-0.43123816	-7.3160282	-0.81920994	3.46481698	0.38797178	0.0	0.0	-0.2707726	-0.0282706	-0.05570744	8	108	-0.4999999999999997	-0.8660254037844388	DE40	MEDIAN_CORE	BELOW	MID_PIVOT|PIVOT|PIVOT_ZONE|TPO_PROFILE	VOLKITT|WAYNE
