run_key	bar_time	structure_snapshot_hash	regional_basis_hash	structure_generation	reference_price	reference_atr	median_price	mean_price	structural_sigma	cog_price	price_region_code	nearest_node_id	nearest_node_lower	nearest_node_price	nearest_node_upper	nearest_node_region_code	node_contact
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781485500	11769994033997553070	11752928939705792615	2	24942.7999999999992725	29.7670000000006994	24516.4217218930280069	24646.4806655605025299	745.3430313182152531	24621.0625314450699079	1	5659045432564506037	24368.3333333333284827	24718.3251104527262214	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781485800	3064474522814897739	6527074313558883822	3	24940.2000000000007276	29.8050000000007281	24516.4302163330794429	24646.4827891705172079	745.3432360364981833	24621.2181859371303290	1	5659045432564506037	24368.3333333333284827	24718.3420993328254554	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781486100	13961581974685485652	6527074313558883822	4	24936.7999999999992725	29.9130000000007570	24516.4310096250919742	24646.4829874935203407	745.3432551572078637	24621.4101626042065618	1	5659045432564506037	24368.3333333333284827	24718.3436859168505180	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781486400	17490124950155296799	12108092822041388705	5	24935.5999999999985449	29.8170000000007712	24516.4316769548240700	24646.4831543259533647	745.3432712421356428	24621.5716563989553834	1	5659045432564506037	24368.3333333333284827	24718.3450205763110717	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781486700	6978593634836057788	12108092822041388705	6	24926.0999999999985448	29.8430000000007567	24516.4325347146805143	24646.4833687659156567	745.3432919174638301	24621.7792342843495135	1	5659045432564506037	24368.3333333333284827	24718.3467360960275983	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781487000	2041898999427421592	12108092822041388705	7	24932.0999999999985448	29.8550000000007643	24516.4333670525738853	24646.4835768503944565	745.3433119804367380	24621.9806600545744004	1	5659045432564506037	24368.3333333333284827	24718.3484007718143403	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781487300	5194376116595730775	12108092822041388705	8	24929.5999999999985449	29.8190000000007772	24516.4339823274131050	24646.4837306691006234	745.3433268115045394	24622.1295565652580990	1	5659045432564506037	24368.3333333333284827	24718.3496313214891416	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781487600	6697457834673885191	12108092822041388705	9	24929.9000000000014552	29.7820000000007710	24516.4346586639730959	24646.4838997532388021	745.3433431147082047	24622.2932300140309963	1	5659045432564506037	24368.3333333333284827	24718.3509839946163993	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781487900	5675580754036629685	12108092822041388705	10	24938.5999999999985449	29.6890000000007782	24516.4352418950220454	24646.4840455609992205	745.3433571738033834	24622.4343719266071276	1	5659045432564506037	24368.3333333333284827	24718.3521504567070224	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781488200	18021573012147117636	17922860849071792352	11	24943.4000000000014552	29.6720000000007716	24516.4374758039339213	24646.4846040382290085	745.3434110252126175	24622.5749778834178870	1	5659045432564506037	24368.3333333333284827	24718.3566182745307742	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781488500	12599460935857210048	6229724451880404745	12	24941.2000000000007276	29.4670000000007733	24519.1127569375348685	24647.1534243216337927	745.4100016263262205	24621.4145538406191918	1	5659045432564506037	24368.3333333333284827	24723.7071805417363067	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781488800	14613816607563668134	10403952851468193233	13	24939.2000000000007276	29.3800000000007664	24519.0755003634913010	24647.1441101781201724	745.4090454686535168	24621.5599234784131113	1	5659045432564506037	24368.3333333333284827	24723.6326673936528096	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781489100	8581869349776972591	11392188544729647294	14	24936.7999999999992725	29.2740000000007435	24519.1130952010717010	24647.1371401375181449	745.3972609330993464	24621.7034431979227521	1	5659045432564506037	24368.3333333333284827	24723.7078570688136097	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781489400	12914788857444875757	11392188544729647294	15	24924.7999999999992725	29.1230000000007578	24519.1136583774023166	24647.1372809315980703	745.3972753962235629	24621.8431109279590601	1	5659045432564506037	24368.3333333333284827	24723.7089834214712028	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781489700	14986131685925476259	2860856799040118804	16	24914.4000000000014552	29.1430000000007574	24519.1031734595890157	24647.1346597021438356	745.3970061599426345	24621.9428513097809628	1	5659045432564506037	24368.3333333333284827	24723.6880135858409631	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781490000	3792752368647201226	12587220628950744687	17	24914.5000000000000000	29.0800000000007657	24519.0592968115088297	24647.1236905401274271	745.3958801752122554	24622.0614425853746070	1	5659045432564506037	24368.3333333333284827	24723.6002602896805911	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781490300	13883309742740072986	12587220628950744687	18	24925.2000000000007276	28.7140000000007803	24519.0597936594240309	24647.1238147521034989	745.3958929192590404	24622.1846608691666916	1	5659045432564506037	24368.3333333333284827	24723.6012539855146315	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781490600	4682572622816856425	12587220628950744687	19	24930.0999999999985448	28.6500000000007660	24519.0603038598710555	24647.1239423022161645	745.3959060059461308	24622.3111905798396038	1	5659045432564506037	24368.3333333333284827	24723.6022743864086806	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781490900	15164097150302727117	12587220628950744687	20	24947.0999999999985448	28.5450000000007656	24519.0607872055115877	24647.1240631386281166	745.3959184039456432	24622.4310602980076510	1	5659045432564506037	24368.3333333333284827	24723.6032410776861071	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781491200	412927203168250760	12587220628950744687	21	24940.9000000000014552	28.4820000000007348	24519.0611634644046717	24647.1241572033504781	745.3959280552242035	24622.5243725044820167	1	5659045432564506037	24368.3333333333284827	24723.6039935954759131	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781491500	18219940565264580177	11108497139437623228	22	24941.7999999999992725	28.4360000000007496	24519.0619722717638069	24647.1243594051884429	745.3959488019253286	24622.7249567291291897	1	5659045432564506037	24368.3333333333284827	24723.6056112101941836	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781491800	16188201159502167460	11108497139437623228	23	24941.7999999999992725	28.4140000000007795	24519.0625449699509773	24647.1245025797361450	745.3959634924267448	24622.8669858803114039	1	5659045432564506037	24368.3333333333284827	24723.6067566065721622	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781492100	5710168571693960683	8146059983243014787	24	24945.2000000000007276	28.3060000000007506	24519.0004514204774750	24647.1089791923695884	745.3943718262969469	24622.4677856108210108	1	5659045432564506037	24368.3333333333284827	24723.4825695076251578	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781492400	5551329315401644448	8146059983243014787	25	24942.0000000000000000	28.2820000000007355	24519.0013882169369026	24647.1092133914826263	745.3943958227471285	24622.7001111322715588	1	5659045432564506037	24368.3333333333284827	24723.4844431005403749	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781492700	11315518636042633668	15797235805832013626	26	24951.0999999999985448	28.3640000000007433	24519.0119487543379364	24647.1118535258319753	745.3946663711012661	24622.9191244078974706	1	5659045432564506037	24368.3333333333284827	24723.5055641753424425	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781493000	9703434094149277280	9621084880434850327	27	24977.2999999999992724	28.4810000000007513	24518.0702115077874623	24646.5739888202188013	745.1355380196006308	24623.1461975806159899	1	5659045432564506037	24368.3333333333284827	24721.6220896822378564	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781493300	18222181758069944787	13331195058798175607	28	25014.2000000000007276	28.7860000000007510	24518.0706492664321559	24646.6129596460195899	745.1657351698785306	24623.2538862077162776	1	14351174075032609870	24974.0999999999912689	25225.5552062706192374	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781493600	1334613293505129809	15698686074688975870	29	25073.2000000000007276	29.0210000000007504	24518.0854456931701861	24646.5228319067791745	745.0932489129294254	24623.3963071845646482	1	14351174075032609870	24974.0999999999912689	25224.8045915032635094	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781493900	6917954563899468558	16203657760058873241	30	25069.7000000000007276	29.0210000000007504	24518.0460455242100579	24646.5283004919947417	745.1041464808195087	24623.4713656212625211	1	14351174075032609870	24974.0999999999912689	25224.9271405228719232	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781494200	6494040846626749948	16203657760058873241	31	25053.2000000000007276	29.0260000000007494	24518.0462997904141957	24646.5283640585439571	745.1041528831393634	24623.5339151073567337	1	14351174075032609870	24974.0999999999912689	25224.9271405228719232	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781494500	12090393220508789966	16203657760058873241	32	25052.2000000000007276	28.9810000000007478	24518.0465178578306222	24646.5284185753953353	745.1041583740185388	24623.5875596913283517	1	14351174075032609870	24974.0999999999912689	25224.9271405228719232	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781494800	11907049741709297731	16203657760058873241	33	25054.7000000000007276	28.9410000000007486	24518.0466382369559142	24646.5284486701821152	745.1041614051446231	24623.6171729558809603	1	14351174075032609870	24974.0999999999912689	25224.9271405228719232	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781495100	4792113029988890053	18240570868720723764	34	25042.2000000000007276	28.9310000000007470	24518.0467746441026975	24646.5284827719697205	745.1041648398638699	24623.6507291147354409	1	14351174075032609870	24974.0999999999912689	25224.9271405228719232	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781495400	4811570363505730503	18240570868720723764	35	25042.7000000000007276	28.8160000000007486	24518.0470286720665172	24646.5285462789579470	745.1041712362933822	24623.7132199930783827	1	14351174075032609870	24974.0999999999912689	25224.9271405228719232	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781495700	8527781206599701509	14530761611298177344	36	25046.7000000000007276	28.3710000000007483	24517.1824072583476664	24646.0685473083904071	744.8935108780658539	24623.1698710349337489	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781496000	16424325516362207308	14530761611298177344	37	25052.7000000000007276	28.3910000000007479	24517.1826754247740610	24646.0686143499951868	744.8935175182189142	24623.2353036429522035	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781496300	15321202760089301237	14530761611298177344	38	25054.7000000000007276	27.5810000000007492	24517.1830460674682399	24646.0687070106687315	744.8935266958884541	24623.3257404609721562	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781496600	16069159995133967570	14530761611298177344	39	25053.7000000000007276	27.4560000000007492	24517.1832743703635060	24646.0687640863943670	744.8935323490510428	24623.3814463672970305	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781496900	14524328578097286171	14530761611298177344	40	25038.2000000000007276	27.3510000000007487	24517.1836176762881223	24646.0688499128700642	744.8935408499389724	24623.4652130132562889	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781497200	17182853263641938668	14530761611298177344	41	25042.7000000000007276	27.1060000000007477	24517.1839923100415035	24646.0689435713102284	744.8935501266406619	24623.5566236491649761	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781497500	17379531020259513995	14530761611298177344	42	25043.2000000000007276	26.9210000000007490	24517.1842904033910600	24646.0690180946512555	744.8935575081032994	24623.6293584262348305	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781497800	8929315764268797980	14530761611298177344	43	25043.7000000000007276	26.7210000000007498	24517.1846482802066021	24646.0691075638569600	744.8935663700082160	24623.7166803697873548	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781498100	17904296791153067537	14530761611298177344	44	25052.7000000000007276	26.5960000000007498	24517.1848758073901991	24646.0691644456492213	744.8935720041764626	24623.7721970014099498	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781498400	14551457384672609364	14530761611298177344	45	25047.7000000000007276	26.3210000000007512	24517.1850030170644459	24646.0691962480668735	744.8935751542340996	24623.8032361627956562	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781498700	1148775651576389662	14530761611298177344	46	25050.2000000000007276	25.9210000000007526	24517.1850868156398065	24646.0692171977098042	744.8935772293199307	24623.8236830147761794	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781499000	3945225991820145811	14530761611298177344	47	25026.7000000000007276	26.0010000000007508	24517.1852796763778315	24646.0692654128979484	744.8935820051040083	24623.8707410340866773	1	14351174075032609870	24974.0999999999912689	25222.9763915857547546	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781499300	4204616304074678977	15403780594859677225	48	25022.2000000000007276	25.8610000000007503	24517.1824346759458422	24646.0879716385206848	744.9085516939568380	24623.1765609293142916	1	14351174075032609870	24974.0999999999912689	25223.1317313915824343	25538.9333333333343036	1	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781499600	10939752309110624432	15403780594859677225	49	25018.2000000000007276	25.6760000000007516	24517.1826430070650531	24646.0880237212950306	744.9085568510470240	24623.2273937221907545	1	5659045432564506037	24368.3333333333284827	24719.8469526807930379	25011.1499999999941792	0	1
RG3_DE40_PERIOD_M5_1781481600_1782086400_6195331328867226598	1781499900	14533114001935979828	15403780594859677225	50	25021.2000000000007276	25.4460000000007512	24517.1828000849709497	24646.0880629907733237	744.9085607394167710	24623.2657207310548984	1	14351174075032609870	24974.0999999999912689	25223.1317313915824343	25538.9333333333343036	1	1
