run_key	expansion_id	origin_compression_id	destination_compression_id	origin_time	terminal_time	terminal_reason_code	terminal_reason	direction	sample_count	origin_seed_frontier	origin_containment_frontier	origin_terminal_price	origin_mid	origin_atr	terminal_price	max_displacement	opposite_displacement	return_depth	close_path_length
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	1	1	2	1785740400	1785746700	4	HANDOFF_TO_COMPRESSION	1	22	8568.5142639215191594	8583.0000000000000000	8574.0000000000000000	8561.6499999999996363	6.5954120230061842	8575.0000000000000000	7.5000000000000000	1.0000000000000000	6.5000000000000000	28.0000000000000000
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	2	2	3	1785749700	1785789900	4	HANDOFF_TO_COMPRESSION	-1	135	8570.2971122135240876	8560.8999999999996363	8569.3999999999996362	8576.7250000000003638	6.4102474533944323	8615.3999999999996362	13.5000000000000000	69.8000000000010914	59.5000000000000000	455.0000000000036380
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	3	3	4	1785792600	1785798900	4	HANDOFF_TO_COMPRESSION	1	22	8618.8844888839521446	8631.8999999999996363	8626.7000000000007276	8612.4249999999974534	6.4060222721817875	8626.0000000000000000	3.5000000000000000	6.2000000000007276	4.2000000000007276	32.1000000000021828
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	4	4	5	1785820200	1785826500	4	HANDOFF_TO_COMPRESSION	1	22	8632.5595467454168102	8646.5000000000000000	8637.0000000000000000	8626.2849999999998545	5.9192132623532494	8638.0000000000000000	5.0000000000000000	3.0000000000000000	4.0000000000000000	34.0000000000000000
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	5	5	6	1785835800	1785879300	4	HANDOFF_TO_COMPRESSION	1	146	8644.2421892871607270	8656.3999999999996362	8646.8999999999996363	8638.4500000000007276	5.6323682418047945	8697.2000000000007276	54.0000000000000000	42.5000000000000000	3.6999999999989087	494.4999999999981811
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	6	6	7	1785892500	1785898800	4	HANDOFF_TO_COMPRESSION	1	22	8702.3609372032678948	8718.2999999999992724	8711.0000000000000000	8696.5149999999994180	5.7842974493836242	8712.0000000000000000	3.5000000000000000	3.5000000000000000	2.5000000000000000	34.0000000000000000
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	7	7	8	1785901500	1785911100	4	HANDOFF_TO_COMPRESSION	-1	33	8705.4832114252585598	8693.5000000000000000	8695.5000000000000000	8711.1499999999996362	5.6429257282797370	8703.5000000000000000	3.0000000000000000	13.8999999999996363	11.0000000000000000	55.0000000000000000
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	8	8	9	1785923100	1785932100	4	HANDOFF_TO_COMPRESSION	-1	31	8700.8398498388905864	8690.3999999999996362	8694.3999999999996362	8706.3099999999994907	5.3057581067816049	8669.8999999999996363	25.2999999999992724	0.0000000000000000	0.7999999999992725	83.6999999999970897
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	9	9	10	1785935400	1785944400	4	HANDOFF_TO_COMPRESSION	-1	31	8669.2553377163312689	8660.8999999999996363	8664.7000000000007276	8674.6649999999990542	5.3771573820831913	8673.1000000000003638	3.8000000000010914	11.1999999999989086	12.2000000000007276	68.7999999999938155
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	10	10	11	1785960600	1785967500	4	HANDOFF_TO_COMPRESSION	1	24	8677.4350115253491822	8686.3999999999996362	8679.7000000000007276	8672.1049999999995634	5.3681845178383112	8680.7000000000007276	4.1999999999989086	1.8000000000010914	3.1999999999989086	24.2000000000007276
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	11	11	12	1785980700	1786000500	4	HANDOFF_TO_COMPRESSION	1	67	8686.3342028874249081	8699.2999999999992724	8696.2999999999992724	8681.1000000000003638	5.1195770814649500	8679.7999999999992725	0.0000000000000000	29.5000000000000000	16.5000000000000000	106.5000000000000000
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	12	12	13	1786008600	1786049400	4	HANDOFF_TO_COMPRESSION	1	137	8686.1549852613516123	8697.7000000000007276	8695.2000000000007276	8681.2999999999992724	4.8090119440461665	8708.5000000000000000	48.7999999999992725	0.0000000000000000	35.5000000000000000	477.0999999999876309
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	13	13	\N	1786060200	1786060800	6	TEST_END_CENSORED	-1	2	8703.2902210084375838	8693.7999999999992725	8694.7999999999992725	8708.4150000000008731	5.0055227851146054	8695.7999999999992725	0.0000000000000000	1.0000000000000000	1.0000000000000000	1.0000000000000000
