run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	8	1	1	\N	1785740400	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	10	1	1	2	1785746700	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	13	2	2	\N	1785749700	2	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	15	2	2	3	1785789900	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	18	3	3	\N	1785792600	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	20	3	3	4	1785798900	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	29	4	4	\N	1785820200	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	31	4	4	5	1785826500	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	34	5	5	\N	1785835800	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	36	5	5	6	1785879300	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	47	6	6	\N	1785892500	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	49	6	6	7	1785898800	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	52	7	7	\N	1785901500	2	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	54	7	7	8	1785911100	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	63	8	8	\N	1785923100	2	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	65	8	8	9	1785932100	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	68	9	9	\N	1785935400	2	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	70	9	9	10	1785944400	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	87	10	10	\N	1785960600	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	89	10	10	11	1785967500	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	100	11	11	\N	1785980700	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	102	11	11	12	1786000500	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	109	12	12	\N	1786008600	1	1	0
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	111	12	12	13	1786049400	3	2	4
RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	118	13	13	\N	1786060200	2	1	0
