contract	record_type	run_key	invocation_id	research_generation	source_auction_generation	raw_schema_version	compression_grammar_version	expansion_grammar_version	canonical_instrument	broker_symbol	timeframe	window_start	window_end	config_hash	data_source_id	data_fingerprint	terminal_reason	balanced	compression_started	compression_completed	compression_censored	compression_active	expansion_started	expansion_completed	expansion_censored	expansion_active	compression_samples	expansion_samples	relations
NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1	START	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421_I1785542400_6189422297333875387	3	2	1	2	1	FRA40	FRA40	5	1785715200	1786060800	11558041990222457072	BROKER_MT5	RG3Q1_FRA40_1785715200_1786060800	0	1	0	0	0	0	0	0	0	0	0	0	0
NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1	END	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421_I1785542400_6189422297333875387	3	2	1	2	1	FRA40	FRA40	5	1785715200	1786060800	11558041990222457072	BROKER_MT5	RG3Q1_FRA40_1785715200_1786060800	6	1	13	13	0	0	13	12	1	0	416	694	94
