run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	18	1	1	\N	1777894200	2	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	20	1	1	2	1777948200	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	35	2	2	\N	1777970400	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	37	2	2	3	1777983300	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	44	3	3	\N	1777993800	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	46	3	3	4	1778011500	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	49	4	4	\N	1778014200	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	51	4	4	5	1778039700	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	58	5	5	\N	1778043900	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	60	5	5	6	1778050500	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	65	6	6	\N	1778057100	2	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	67	6	6	7	1778063400	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	74	7	7	\N	1778068200	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	76	7	7	8	1778099700	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	79	8	8	\N	1778102700	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	81	8	8	9	1778117400	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	84	9	9	\N	1778127000	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	86	9	9	10	1778133300	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	93	10	10	\N	1778148000	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	95	10	10	11	1778214600	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	104	11	11	\N	1778232600	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	106	11	11	12	1778238900	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	109	12	12	\N	1778241900	1	1	0
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	111	12	12	13	1778250600	3	2	4
RG3_US30_PERIOD_M5_1777852800_1778457600_6821376586980274840	122	13	13	\N	1778259900	2	1	0
