target	time_seconds	risk_set	interest_events	competing_events	censored	survival_any_behavior	cumulative_incidence_target
transit_given_episode_acceptance	901.0	187	1	0	0	0.49931690377307125	0.48241910139499633
transit_given_episode_acceptance	1061.0	185	0	1	0	0.49394790480776946	0.48241910139499633
transit_given_episode_acceptance	1138.0	183	0	1	0	0.4885789058424676	0.48241910139499633
transit_given_episode_acceptance	1199.0	181	0	0	2	0.4885789058424676	0.48241910139499633
transit_given_episode_acceptance	1212.0	176	0	1	0	0.4830889067100325	0.4851485924890883
transit_given_episode_acceptance	1411.0	174	0	0	1	0.48032839867168947	0.4851485924890883
transit_given_episode_acceptance	1494.0	172	0	0	1	0.48032839867168947	0.4851485924890883
transit_given_episode_acceptance	1537.0	166	0	1	0	0.47181797346489135	0.4907995148264023
transit_given_episode_acceptance	1800.0	164	1	0	2	0.4689410346023005	0.49367645368899316
transit_given_episode_acceptance	1834.0	160	0	1	0	0.4631156801351912	0.49367645368899316
transit_given_episode_acceptance	2069.0	158	0	0	1	0.46020300290163657	0.4965891309225478
transit_given_episode_acceptance	2093.0	156	0	0	1	0.46020300290163657	0.4965891309225478
transit_given_episode_acceptance	2100.0	154	1	0	1	0.4572146717139636	0.49957746211022075
transit_given_episode_acceptance	2400.0	150	2	0	2	0.44518270666885934	0.5055934446327729
transit_given_episode_acceptance	2553.0	145	0	1	0	0.43908431342682014	0.5086426412537924
transit_given_episode_acceptance	2704.0	143	0	1	0	0.4360137937525067	0.5086426412537924
transit_given_episode_acceptance	2843.0	141	0	1	0	0.42987275440387984	0.5086426412537924
transit_given_episode_acceptance	2941.0	139	0	0	1	0.4268022347295664	0.5117131609281058
transit_given_episode_acceptance	2993.0	137	0	0	1	0.4268022347295664	0.5117131609281058
transit_given_episode_acceptance	3000.0	135	0	0	1	0.4268022347295664	0.5117131609281058
transit_given_episode_acceptance	3300.0	132	0	0	1	0.4204320521216624	0.5180833435360097
transit_given_episode_acceptance	3598.0	130	0	1	1	0.4140132421656065	0.5212927485140376
transit_given_episode_acceptance	3615.0	126	1	0	0	0.4043098068023501	0.5277617054228753
transit_given_episode_acceptance	3659.0	124	0	1	0	0.3978408498935125	0.5277617054228753
transit_given_episode_acceptance	3815.0	122	1	0	0	0.39137189298467484	0.5342306623317129
transit_given_episode_acceptance	4197.0	118	0	1	0	0.38164104678705896	0.5406996192405505
transit_given_episode_acceptance	4788.0	113	0	0	1	0.37511726820950236	0.5472233978181071
transit_given_episode_acceptance	4800.0	111	1	0	0	0.3717378333607681	0.5506028326668414
transit_given_episode_acceptance	5400.0	109	1	0	1	0.3649789636632997	0.5573617023643099
transit_given_episode_acceptance	5697.0	106	1	0	0	0.3615357658928912	0.5608049001347184
transit_given_episode_acceptance	5700.0	104	0	0	2	0.3615357658928912	0.5608049001347184
transit_given_episode_acceptance	6000.0	101	0	0	1	0.3579912975998237	0.5608049001347184
transit_given_episode_acceptance	6305.0	99	0	1	0	0.3508314716478272	0.5608049001347184
transit_given_episode_acceptance	6594.0	96	0	0	1	0.3472146523524888	0.5644217194300568
transit_given_episode_acceptance	6600.0	94	0	0	1	0.3472146523524888	0.5644217194300568
transit_given_episode_acceptance	7499.0	92	0	0	2	0.3472146523524888	0.5644217194300568
transit_given_episode_acceptance	7515.0	89	0	1	0	0.34331336412380914	0.5644217194300568
transit_given_episode_acceptance	7800.0	87	1	0	0	0.3393672335016964	0.5683678500521696
transit_given_episode_acceptance	7977.0	85	0	0	1	0.33542110287958365	0.5723139806742824
transit_given_episode_acceptance	8399.0	82	0	0	1	0.33542110287958365	0.5723139806742824
transit_given_episode_acceptance	8827.0	79	0	1	0	0.3311752661342725	0.5723139806742824
transit_given_episode_acceptance	9263.0	76	0	0	1	0.32692942938896136	0.5765598174195936
transit_given_episode_acceptance	9301.0	74	1	0	0	0.32251146412694837	0.5809777826816066
transit_given_episode_acceptance	9596.0	72	0	0	1	0.32251146412694837	0.5809777826816066
transit_given_episode_acceptance	9899.0	69	0	0	1	0.32251146412694837	0.5809777826816066
transit_given_episode_acceptance	10440.0	67	0	0	1	0.32251146412694837	0.5809777826816066
transit_given_episode_acceptance	11100.0	63	0	0	1	0.3176249267916916	0.5858643200168634
transit_given_episode_acceptance	11700.0	61	0	0	1	0.3176249267916916	0.5858643200168634
transit_given_episode_acceptance	12036.0	59	0	1	0	0.30703742923196853	0.591158068796725
transit_given_episode_acceptance	13200.0	57	0	0	1	0.30703742923196853	0.591158068796725
transit_given_episode_acceptance	13793.0	54	0	1	0	0.2959702732179855	0.5966408800330101
transit_given_episode_acceptance	13799.0	52	1	0	1	0.2902785371945627	0.6023326160564328
transit_given_episode_acceptance	14100.0	49	0	0	1	0.28447296645067144	0.6023326160564328
transit_given_episode_acceptance	14673.0	46	0	0	1	0.27854644631628245	0.6082591361908218
transit_given_episode_acceptance	14700.0	44	0	0	3	0.27854644631628245	0.6082591361908218
transit_given_episode_acceptance	15299.0	40	0	0	1	0.27854644631628245	0.6082591361908218
transit_given_episode_acceptance	15600.0	37	1	0	0	0.26406898029152764	0.6227366022155766
transit_given_episode_acceptance	16009.0	35	1	0	0	0.2565241522831983	0.6302814302239059
transit_given_episode_acceptance	16462.0	33	0	0	1	0.2565241522831983	0.6302814302239059
transit_given_episode_acceptance	16619.0	30	0	0	1	0.24824917962890158	0.6385564028782027
transit_given_episode_acceptance	17099.0	28	0	0	1	0.23968886308997395	0.6385564028782027
transit_given_episode_acceptance	17400.0	26	0	0	1	0.23968886308997395	0.6385564028782027
transit_given_episode_acceptance	18300.0	24	0	0	1	0.23968886308997395	0.6385564028782027
transit_given_episode_acceptance	18600.0	22	0	0	1	0.23968886308997395	0.6385564028782027
transit_given_episode_acceptance	19484.0	20	1	0	0	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	21900.0	18	0	0	1	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	23100.0	15	0	0	2	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	24892.0	12	0	0	1	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	25599.0	10	0	0	1	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	27872.0	8	0	0	1	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	31199.0	6	0	0	1	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	35400.0	4	0	0	1	0.22770441993547524	0.6505408460327013
transit_given_episode_acceptance	57900.0	1	0	0	1	0.15180294662365018	0.7264423193445264
