target	metric	target_state	rows	observed	missing	mean	std	minimum	q05	q25	median	q75	q95	maximum
retest_hold_given_retest_contact	corridor_down_atr	NEGATIVE	488	486	2	2.4523829736419755	2.684476462676284	0.10556875	0.2665089275	0.7092226524999999	1.4657645000000001	3.204058905	7.05487987	16.12506155
retest_hold_given_retest_contact	corridor_down_atr	POSITIVE	763	733	30	2.6469935173669845	2.7119110246973115	0.03357958	0.149907134	0.92615666	1.990628	3.30033003	6.513515391999999	22.00150489
retest_hold_given_retest_contact	start_median_sigma	CENSORED	16	16	0	-0.223109905	0.9740425773321947	-2.49827934	-2.3605151025	-0.4715645925	-0.029498805000000003	0.302535715	0.74914511	1.28859677
retest_hold_given_retest_contact	start_median_sigma	NEGATIVE	488	488	0	-0.020409751577868847	0.6263168477159948	-2.2982975	-1.0308068510000001	-0.35154407	0.015378615	0.32904031	0.8477831664999995	1.86954555
retest_hold_given_retest_contact	start_median_sigma	POSITIVE	763	763	0	-0.07573357307994757	0.7652198401691347	-2.8447666	-1.2796360900000001	-0.41565768999999997	-0.01385088	0.23930578000000002	1.24260437	1.82812572
retest_hold_given_retest_contact	node_from_median_sigma	CENSORED	16	16	0	-0.16147119625	1.0043331135869273	-2.18547286	-2.1610307425	-0.385459045	-0.153554315	0.2532357975	0.96480013	2.11281691
retest_hold_given_retest_contact	node_from_median_sigma	NEGATIVE	488	488	0	-0.022627361885245896	0.6238953018285655	-2.19323428	-1.041661141	-0.347179155	0.0	0.3313194225	0.8009173929999995	1.89608045
retest_hold_given_retest_contact	node_from_median_sigma	POSITIVE	763	763	0	-0.0350741855832241	0.7596725743035145	-2.36821278	-1.07227706	-0.4227889	0.0	0.27332541	1.39939951	2.05003615
retest_hold_given_retest_contact	node_from_cog_sigma	CENSORED	16	16	0	-0.08233222062500006	1.214440497682044	-1.92072609	-1.81548039	-0.8131536275	-0.238208745	0.4022104725	2.0369243375	2.37027953
retest_hold_given_retest_contact	node_from_cog_sigma	NEGATIVE	488	488	0	0.4681040559631147	1.0856355792239707	-1.72306785	-1.0658133889999999	-0.319593105	0.09609502	1.12766131	2.8181389924999993	3.69038402
retest_hold_given_retest_contact	node_from_cog_sigma	POSITIVE	763	763	0	0.34050580456094365	1.0855584406445133	-2.34858931	-1.31757327	-0.35895614	0.01877828	1.180026285	2.22342199	2.97413583
retest_hold_given_retest_contact	node_width_sigma	CENSORED	16	16	0	0.30388724187499994	0.3933531339464818	0.003657	0.007485750000000001	0.0969022175	0.204865575	0.26077074	0.8780601325	1.63571794
retest_hold_given_retest_contact	node_width_sigma	NEGATIVE	488	488	0	0.03101181206967213	0.06614471818118545	0.0	0.000644305	0.003046625	0.006610365	0.0132745925	0.19340022999999995	0.48199697
retest_hold_given_retest_contact	node_width_sigma	POSITIVE	763	763	0	0.21240264119266059	0.2608846750591356	0.0	0.0065950520000000006	0.059503875	0.17432014	0.24237354	0.58354397	1.54915113
retest_hold_given_retest_contact	feature_regional_median_velocity_sigma	CENSORED	16	16	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
retest_hold_given_retest_contact	feature_regional_median_velocity_sigma	NEGATIVE	488	488	0	-0.00010251467213114724	0.03637351609504691	-0.2309772	0.0	0.0	0.0	0.0	0.0008414509999999706	0.24540598
retest_hold_given_retest_contact	feature_regional_median_velocity_sigma	POSITIVE	763	763	0	0.00023889786369593708	0.051739671654505576	-0.26453068	-0.0025732570000000002	0.0	0.0	0.0	0.0	0.57256567
retest_hold_given_retest_contact	feature_regional_sigma_log_change_per_bar	CENSORED	16	16	0	0.00013505687500000002	0.0017656809742106821	-0.00377464	-0.00094366	0.0	0.0	0.0	0.0015896875	0.00572395
retest_hold_given_retest_contact	feature_regional_sigma_log_change_per_bar	NEGATIVE	488	488	0	-0.0011113762295081966	0.02039999176522184	-0.24354339	-0.009834333999999997	0.0	0.0	0.0	0.0001439899999999999	0.19116287
retest_hold_given_retest_contact	feature_regional_sigma_log_change_per_bar	POSITIVE	763	763	0	0.0002716687680209697	0.015649523199963593	-0.0913365	-0.0006409	0.0	0.0	0.0	0.00024373	0.19116287
retest_hold_given_retest_contact	eligibility_latency_seconds	CENSORED	16	16	0	1430.125	2613.929146578639	20.0	21.5	54.25	117.5	868.75	7170.0	7443.0
retest_hold_given_retest_contact	eligibility_latency_seconds	NEGATIVE	488	488	0	528.733606557377	1009.3617124033466	0.0	9.350000000000001	48.0	143.5	467.5	2563.749999999999	6952.0
retest_hold_given_retest_contact	eligibility_latency_seconds	POSITIVE	763	763	0	450.7142857142857	935.6491982560693	2.0	13.0	37.0	105.0	401.0	2160.8999999999996	7500.0
transit_given_episode_acceptance	target_time_seconds	CENSORED	123	123	0	10974.276422764227	9884.520625125828	228.0	928.9000000000002	2981.5	8696.0	15600.0	27676.799999999985	57900.0
