target	metric	target_state	rows	observed	missing	mean	std	minimum	q05	q25	median	q75	q95	maximum
transit_given_episode_acceptance	target_time_seconds	NEGATIVE	36	36	0	3848.5555555555557	4321.1608456488	0.0	0.0	1085.0	2376.5	4575.75	13854.75	16824.0
transit_given_episode_acceptance	target_time_seconds	POSITIVE	227	227	0	1375.5198237885463	4100.153978686844	0.0	0.0	0.0	0.0	0.0	9210.699999999997	36872.0
transit_given_episode_acceptance	node_width_atr	CENSORED	123	123	0	1.542109135203252	2.6693226860859958	0.0	0.018564645000000005	0.08010046	0.41302235	2.133556995	6.398265705999996	14.99426904
transit_given_episode_acceptance	node_width_atr	NEGATIVE	36	36	0	0.7601129272222222	1.2147197406552463	0.0	0.041339589999999996	0.08351415749999999	0.110043255	1.01063357	3.4507127175	5.24457402
transit_given_episode_acceptance	node_width_atr	POSITIVE	227	227	0	0.7479629466960352	1.4608925792687184	0.0	0.007485114	0.05283889	0.10165184	0.835719085	3.9422659479999966	10.36990856
transit_given_episode_acceptance	initial_distance_atr	CENSORED	123	123	0	0.26352309894308945	0.1490390882848415	0.00101812	0.009596496000000001	0.189440315	0.23156585	0.39387976	0.49472997699999993	0.49993507
transit_given_episode_acceptance	initial_distance_atr	NEGATIVE	36	36	0	0.26522373805555555	0.13973067193314298	0.00355324	0.0246780225	0.19904759500000002	0.235473145	0.36097065250000004	0.49051557749999997	0.49554741
transit_given_episode_acceptance	initial_distance_atr	POSITIVE	227	227	0	0.2875073244052863	0.1570727157592029	0.00260264	0.023103809	0.20606442	0.25554665	0.46086375	0.496624562	0.49988996
transit_given_episode_acceptance	approach_efficiency	CENSORED	123	123	0	0.32154333569105686	0.3258832963847396	0.00124673	0.009518377000000001	0.054146045000000004	0.18518519	0.488274565	1.0	1.0
transit_given_episode_acceptance	approach_efficiency	NEGATIVE	36	36	0	0.2901207516666666	0.29677337298533996	0.0040798	0.004915285	0.0403819775	0.203700765	0.43828635499999996	0.864614725	1.0
transit_given_episode_acceptance	approach_efficiency	POSITIVE	227	227	0	0.3320514686784141	0.3313342925622066	0.00110042	0.010552662	0.07219322	0.20299974	0.538159375	1.0	1.0
transit_given_episode_acceptance	corridor_up_atr	CENSORED	123	119	4	4.270699539243697	6.2610041199866595	0.09356725	0.546271584	1.35759552	2.77921574	5.081039560000001	10.903278459999996	55.02086811
transit_given_episode_acceptance	corridor_up_atr	NEGATIVE	36	35	1	6.7781621105714285	11.449209951177593	0.20896165	1.1728998820000003	2.3562178100000004	3.81920112	5.880787265	21.296949181999985	65.50884516
transit_given_episode_acceptance	corridor_up_atr	POSITIVE	227	227	0	2.441798436651982	2.656102773548646	0.00862366	0.259131694	0.8492195600000001	1.61383842	3.04962585	7.511460639999999	21.43881717
transit_given_episode_acceptance	corridor_down_atr	CENSORED	123	120	3	3.994888560583333	3.973356856677175	0.12024913	0.2869777625	1.2545759075	2.7653432000000002	5.4828609175	12.944015561499999	20.75186297
transit_given_episode_acceptance	corridor_down_atr	NEGATIVE	36	34	2	4.596679154117646	5.337714774351056	0.13423349	0.278688376	0.9770046325	2.53792064	4.84125954	15.937082937500001	21.81004475
transit_given_episode_acceptance	corridor_down_atr	POSITIVE	227	227	0	2.199129769118943	2.3037064805433323	0.10905125	0.185271295	0.597798365	1.55826558	2.920284285	6.4996922849999965	15.0282838
transit_given_episode_acceptance	start_median_sigma	CENSORED	123	123	0	0.01570567609756097	0.7316630539127792	-2.04578332	-1.382101714	-0.45014181	0.02185388	0.41615914	1.2835722840000001	1.94482633
transit_given_episode_acceptance	start_median_sigma	NEGATIVE	36	36	0	-0.13215594555555554	0.7735024967476923	-2.39367208	-1.1815311149999999	-0.517040335	-0.12040738000000001	0.2197951	1.135561065	1.65099994
transit_given_episode_acceptance	start_median_sigma	POSITIVE	227	227	0	-0.06991335779735681	0.5546771989003247	-1.73629905	-1.104162567	-0.34644241	-0.01951353	0.22563709	0.7302101049999995	1.71011813
transit_given_episode_acceptance	node_from_median_sigma	CENSORED	123	123	0	4.2901869918693424e-05	0.7418402749199102	-2.34565541	-1.3607348959999999	-0.42070063	0.0	0.42714885	1.3579172079999995	1.89608045
transit_given_episode_acceptance	node_from_median_sigma	NEGATIVE	36	36	0	-0.13251518722222222	0.812881607877834	-2.44984014	-1.253831805	-0.52425506	-0.130697865	0.2148270975	1.178279445	1.67084211
transit_given_episode_acceptance	node_from_median_sigma	POSITIVE	227	227	0	-0.06906932651982378	0.5494662588808545	-1.74506824	-1.0616438719999999	-0.36189038	0.0	0.225806545	0.7069256319999997	1.71477343
transit_given_episode_acceptance	node_from_cog_sigma	CENSORED	123	123	0	0.3747862151219512	1.1463568769705446	-2.33523397	-1.174560105	-0.439870395	0.13093685	1.1690353500000001	2.32599506	3.6396472
transit_given_episode_acceptance	node_from_cog_sigma	NEGATIVE	36	36	0	0.14190274416666662	1.0325285810310538	-1.95648568	-1.193118735	-0.49947761	-0.01827789	0.6685715575	2.1934359075	2.45342739
transit_given_episode_acceptance	node_from_cog_sigma	POSITIVE	227	227	0	0.4499515899999999	1.1012005091490142	-1.68684473	-1.060613275	-0.35725798	0.09411439	1.136502165	2.610111323999997	3.79304448
transit_given_episode_acceptance	node_width_sigma	CENSORED	123	123	0	0.08330799162601628	0.14529188794665412	0.0	0.0010908430000000002	0.004243294999999999	0.03540428	0.10949468	0.292247925	1.06440635
transit_given_episode_acceptance	node_width_sigma	NEGATIVE	36	36	0	0.05152850861111112	0.11418252534623725	0.0	0.0018248625	0.0040438725	0.007623715	0.04120174	0.20907771	0.62974699
transit_given_episode_acceptance	node_width_sigma	POSITIVE	227	227	0	0.04498436678414097	0.08707922447139667	0.0	0.0006512670000000001	0.003155105	0.00837435	0.048275675000000004	0.23571635599999996	0.66424559
transit_given_episode_acceptance	feature_regional_median_velocity_sigma	CENSORED	123	123	0	-0.0038435621138211387	0.07359837819316119	-0.42412664	-0.092999719	0.0	0.0	0.0	0.07719300399999988	0.25798692
transit_given_episode_acceptance	feature_regional_median_velocity_sigma	NEGATIVE	36	36	0	0.0018129072222222247	0.10647131136335286	-0.24764064	-0.155718205	0.0	0.0	0.0	0.0389494275	0.50035229
transit_given_episode_acceptance	feature_regional_median_velocity_sigma	POSITIVE	227	227	0	-0.00645177629955947	0.06976639590298034	-0.51085138	-0.10495775299999999	0.0	0.0	0.0	0.05371069699999981	0.25332029
transit_given_episode_acceptance	feature_regional_sigma_log_change_per_bar	CENSORED	123	123	0	0.001230328699186992	0.028151473045456853	-0.08817617	-0.027522529999999996	0.0	0.0	0.0	0.023023281999999975	0.21440653
transit_given_episode_acceptance	feature_regional_sigma_log_change_per_bar	NEGATIVE	36	36	0	-0.009998496388888889	0.030569790984318876	-0.14708466	-0.068366415	0.0	0.0	0.0	0.0	0.00030941
transit_given_episode_acceptance	feature_regional_sigma_log_change_per_bar	POSITIVE	227	227	0	-0.004645717709251101	0.026724106486711828	-0.1091109	-0.054926878	0.0	0.0	0.0	0.002592718999999998	0.16267865
transit_given_episode_acceptance	eligibility_latency_seconds	CENSORED	123	123	0	1500.2357723577236	1562.8673054509632	32.0	240.0	330.0	900.0	1743.5	5063.6	6330.0
transit_given_episode_acceptance	eligibility_latency_seconds	NEGATIVE	36	36	0	1302.9444444444443	2138.7293550069053	72.0	207.75	299.0	578.0	1340.75	3920.5	11762.0
transit_given_episode_acceptance	eligibility_latency_seconds	POSITIVE	227	227	0	966.4493392070484	1240.2002945702827	85.0	151.10000000000002	295.0	382.0	1153.0	3496.3999999999996	6780.0
