target	dimension	value	eligible_count	analyzable_count	positive_count	negative_count	censored_count	rate	wilson_low	wilson_high	run_block_bootstrap_low	run_block_bootstrap_high	run_count	episode_count
rejection_given_initial_contact	canonical_instrument	DE40	898	796	544	252	102	0.6834170854271356	0.6502887605660327	0.7147835881848458	0.6237500634888388	0.75	3	194
rejection_given_initial_contact	canonical_instrument	FRA40	933	820	523	297	113	0.6378048780487805	0.6043358035262496	0.6699888223835859	0.5711009174311926	0.7388059701492538	3	197
rejection_given_initial_contact	canonical_instrument	JPN225	1068	939	659	280	129	0.7018104366347178	0.6717764805604045	0.7301999031192579	0.6515291936978684	0.7463002114164905	4	254
rejection_given_initial_contact	canonical_instrument	US30	961	852	598	254	109	0.7018779342723005	0.6703120213903637	0.7316315821293986	0.6116279069767442	0.8865979381443299	3	200
rejection_given_initial_contact	canonical_instrument	US500	1156	1028	699	329	128	0.6799610894941635	0.6508199401549367	0.7077622788837111	0.596340150699677	0.7808564231738035	4	250
rejection_given_initial_contact	canonical_instrument	USTEC	721	616	481	135	105	0.7808441558441559	0.7464909938348588	0.8117162623533561	0.7440944881889764	0.8150248557225299	3	163
rejection_given_initial_contact	direction_label	FROM_ABOVE	2961	2571	1730	841	390	0.6728899260987943	0.6545087494951809	0.6907552266438284	0.6171202341069911	0.7324844509104507	20	689
rejection_given_initial_contact	direction_label	FROM_BELOW	2776	2480	1774	706	296	0.7153225806451613	0.6972399053277865	0.732739228890819	0.6742214239859904	0.7630783848559543	20	617
rejection_given_initial_contact	start_region	ABOVE	1124	994	796	198	130	0.8008048289738431	0.7748386866253113	0.8244549132885973	0.7382753562447611	0.8775009456589953	14	221
rejection_given_initial_contact	start_region	BELOW	1096	956	686	270	140	0.7175732217573222	0.6882095127973831	0.7451953960832116	0.6589396067158688	0.7661895784706845	14	264
rejection_given_initial_contact	start_region	FAR_ABOVE	80	62	36	26	18	0.5806451612903226	0.4566558474484658	0.6952241409222806	0.19708333333333336	0.8953108672936259	7	28
rejection_given_initial_contact	start_region	FAR_BELOW	251	225	180	45	26	0.8	0.7428947624984933	0.8470333068981347	0.7142857142857143	0.9467126623376624	8	51
rejection_given_initial_contact	start_region	MEDIAN_CORE	3186	2814	1806	1008	372	0.6417910447761194	0.6238933653319763	0.6593021272682262	0.5988176658511288	0.684066406010209	20	766
rejection_given_initial_contact	node_region	ABOVE	1159	1027	833	194	132	0.8111002921129503	0.7860179689439206	0.8338639678293931	0.7395181737218558	0.8870239965972329	16	221
rejection_given_initial_contact	node_region	BELOW	1204	1056	786	270	148	0.7443181818181818	0.7171539525562283	0.76971131932525	0.6842557024869019	0.8048189798729466	16	277
rejection_given_initial_contact	node_region	FAR_ABOVE	79	59	38	21	20	0.6440677966101694	0.5165549598185499	0.7539670859618668	0.3909476902173913	0.9036627906976742	9	31
rejection_given_initial_contact	node_region	FAR_BELOW	241	215	172	43	26	0.8	0.7414768958600554	0.847990934847905	0.6830066015170113	0.9689191365979382	9	51
