run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	6	1	1	\N	1783917000	2	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	8	1	1	2	1783923300	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	15	2	2	\N	1783929900	2	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	17	2	2	3	1783993500	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	20	3	3	\N	1783996200	2	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	22	3	3	4	1784021400	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	25	4	4	\N	1784023500	2	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	27	4	4	5	1784065200	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	30	5	5	\N	1784067900	1	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	32	5	5	6	1784077800	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	35	6	6	\N	1784083200	1	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	37	6	6	7	1784092800	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	42	7	7	\N	1784101200	1	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	44	7	7	8	1784127300	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	47	8	8	\N	1784131200	1	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	49	8	8	9	1784164200	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	54	9	9	\N	1784172600	1	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	56	9	9	10	1784187000	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	63	10	10	\N	1784198400	2	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	65	10	10	11	1784252100	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	70	11	11	\N	1784256600	2	1	0
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	72	11	11	12	1784268900	3	2	4
RG3_US30_PERIOD_M5_1783900800_1784505600_318110170989838139	75	12	12	\N	1784272500	2	1	0
