session_id	civil_date	partition	server_offset_minutes	confirmation_status
OBSOPEN_US30_20251204	2025-12-04	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251208	2025-12-08	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251209	2025-12-09	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251210	2025-12-10	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251211	2025-12-11	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251215	2025-12-15	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251216	2025-12-16	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251217	2025-12-17	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251218	2025-12-18	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251222	2025-12-22	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251223	2025-12-23	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251229	2025-12-29	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251230	2025-12-30	CONFIRMATION	120	FROZEN_UNOPENED
OBSOPEN_US30_20251231	2025-12-31	CONFIRMATION	120	FROZEN_UNOPENED
