session_id	civil_date	reason
OBSOPEN_US30_20250814	2025-08-14	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250815	2025-08-15	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250816	2025-08-16	NON_SESSION_WEEKEND
OBSOPEN_US30_20250817	2025-08-17	NON_SESSION_WEEKEND
OBSOPEN_US30_20250818	2025-08-18	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250819	2025-08-19	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250820	2025-08-20	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250821	2025-08-21	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250822	2025-08-22	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250823	2025-08-23	NON_SESSION_WEEKEND
OBSOPEN_US30_20250824	2025-08-24	NON_SESSION_WEEKEND
OBSOPEN_US30_20250825	2025-08-25	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250826	2025-08-26	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250827	2025-08-27	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250828	2025-08-28	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250829	2025-08-29	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250830	2025-08-30	NON_SESSION_WEEKEND
OBSOPEN_US30_20250831	2025-08-31	NON_SESSION_WEEKEND
OBSOPEN_US30_20250901	2025-09-01	EXCHANGE_CLOSED
OBSOPEN_US30_20250902	2025-09-02	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250903	2025-09-03	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250904	2025-09-04	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250905	2025-09-05	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250906	2025-09-06	NON_SESSION_WEEKEND
OBSOPEN_US30_20250907	2025-09-07	NON_SESSION_WEEKEND
OBSOPEN_US30_20250908	2025-09-08	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250912	2025-09-12	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20250913	2025-09-13	NON_SESSION_WEEKEND
OBSOPEN_US30_20250914	2025-09-14	NON_SESSION_WEEKEND
OBSOPEN_US30_20250919	2025-09-19	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20250920	2025-09-20	NON_SESSION_WEEKEND
OBSOPEN_US30_20250921	2025-09-21	NON_SESSION_WEEKEND
OBSOPEN_US30_20250922	2025-09-22	NOT_EVALUABLE_SOURCE_COVERAGE_M1
OBSOPEN_US30_20250926	2025-09-26	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20250927	2025-09-27	NON_SESSION_WEEKEND
OBSOPEN_US30_20250928	2025-09-28	NON_SESSION_WEEKEND
OBSOPEN_US30_20251003	2025-10-03	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251004	2025-10-04	NON_SESSION_WEEKEND
OBSOPEN_US30_20251005	2025-10-05	NON_SESSION_WEEKEND
OBSOPEN_US30_20251010	2025-10-10	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251011	2025-10-11	NON_SESSION_WEEKEND
OBSOPEN_US30_20251012	2025-10-12	NON_SESSION_WEEKEND
OBSOPEN_US30_20251013	2025-10-13	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251017	2025-10-17	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251018	2025-10-18	NON_SESSION_WEEKEND
OBSOPEN_US30_20251019	2025-10-19	NON_SESSION_WEEKEND
OBSOPEN_US30_20251023	2025-10-23	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251024	2025-10-24	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251025	2025-10-25	NON_SESSION_WEEKEND
OBSOPEN_US30_20251026	2025-10-26	NON_SESSION_WEEKEND
OBSOPEN_US30_20251101	2025-11-01	NON_SESSION_WEEKEND
OBSOPEN_US30_20251102	2025-11-02	NON_SESSION_WEEKEND
OBSOPEN_US30_20251107	2025-11-07	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251108	2025-11-08	NON_SESSION_WEEKEND
OBSOPEN_US30_20251109	2025-11-09	NON_SESSION_WEEKEND
OBSOPEN_US30_20251114	2025-11-14	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251115	2025-11-15	NON_SESSION_WEEKEND
OBSOPEN_US30_20251116	2025-11-16	NON_SESSION_WEEKEND
OBSOPEN_US30_20251121	2025-11-21	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251122	2025-11-22	NON_SESSION_WEEKEND
OBSOPEN_US30_20251123	2025-11-23	NON_SESSION_WEEKEND
OBSOPEN_US30_20251127	2025-11-27	EXCHANGE_CLOSED
OBSOPEN_US30_20251128	2025-11-28	EARLY_CLOSE_HORIZON_INCOMPLETE
OBSOPEN_US30_20251129	2025-11-29	NON_SESSION_WEEKEND
OBSOPEN_US30_20251130	2025-11-30	NON_SESSION_WEEKEND
OBSOPEN_US30_20251205	2025-12-05	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251206	2025-12-06	NON_SESSION_WEEKEND
OBSOPEN_US30_20251207	2025-12-07	NON_SESSION_WEEKEND
OBSOPEN_US30_20251212	2025-12-12	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251213	2025-12-13	NON_SESSION_WEEKEND
OBSOPEN_US30_20251214	2025-12-14	NON_SESSION_WEEKEND
OBSOPEN_US30_20251219	2025-12-19	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251220	2025-12-20	NON_SESSION_WEEKEND
OBSOPEN_US30_20251221	2025-12-21	NON_SESSION_WEEKEND
OBSOPEN_US30_20251224	2025-12-24	EARLY_CLOSE_HORIZON_INCOMPLETE
OBSOPEN_US30_20251225	2025-12-25	EXCHANGE_CLOSED
OBSOPEN_US30_20251226	2025-12-26	NOT_EVALUABLE_SOURCE_COVERAGE_M5
OBSOPEN_US30_20251227	2025-12-27	NON_SESSION_WEEKEND
OBSOPEN_US30_20251228	2025-12-28	NON_SESSION_WEEKEND
