P2_root	P2T_root	session_id	civil_date	offset	D_B_selected_ordinal	design_brier	raw_brier	z_brier	raw_difference	z_difference	estimand_unit
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240222	2024-02-22	120	16	0.22976150939149440	0.30303546096865047	0.26739494373139744	-0.07327395157715608	-0.03763343433990304	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240304	2024-03-04	120	17	0.18173571378072317	0.13919715504623084	0.10264706505570852	0.04253855873449233	0.07908864872501466	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240305	2024-03-05	120	18	0.32913420855955966	0.21901844345831917	0.18255025610257705	0.11011576510124049	0.14658395245698261	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240306	2024-03-06	120	19	0.32913420855955966	0.21451137943934384	0.20589568636010841	0.11462282912021582	0.12323852219945125	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240311	2024-03-11	120	20	0.32913420855955966	0.25841983707463151	0.26633567824805948	0.07071437148492815	0.06279853031150018	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240313	2024-03-13	120	21	0.18173571378072317	0.22010610795226745	0.20682065491855120	-0.03837039417154428	-0.02508494113782803	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240314	2024-03-14	120	22	0.32913420855955966	0.20501205486762511	0.20104256604267948	0.12412215369193455	0.12809164251688018	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240315	2024-03-15	120	23	0.26580605810818270	0.33662108076681496	0.34690555540938700	-0.07081502265863227	-0.08109949730120430	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240319	2024-03-19	120	24	0.18173571378072317	0.16034872447807030	0.12232349473643554	0.02138698930265287	0.05941221904428763	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240320	2024-03-20	120	25	0.18173571378072317	0.14892525620483213	0.07645736439731819	0.03281045757589104	0.10527834938340498	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240322	2024-03-22	120	26	0.32913420855955966	0.23535904810603442	0.20875860796610315	0.09377516045352524	0.12037560059345651	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240325	2024-03-25	120	27	0.32913420855955966	0.26026883798831230	0.26313284025825717	0.06886537057124736	0.06600136830130249	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240402	2024-04-02	180	28	0.26626339227718199	0.23396901357832717	0.21951906067908464	0.03229437869885482	0.04674433159809735	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240404	2024-04-04	180	29	0.28823371381333701	0.19013235399714951	0.15771486141349958	0.09810135981618751	0.13051885239983743	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240409	2024-04-09	180	30	0.28823371381333701	0.20201459951020695	0.19213125563327454	0.08621911430313006	0.09610245818006247	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240418	2024-04-18	180	31	0.21449218515941457	0.20816226990879164	0.20390808776039526	0.00632991525062293	0.01058409739901930	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240424	2024-04-24	180	32	0.28089456129347773	0.29164638934361525	0.32292840742016687	-0.01075182805013752	-0.04203384612668914	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240425	2024-04-25	180	33	0.28823371381333701	0.17865184765143985	0.14964291128201107	0.10958186616189716	0.13859080253132594	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240430	2024-04-30	180	34	0.24399838156495735	0.25562801636735577	0.25964395352773278	-0.01162963480239843	-0.01564557196277544	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240506	2024-05-06	180	35	0.28823371381333701	0.21283843894684321	0.16283002840347488	0.07539527486649381	0.12540368540986213	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240507	2024-05-07	180	36	0.21449218515941457	0.18375142148688647	0.12883474116823426	0.03074076367252809	0.08565744399118030	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240514	2024-05-14	180	37	0.27141413258504327	0.29258125396692120	0.32240932849163484	-0.02116712138187793	-0.05099519590659157	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240515	2024-05-15	180	38	0.22930304109145699	0.26766030295099175	0.31232065330471204	-0.03835726185953475	-0.08301761221325504	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240520	2024-05-20	180	39	0.21449218515941457	0.24738805248340517	0.28876785291217505	-0.03289586732399061	-0.07427566775276048	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240528	2024-05-28	180	40	0.28823371381333701	0.29508223363531288	0.30814214397975459	-0.00684851982197587	-0.01990843016641758	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240529	2024-05-29	180	41	0.22155329923082975	0.25106940020756796	0.28840416913040279	-0.02951610097673821	-0.06685086989957303	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240603	2024-06-03	180	42	0.28823371381333701	0.19858501964487360	0.15386543061561278	0.08964869416846341	0.13436828319772423	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240604	2024-06-04	180	43	0.21449218515941457	0.10846450787887836	0.10623232925915947	0.10602767728053621	0.10825985590025509	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240605	2024-06-05	180	44	0.28823371381333701	0.19069366095554183	0.14127800444411090	0.09754005285779518	0.14695570936922611	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240618	2024-06-18	180	45	0.28344429199923415	0.36700644165041035	0.36776794502582322	-0.08356214965117620	-0.08432365302658906	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240624	2024-06-24	180	46	0.21449218515941457	0.16644223954640575	0.18202925830479641	0.04804994561300882	0.03246292685461816	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240626	2024-06-26	180	47	0.22933501264754536	0.25841208432171320	0.28670887670132683	-0.02907707167416784	-0.05737386405378148	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240627	2024-06-27	180	48	0.21449218515941457	0.17772990109831943	0.16290569451224660	0.03676228406109514	0.05158649064716797	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240708	2024-07-08	180	49	0.27872123985237318	0.52690485470798520	0.43024722963206680	-0.24818361485561202	-0.15152598977969362	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240709	2024-07-09	180	50	0.28823371381333701	0.19957821200039796	0.16372992061238753	0.08865550181293905	0.12450379320094948	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240710	2024-07-10	180	51	0.28132017782698127	0.25715649068668872	0.25707852978085671	0.02416368714029254	0.02424164804612455	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240715	2024-07-15	180	52	0.26961722919112641	0.27566412717063843	0.27850030698987582	-0.00604689797951202	-0.00888307779874942	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240718	2024-07-18	180	53	0.21449218515941457	0.07770603384519757	0.09155128086075214	0.13678615131421701	0.12294090429866243	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240723	2024-07-23	180	54	0.24061238942704716	0.25787465920294611	0.27882328759442615	-0.01726226977589895	-0.03821089816737899	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240729	2024-07-29	180	55	0.28823371381333701	0.18640595794076725	0.15448922595942094	0.10182775587256976	0.13374448785391607	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240805	2024-08-05	180	56	0.21921525506233136	0.16164486620450463	0.20382430446589392	0.05757038885782673	0.01539095059643744	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240812	2024-08-12	180	57	0.25673414253308607	0.32125089311313898	0.28096207411834134	-0.06451675058005291	-0.02422793158525527	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240820	2024-08-20	180	58	0.23338668188256148	0.25104465339187948	0.27807106881368332	-0.01765797150931800	-0.04468438693112184	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240827	2024-08-27	180	59	0.21449218515941457	0.19991031816888896	0.19770624082689786	0.01458186699052560	0.01678594433251671	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240903	2024-09-03	180	60	0.28823371381333701	0.22095191587106675	0.21844377585001931	0.06728179794227027	0.06978993796331770	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240904	2024-09-04	180	61	0.21449218515941457	0.14083616823733006	0.16198427401176863	0.07365601692208451	0.05250791114764594	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240911	2024-09-11	180	62	0.28823371381333701	0.08365694839578393	0.09881174498627603	0.20457676541755310	0.18942196882706097	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240912	2024-09-12	180	63	0.27564562810565224	0.22867903883632656	0.20953975177054826	0.04696658926932568	0.06610587633510398	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240918	2024-09-18	180	64	0.28823371381333701	0.22369806295520930	0.18522121387645823	0.06453565085812771	0.10301249993687878	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20240930	2024-09-30	180	65	0.21694354504896327	0.34691532745891951	0.40130116248710251	-0.12997178240995624	-0.18435761743813925	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241002	2024-10-02	180	66	0.21694354504896327	0.18351277936134819	0.22678360746734966	0.03343076568761508	-0.00984006241838639	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241007	2024-10-07	180	67	0.23463329304998079	0.25827131171598489	0.24861877597856244	-0.02363801866600410	-0.01398548292858165	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241008	2024-10-08	180	68	0.25784253307565230	0.24584126015628399	0.28264726930152223	0.01200127291936831	-0.02480473622586993	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241010	2024-10-10	180	69	0.23073855382200562	0.28763724073712421	0.30649370190209602	-0.05689868691511860	-0.07575514808009040	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241015	2024-10-15	180	70	0.21449218515941457	0.26522510071633876	0.18518516147708677	-0.05073291555692419	0.02930702368232779	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241016	2024-10-16	180	71	0.21449218515941457	0.26563811053890962	0.19243491994183201	-0.05114592537949506	0.02205726521758256	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241017	2024-10-17	180	72	0.27842607451765045	0.33552158090212808	0.45198098201928805	-0.05709550638447763	-0.17355490750163760	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20241023	2024-10-23	180	73	0.21449218515941457	0.25230330727948957	0.17097794631549287	-0.03781112212007501	0.04351423884392169	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250102	2025-01-02	120	74	0.18173571378072317	0.23499496189761762	0.21537808453439947	-0.05325924811689445	-0.03364237075367629	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250106	2025-01-06	120	75	0.18173571378072317	0.23492447414062986	0.14715742074975383	-0.05318876035990669	0.03457829303096935	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250107	2025-01-07	120	76	0.32913420855955966	0.29634429936127726	0.34642712100791234	0.03278990919828240	-0.01729291244835268	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250108	2025-01-08	120	77	0.28110841294878830	0.26430346085817674	0.25535530648082572	0.01680495209061156	0.02575310646796258	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250114	2025-01-14	120	78	0.22120400352877520	0.24799927776237157	0.25126125259382392	-0.02679527423359637	-0.03005724906504872	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250115	2025-01-15	120	79	0.21624851529352912	0.22881881524538819	0.21468357758003156	-0.01257029995185907	0.00156493771349756	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250129	2025-01-29	120	80	0.18173571378072317	0.17988305747670530	0.14547915611528336	0.00185265630401787	0.03625655766543981	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250210	2025-02-10	120	81	0.32913420855955966	0.18029132879460816	0.19727027803800379	0.14884287976495150	0.13186393052155587	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250212	2025-02-12	120	82	0.18173571378072317	0.19658667784641318	0.20683655316684460	-0.01485096406569000	-0.02510083938612143	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250227	2025-02-27	120	83	0.18173571378072317	0.09210732419168671	0.08840016190218171	0.08962838958903646	0.09333555187854146	SESSION
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	OBSOPEN_US30_20250303	2025-03-03	120	84	0.32913420855955966	0.32915788545919417	0.38173191650715932	-0.00002367689963451	-0.05259770794759966	SESSION
