run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	4	1	1	\N	1774314900	1	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	6	1	1	2	1774326900	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	13	2	2	\N	1774342200	1	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	15	2	2	3	1774358100	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	20	3	3	\N	1774362600	2	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	22	3	3	4	1774401300	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	25	4	4	\N	1774407600	1	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	27	4	4	5	1774417200	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	30	5	5	\N	1774420500	1	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	32	5	5	6	1774430700	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	35	6	6	\N	1774433700	1	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	37	6	6	7	1774441500	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	58	7	7	\N	1774461900	2	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	60	7	7	8	1774476900	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	67	8	8	\N	1774488000	2	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	69	8	8	9	1774498200	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	72	9	9	\N	1774501200	2	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	74	9	9	10	1774514400	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	77	10	10	\N	1774521600	2	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	79	10	10	11	1774531500	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	82	11	11	\N	1774534200	2	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	84	11	11	12	1774575300	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	91	12	12	\N	1774594800	1	1	0
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	93	12	12	13	1774601400	3	2	4
RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	96	13	13	\N	1774603800	2	1	0
