run_key	compression_id	start_time	confirm_time	terminal_time	terminal_reason_code	terminal_reason	direction	escape_count	sample_count	seed_top	seed_bottom	seed_mid	terminal_contain_top	terminal_contain_bottom	terminal_contain_mid
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	1	1783904400	1783910100	1783913400	1	CLOSED_UP	1	1	12	29708.0407243514309812	29646.7192756485565042	29677.3799999999937427	29829.5999999999985449	29636.2000000000007276	29732.9000000000014552
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	2	1783941600	1783947300	1783957800	2	CLOSED_DOWN	-1	3	36	29563.0636854043877975	29502.4163145956081280	29532.7399999999979628	29587.7000000000007276	29444.9000000000014552	29516.3000000000029104
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	3	1783974000	1783979700	1783982400	2	CLOSED_DOWN	-1	1	10	29320.0409006262671028	29255.8890993737477402	29287.9650000000074216	29320.0409006262671028	29185.9000000000014552	29252.9704503131360980
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	4	1783983000	1783992300	1783995900	2	CLOSED_DOWN	-1	1	13	29266.9379634197248380	29203.3020365802804008	29235.1200000000026194	29266.9379634197248380	29154.7999999999992725	29210.8689817098638742
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	5	1784021700	1784027400	1784040300	1	CLOSED_UP	1	4	44	29413.4707449616398663	29349.2292550383499475	29381.3499999999949069	29463.2000000000007276	29348.2000000000007276	29405.7000000000007276
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	6	1784058900	1784064600	1784071200	2	CLOSED_DOWN	-1	3	23	29679.4656232056913723	29611.3543767943010608	29645.4099999999962165	29679.4656232056913723	29565.0000000000000000	29622.2328116028438672
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	7	1784071800	1784081100	1784084100	1	CLOSED_UP	1	1	11	29613.8868972826057871	29548.0031027173936309	29580.9449999999997090	29697.2999999999992724	29548.0031027173936309	29622.6515513586964517
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	8	1784091000	1784096700	1784102700	1	CLOSED_UP	1	3	21	29798.2483003242668929	29733.9016996757345624	29766.0750000000007276	29857.4000000000014552	29733.9016996757345624	29795.6508498378680088
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	9	1784114700	1784120400	1784129400	2	CLOSED_DOWN	-1	3	31	29764.8960710599931190	29703.8939289400077542	29734.3950000000004366	29764.8960710599931190	29655.2999999999992724	29710.0980355299980147
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	10	1784156100	1784165400	1784174700	2	CLOSED_DOWN	-1	3	32	29547.2486901099582610	29483.2613098900365003	29515.2549999999973807	29564.4000000000014552	29424.2999999999992724	29494.3499999999985448
RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	11	1784180700	1784186400	1784195400	2	CLOSED_DOWN	-1	4	31	29561.4129758533272252	29498.6970241466733569	29530.0550000000002910	29597.9000000000014552	29444.7000000000007276	29521.3000000000029104
