unit,stratifier,stratum,metric,rows,count,missing_count,missing_rate,censored_count,censoring_rate,min,p01,p05,p25,median,p75,p95,p99,max,mean,std
attempt,resolution,REJECT_TO_ORIGIN,approach_efficiency,3504,3504,0,0.0,0,0.0,0.00016697,0.0017737751,0.0063872955,0.0417728675,0.152239725,0.3766414475,0.994332695,1.0,1.0,0.2641279635616438,0.2894346611625683
attempt,resolution,REJECT_TO_ORIGIN,node_width_atr,3504,3504,0,0.0,0,0.0,0.0,0.025908515700000002,0.086698141,1.0135785350000002,3.78787879,7.16302005,13.938005510999998,22.034943153399993,35.49407115,4.979361524540525,4.845392770556117
attempt,resolution,REJECT_TO_ORIGIN,node_age_seconds,3504,3504,0,0.0,0,0.0,0.0,0.0,30.150000000000006,3892.25,22604.0,63392.75,200047.15,312696.9399999999,419262.0,49978.692066210046,67813.14005619075
attempt,resolution,REJECT_TO_ORIGIN,start_median_sigma,3504,3504,0,0.0,0,0.0,-2.36258308,-1.8684240537999999,-1.512479941,-0.4919371175,-0.013261175,0.46382668,1.0614152999999988,1.563223456099986,2.46373989,-0.0539819471033105,0.7307730756909212
attempt,resolution,REJECT_TO_ORIGIN,nearest_corridor_atr,3504,3504,0,0.0,0,0.0,0.0061066,0.07524454,0.16268952250000002,0.538658,1.3392428650000001,2.98445916,8.377813389999993,16.85779303389999,38.18181818,2.3271996223772833,3.05011905822808
attempt,resolution,TIMEOUT,duration_seconds,553,553,0,0.0,0,0.0,7203.0,7218.52,7224.0,7293.0,7404.0,7475.0,10888.2,12722.400000000061,14603.0,7673.099457504521,1126.6693729572355
attempt,resolution,TIMEOUT,penetration_atr,553,553,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.212811397999999,8.368103007600006,11.89282961,0.7443058584990958,1.8856697471603292
attempt,resolution,TIMEOUT,inside_seconds,553,553,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7281.599999999999,10751.0,14339.0,1144.0433996383363,2757.205892759839
attempt,resolution,TIMEOUT,approach_efficiency,553,553,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27232958399999985,0.8020953920000001,1.0,0.03770052430379747,0.13611082077931008
attempt,resolution,TIMEOUT,node_width_atr,553,553,0,0.0,0,0.0,0.0,0.0076990415999999996,0.018265068000000002,0.11728258,2.59489599,5.94096065,13.178993863999999,20.000321063200015,32.59403833,4.004331528770344,4.675321749735928
attempt,resolution,TIMEOUT,node_age_seconds,553,553,0,0.0,0,0.0,0.0,0.5200000000000005,38.00000000000001,6997.0,30741.0,86451.0,209702.99999999994,281020.1200000003,406144.0,58171.054249547924,68789.74880211383
attempt,resolution,TIMEOUT,start_median_sigma,553,553,0,0.0,0,0.0,-2.80887599,-2.005011702,-1.405360762,-0.47404814,-0.00262583,0.38274129,1.1441235159999994,1.6735833028000002,2.44661076,-0.049868864430379745,0.7459514078542437
attempt,resolution,TIMEOUT,nearest_corridor_atr,553,553,0,0.0,0,0.0,0.0277287,0.06809871400000002,0.18601484599999998,0.54178736,1.29178668,2.64429912,6.338890309999989,11.619749258000008,19.65179969,2.0646703025497284,2.406661163931235
node,lifecycle,PERSISTED_AT_CUTOFF,lifetime_seconds,217,217,0,0.0,217,1.0,300.0,1848.0,4020.0000000000005,22800.0,75180.0,165300.0,338100.0,427272.0,428100.0,103101.71428571429,105596.80294438556
node,lifecycle,PERSISTED_AT_CUTOFF,terminal_width_atr,217,217,0,0.0,217,1.0,0.0,0.007993664800000001,0.0244334,0.1101047,1.90348748,4.75475475,9.213283969999999,12.646351352000003,14.38694525,2.9167106312903224,3.24292792283723
node,lifecycle,PERSISTED_AT_CUTOFF,terminal_revision,217,217,0,0.0,217,1.0,1.0,1.0,6.800000000000001,289.0,865.0,2105.0,6018.9999999999945,12067.200000000012,15090.0,1617.8663594470047,2257.41512609045
node,lifecycle,PERSISTED_AT_CUTOFF,terminal_family_count,217,217,0,0.0,217,1.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,6.0,7.0,3.078341013824885,1.2868066323644418
node,lifecycle,PERSISTED_AT_CUTOFF,terminal_member_count,217,217,0,0.0,217,1.0,2.0,2.0,2.0,2.0,4.0,8.0,18.19999999999999,28.0,31.0,6.129032258064516,5.835073985048658
node,lifecycle,RETIRED,lifetime_seconds,2077,2077,0,0.0,0,0.0,1.0,2.0,11.0,1200.0,7200.0,30900.0,143519.99999999988,260611.19999999888,403200.0,29765.227250842563,53830.89767514486
node,lifecycle,RETIRED,terminal_width_atr,2077,2077,0,0.0,0,0.0,0.0,0.0,0.013946100000000005,0.08890852,0.11692488,2.58594814,12.713967597999995,21.703858209599996,43.96396396,2.500040890938854,4.995738633695238
node,lifecycle,RETIRED,terminal_revision,2077,2077,0,0.0,0,0.0,1.0,1.0,1.0,10.0,61.0,414.0,1933.3999999999978,3906.959999999972,11406.0,411.79152623976887,903.0708541397813
node,lifecycle,RETIRED,terminal_family_count,2077,2077,0,0.0,0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.239999999999782,7.0,2.5493500240731826,1.2025566099206408
node,lifecycle,RETIRED,terminal_member_count,2077,2077,0,0.0,0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,15.0,26.0,34.0,4.182474723158402,4.806358288763218
