unit,dimension,value,count,total,share,censored_count,censoring_rate,entropy_bits,normalized_entropy
attempt,node_age_bucket,"(4h,12h]",1444,7764,0.1859866048428645,6,0.004155124653739612,2.3493611744513925,0.9088569655443608
attempt,node_age_bucket,<=1h,2221,7764,0.2860638845955693,2,0.0009004952723998199,2.3493611744513925,0.9088569655443608
attempt,node_age_bucket,>3d,95,7764,0.012235960844925297,2,0.021052631578947368,2.3493611744513925,0.9088569655443608
attempt,node_width_bucket,"(0.10,0.25]",829,7764,0.10677485832045337,1,0.0012062726176115801,1.777689842278306,0.7656093425944539
attempt,node_width_bucket,"(0.25,0.50]",118,7764,0.015198351365275631,0,0.0,1.777689842278306,0.7656093425944539
attempt,node_width_bucket,"(0.50,1.00]",802,7764,0.10329726944873777,1,0.0012468827930174563,1.777689842278306,0.7656093425944539
attempt,node_width_bucket,<=0.10,2055,7764,0.2646831530139104,7,0.0034063260340632603,1.777689842278306,0.7656093425944539
attempt,node_width_bucket,>1.00,3960,7764,0.5100463678516228,11,0.002777777777777778,1.777689842278306,0.7656093425944539
attempt,corridor_bucket,"(0.25,0.50]",948,7764,0.12210200927357033,4,0.004219409282700422,2.207225537968724,0.9506002975840635
attempt,corridor_bucket,"(0.50,1.00]",1635,7764,0.21058732612055642,8,0.004892966360856269,2.207225537968724,0.9506002975840635
attempt,corridor_bucket,"(1.00,2.00]",1750,7764,0.22539927872230808,1,0.0005714285714285715,2.207225537968724,0.9506002975840635
attempt,corridor_bucket,<=0.25,857,7764,0.11038124678001031,3,0.003500583430571762,2.207225537968724,0.9506002975840635
attempt,corridor_bucket,>2.00,2574,7764,0.3315301391035549,4,0.001554001554001554,2.207225537968724,0.9506002975840635
attempt,is_retest,0,6328,7764,0.8150437918598661,15,0.002370417193426043,0.69080017943781,0.69080017943781
attempt,is_retest,1,1436,7764,0.18495620814013394,5,0.003481894150417827,0.69080017943781,0.69080017943781
attempt,feature_regional_valid,1,7764,7764,1.0,20,0.002575991756826378,-0.0,0.0
attempt,feature_sigma_valid,1,7764,7764,1.0,20,0.002575991756826378,-0.0,0.0
transit,instrument,DE40,93,628,0.1480891719745223,0,0.0,2.545218269978852,0.9846248327659622
transit,instrument,FRA40,115,628,0.18312101910828024,0,0.0,2.545218269978852,0.9846248327659622
transit,instrument,JPN225,126,628,0.20063694267515925,0,0.0,2.545218269978852,0.9846248327659622
transit,instrument,US30,101,628,0.160828025477707,0,0.0,2.545218269978852,0.9846248327659622
transit,instrument,US500,132,628,0.21019108280254778,0,0.0,2.545218269978852,0.9846248327659622
transit,instrument,USTEC,61,628,0.09713375796178345,0,0.0,2.545218269978852,0.9846248327659622
transit,direction_label,FROM_ABOVE,335,628,0.5334394904458599,0,0.0,0.996771148674527,0.996771148674527
transit,direction_label,FROM_BELOW,293,628,0.46656050955414013,0,0.0,0.996771148674527,0.996771148674527
transit,source_region,ABOVE,73,628,0.11624203821656051,0,0.0,1.394328326354409,0.6005045244185516
transit,source_region,BELOW,109,628,0.1735668789808917,0,0.0,1.394328326354409,0.6005045244185516
transit,source_region,FAR_ABOVE,10,628,0.01592356687898089,0,0.0,1.394328326354409,0.6005045244185516
transit,source_region,FAR_BELOW,13,628,0.020700636942675158,0,0.0,1.394328326354409,0.6005045244185516
transit,source_region,MEDIAN_CORE,423,628,0.6735668789808917,0,0.0,1.394328326354409,0.6005045244185516
transit,destination_region,ABOVE,102,628,0.1624203821656051,0,0.0,1.5794424228586865,0.6110117351482088
transit,destination_region,BELOW,108,628,0.17197452229299362,0,0.0,1.5794424228586865,0.6110117351482088
transit,destination_region,EXTREME_BELOW,1,628,0.0015923566878980893,0,0.0,1.5794424228586865,0.6110117351482088
transit,destination_region,FAR_ABOVE,18,628,0.028662420382165606,0,0.0,1.5794424228586865,0.6110117351482088
transit,destination_region,FAR_BELOW,14,628,0.022292993630573247,0,0.0,1.5794424228586865,0.6110117351482088
transit,destination_region,MEDIAN_CORE,385,628,0.6130573248407644,0,0.0,1.5794424228586865,0.6110117351482088
transit,resolution,RETURN_TO_SOURCE_NODE,303,628,0.482484076433121,0,0.0,1.1171093379189079,0.7048175192855506
transit,resolution,TIMEOUT,12,628,0.01910828025477707,0,0.0,1.1171093379189079,0.7048175192855506
transit,resolution,TRANSIT_TO_NEXT_NODE,313,628,0.4984076433121019,0,0.0,1.1171093379189079,0.7048175192855506
transit,server_time_bucket,00-03,96,628,0.15286624203821655,0,0.0,2.52082253906202,0.9751872757762473
transit,server_time_bucket,04-07,79,628,0.12579617834394904,0,0.0,2.52082253906202,0.9751872757762473
transit,server_time_bucket,08-11,91,628,0.1449044585987261,0,0.0,2.52082253906202,0.9751872757762473
transit,server_time_bucket,12-15,86,628,0.13694267515923567,0,0.0,2.52082253906202,0.9751872757762473
transit,server_time_bucket,16-19,178,628,0.28343949044585987,0,0.0,2.52082253906202,0.9751872757762473
transit,server_time_bucket,20-23,98,628,0.15605095541401273,0,0.0,2.52082253906202,0.9751872757762473
transit,distance_bucket,"(0.50,1.00]",53,628,0.08439490445859872,0,0.0,1.9628204007579901,0.8453407343146893
transit,distance_bucket,"(1.00,2.00]",114,628,0.18152866242038215,0,0.0,1.9628204007579901,0.8453407343146893
transit,distance_bucket,"(2.00,4.00]",170,628,0.27070063694267515,0,0.0,1.9628204007579901,0.8453407343146893
transit,distance_bucket,<=0.50,24,628,0.03821656050955414,0,0.0,1.9628204007579901,0.8453407343146893
transit,distance_bucket,>4.00,267,628,0.4251592356687898,0,0.0,1.9628204007579901,0.8453407343146893
node,instrument,DE40,341,2294,0.14864864864864866,26,0.07624633431085044,2.57484066212635,0.9960843383252245
node,instrument,FRA40,393,2294,0.17131647776809067,36,0.0916030534351145,2.57484066212635,0.9960843383252245
node,instrument,JPN225,454,2294,0.1979075850043592,42,0.09251101321585903,2.57484066212635,0.9960843383252245
node,instrument,US30,385,2294,0.16782911944202267,37,0.09610389610389611,2.57484066212635,0.9960843383252245
node,instrument,US500,407,2294,0.1774193548387097,47,0.11547911547911548,2.57484066212635,0.9960843383252245
node,instrument,USTEC,314,2294,0.13687881429816914,29,0.09235668789808917,2.57484066212635,0.9960843383252245
node,lifecycle,PERSISTED_AT_CUTOFF,217,2294,0.0945945945945946,217,1.0,0.4516228221820041,0.4516228221820041
node,lifecycle,RETIRED,2077,2294,0.9054054054054054,0,0.0,0.4516228221820041,0.4516228221820041
node,terminal_region,ABOVE,419,2294,0.1826503923278117,51,0.12171837708830549,1.8903513824683542,0.6733567485948134
node,terminal_region,BELOW,513,2294,0.22362685265911073,45,0.08771929824561403,1.8903513824683542,0.6733567485948134
node,terminal_region,EXTREME_ABOVE,1,2294,0.00043591979075850045,0,0.0,1.8903513824683542,0.6733567485948134
node,terminal_region,EXTREME_BELOW,7,2294,0.003051438535309503,2,0.2857142857142857,1.8903513824683542,0.6733567485948134
node,terminal_region,FAR_ABOVE,76,2294,0.03312990409764603,12,0.15789473684210525,1.8903513824683542,0.6733567485948134
node,terminal_region,FAR_BELOW,154,2294,0.06713164777680906,19,0.12337662337662338,1.8903513824683542,0.6733567485948134
node,terminal_region,MEDIAN_CORE,1124,2294,0.4899738448125545,88,0.07829181494661921,1.8903513824683542,0.6733567485948134
node,node_age_bucket,"(12h,24h]",250,2294,0.10897994768962511,56,0.224,2.2826536261018076,0.8830509632015899
node,node_age_bucket,"(1d,3d]",280,2294,0.12205754141238012,62,0.22142857142857142,2.2826536261018076,0.8830509632015899
node,node_age_bucket,"(1h,4h]",711,2294,0.3099389712292938,23,0.03234880450070324,2.2826536261018076,0.8830509632015899
node,node_age_bucket,"(4h,12h]",363,2294,0.15823888404533565,51,0.14049586776859505,2.2826536261018076,0.8830509632015899
node,node_age_bucket,<=1h,649,2294,0.2829119442022668,11,0.01694915254237288,2.2826536261018076,0.8830509632015899
node,node_age_bucket,>3d,41,2294,0.017872711421098517,14,0.34146341463414637,2.2826536261018076,0.8830509632015899
node,node_width_bucket,"(0.10,0.25]",631,2294,0.2750653879686138,24,0.03803486529318542,1.9405465484640854,0.8357479082737151
node,node_width_bucket,"(0.25,0.50]",41,2294,0.017872711421098517,3,0.07317073170731707,1.9405465484640854,0.8357479082737151
node,node_width_bucket,"(0.50,1.00]",167,2294,0.07279860505666957,19,0.11377245508982035,1.9405465484640854,0.8357479082737151
node,node_width_bucket,<=0.10,686,2294,0.2990409764603313,47,0.06851311953352769,1.9405465484640854,0.8357479082737151
node,node_width_bucket,>1.00,769,2294,0.3352223190932868,124,0.16124837451235371,1.9405465484640854,0.8357479082737151
node,terminal_family_count,1,194,2294,0.08456843940714909,15,0.07731958762886598,1.9364496002744627,0.6897772650902203
node,terminal_family_count,2,1327,2294,0.5784655623365301,69,0.05199698568198945,1.9364496002744627,0.6897772650902203
node,terminal_family_count,3,300,2294,0.13077593722755013,60,0.2,1.9364496002744627,0.6897772650902203
node,terminal_family_count,4,247,2294,0.1076721883173496,43,0.17408906882591094,1.9364496002744627,0.6897772650902203
node,terminal_family_count,5,151,2294,0.06582388840453357,18,0.11920529801324503,1.9364496002744627,0.6897772650902203
node,terminal_family_count,6,53,2294,0.023103748910200523,11,0.20754716981132076,1.9364496002744627,0.6897772650902203
node,terminal_family_count,7,22,2294,0.00959023539668701,1,0.045454545454545456,1.9364496002744627,0.6897772650902203
node,terminal_existence_state,ACTIVE,2294,2294,1.0,217,0.0945945945945946,-0.0,0.0
