unit,cross,dimension_1,value_1,dimension_2,value_2,count,censored_count,total,share,censoring_rate
episode,sigma_band x resolution,sigma_band,"(1,2]",resolution,TRANSIT_TO_NEXT_NODE,3,0,1462,0.002051983584131327,0.0
episode,sigma_band x resolution,sigma_band,<=-2,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,sigma_band x resolution,sigma_band,<=-2,resolution,NODE_RETIRED,12,0,1462,0.008207934336525308,0.0
episode,sigma_band x resolution,sigma_band,<=-2,resolution,TIMEOUT,2,0,1462,0.0013679890560875513,0.0
episode,sigma_band x resolution,sigma_band,>2,resolution,TIMEOUT,2,0,1462,0.0013679890560875513,0.0
episode,sigma_band x resolution,sigma_band,CORE,resolution,ACCEPT_AND_FAIL_RETEST,6,3,1462,0.004103967168262654,0.5
episode,sigma_band x resolution,sigma_band,CORE,resolution,ACCEPT_AND_HOLD_RETEST,15,0,1462,0.010259917920656635,0.0
episode,sigma_band x resolution,sigma_band,CORE,resolution,ACCEPT_THROUGH_NODE,3,0,1462,0.002051983584131327,0.0
episode,sigma_band x resolution,sigma_band,CORE,resolution,NODE_RETIRED,489,1,1462,0.3344733242134063,0.002044989775051125
episode,sigma_band x resolution,sigma_band,CORE,resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,sigma_band x resolution,sigma_band,CORE,resolution,RECLAIM_AFTER_BREAK,32,0,1462,0.02188782489740082,0.0
episode,sigma_band x resolution,sigma_band,CORE,resolution,REJECT_TO_ORIGIN,6,3,1462,0.004103967168262654,0.5
episode,sigma_band x resolution,sigma_band,CORE,resolution,RETURN_TO_SOURCE_NODE,13,0,1462,0.008891928864569083,0.0
episode,sigma_band x resolution,sigma_band,CORE,resolution,TIMEOUT,222,1,1462,0.1518467852257182,0.0045045045045045045
episode,sigma_band x resolution,sigma_band,CORE,resolution,TRANSIT_TO_NEXT_NODE,61,3,1462,0.041723666210670314,0.04918032786885246
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,NODE_RETIRED,36,0,1462,0.024623803009575923,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,RECLAIM_AFTER_BREAK,3,0,1462,0.002051983584131327,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,RETURN_TO_SOURCE_NODE,3,0,1462,0.002051983584131327,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,TIMEOUT,60,3,1462,0.04103967168262654,0.05
episode,node_age_bucket x resolution,node_age_bucket,"(12h,24h]",resolution,TRANSIT_TO_NEXT_NODE,18,0,1462,0.012311901504787962,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,ACCEPT_AND_FAIL_RETEST,4,1,1462,0.0027359781121751026,0.25
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,NODE_RETIRED,29,0,1462,0.019835841313269494,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,RECLAIM_AFTER_BREAK,3,0,1462,0.002051983584131327,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,REJECT_TO_ORIGIN,2,1,1462,0.0013679890560875513,0.5
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,RETURN_TO_SOURCE_NODE,2,0,1462,0.0013679890560875513,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,TIMEOUT,81,1,1462,0.05540355677154583,0.012345679012345678
episode,node_age_bucket x resolution,node_age_bucket,"(1d,3d]",resolution,TRANSIT_TO_NEXT_NODE,10,0,1462,0.006839945280437756,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1h,4h]",resolution,ACCEPT_AND_HOLD_RETEST,11,0,1462,0.007523939808481532,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1h,4h]",resolution,NODE_RETIRED,55,1,1462,0.03761969904240766,0.01818181818181818
episode,node_age_bucket x resolution,node_age_bucket,"(1h,4h]",resolution,RECLAIM_AFTER_BREAK,4,0,1462,0.0027359781121751026,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1h,4h]",resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,node_age_bucket x resolution,node_age_bucket,"(1h,4h]",resolution,TIMEOUT,48,0,1462,0.03283173734610123,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(1h,4h]",resolution,TRANSIT_TO_NEXT_NODE,9,1,1462,0.006155950752393981,0.1111111111111111
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,ACCEPT_AND_FAIL_RETEST,3,2,1462,0.002051983584131327,0.6666666666666666
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,ACCEPT_AND_HOLD_RETEST,3,0,1462,0.002051983584131327,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,NODE_RETIRED,41,0,1462,0.0280437756497948,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,RECLAIM_AFTER_BREAK,8,0,1462,0.005471956224350205,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,REJECT_TO_ORIGIN,6,4,1462,0.004103967168262654,0.6666666666666666
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,TIMEOUT,63,0,1462,0.043091655266757865,0.0
episode,node_age_bucket x resolution,node_age_bucket,"(4h,12h]",resolution,TRANSIT_TO_NEXT_NODE,10,3,1462,0.006839945280437756,0.3
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,ACCEPT_AND_FAIL_RETEST,1,1,1462,0.0006839945280437756,1.0
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,ACCEPT_THROUGH_NODE,4,0,1462,0.0027359781121751026,0.0
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,NODE_RETIRED,694,2,1462,0.4746922024623803,0.002881844380403458
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,RECLAIM_AFTER_BREAK,29,0,1462,0.019835841313269494,0.0
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,RETURN_TO_SOURCE_NODE,17,0,1462,0.011627906976744186,0.0
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,TIMEOUT,143,1,1462,0.09781121751025992,0.006993006993006993
episode,node_age_bucket x resolution,node_age_bucket,<=1h,resolution,TRANSIT_TO_NEXT_NODE,44,0,1462,0.030095759233926128,0.0
episode,node_age_bucket x resolution,node_age_bucket,>3d,resolution,NODE_RETIRED,1,0,1462,0.0006839945280437756,0.0
episode,node_age_bucket x resolution,node_age_bucket,>3d,resolution,REJECT_TO_ORIGIN,2,2,1462,0.0013679890560875513,1.0
episode,node_age_bucket x resolution,node_age_bucket,>3d,resolution,TIMEOUT,5,0,1462,0.003419972640218878,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.10,0.25]",resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.10,0.25]",resolution,ACCEPT_THROUGH_NODE,2,0,1462,0.0013679890560875513,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.10,0.25]",resolution,NODE_RETIRED,138,1,1462,0.09439124487004104,0.007246376811594203
episode,node_width_bucket x resolution,node_width_bucket,"(0.10,0.25]",resolution,RECLAIM_AFTER_BREAK,13,0,1462,0.008891928864569083,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.10,0.25]",resolution,RETURN_TO_SOURCE_NODE,4,0,1462,0.0027359781121751026,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.10,0.25]",resolution,TIMEOUT,28,0,1462,0.019151846785225718,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.10,0.25]",resolution,TRANSIT_TO_NEXT_NODE,12,0,1462,0.008207934336525308,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.25,0.50]",resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.25,0.50]",resolution,NODE_RETIRED,14,0,1462,0.009575923392612859,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.25,0.50]",resolution,RECLAIM_AFTER_BREAK,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.25,0.50]",resolution,TIMEOUT,5,0,1462,0.003419972640218878,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.25,0.50]",resolution,TRANSIT_TO_NEXT_NODE,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,ACCEPT_AND_FAIL_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,NODE_RETIRED,62,0,1462,0.04240766073871409,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,RECLAIM_AFTER_BREAK,5,0,1462,0.003419972640218878,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,REJECT_TO_ORIGIN,2,0,1462,0.0013679890560875513,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,RETURN_TO_SOURCE_NODE,2,0,1462,0.0013679890560875513,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,TIMEOUT,27,0,1462,0.018467852257181942,0.0
episode,node_width_bucket x resolution,node_width_bucket,"(0.50,1.00]",resolution,TRANSIT_TO_NEXT_NODE,19,0,1462,0.012995896032831737,0.0
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,ACCEPT_AND_FAIL_RETEST,7,4,1462,0.0047879616963064295,0.5714285714285714
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,NODE_RETIRED,474,2,1462,0.32421340629274964,0.004219409282700422
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,RECLAIM_AFTER_BREAK,27,0,1462,0.018467852257181942,0.0
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,RETURN_TO_SOURCE_NODE,11,0,1462,0.007523939808481532,0.0
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,TIMEOUT,97,2,1462,0.06634746922024624,0.020618556701030927
episode,node_width_bucket x resolution,node_width_bucket,<=0.10,resolution,TRANSIT_TO_NEXT_NODE,46,4,1462,0.03146374829001368,0.08695652173913043
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,ACCEPT_AND_HOLD_RETEST,13,0,1462,0.008891928864569083,0.0
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,ACCEPT_THROUGH_NODE,3,0,1462,0.002051983584131327,0.0
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,NODE_RETIRED,168,0,1462,0.11491108071135431,0.0
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,RECLAIM_AFTER_BREAK,1,0,1462,0.0006839945280437756,0.0
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,REJECT_TO_ORIGIN,11,10,1462,0.007523939808481532,0.9090909090909091
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,RETURN_TO_SOURCE_NODE,5,0,1462,0.003419972640218878,0.0
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,TIMEOUT,243,3,1462,0.1662106703146375,0.012345679012345678
episode,node_width_bucket x resolution,node_width_bucket,>1.00,resolution,TRANSIT_TO_NEXT_NODE,13,0,1462,0.008891928864569083,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,ACCEPT_AND_FAIL_RETEST,2,1,1462,0.0013679890560875513,0.5
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,ACCEPT_AND_HOLD_RETEST,2,0,1462,0.0013679890560875513,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,NODE_RETIRED,91,0,1462,0.06224350205198358,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,RECLAIM_AFTER_BREAK,10,0,1462,0.006839945280437756,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,REJECT_TO_ORIGIN,2,2,1462,0.0013679890560875513,1.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,RETURN_TO_SOURCE_NODE,2,0,1462,0.0013679890560875513,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,TIMEOUT,57,0,1462,0.03898768809849521,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.25,0.50]",resolution,TRANSIT_TO_NEXT_NODE,20,1,1462,0.013679890560875513,0.05
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,ACCEPT_AND_FAIL_RETEST,3,2,1462,0.002051983584131327,0.6666666666666666
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,NODE_RETIRED,173,0,1462,0.11833105335157319,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,RECLAIM_AFTER_BREAK,13,0,1462,0.008891928864569083,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,REJECT_TO_ORIGIN,6,3,1462,0.004103967168262654,0.5
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,RETURN_TO_SOURCE_NODE,2,0,1462,0.0013679890560875513,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,TIMEOUT,80,1,1462,0.05471956224350205,0.0125
episode,corridor_bucket x resolution,corridor_bucket,"(0.50,1.00]",resolution,TRANSIT_TO_NEXT_NODE,14,2,1462,0.009575923392612859,0.14285714285714285
episode,corridor_bucket x resolution,corridor_bucket,"(1.00,2.00]",resolution,ACCEPT_AND_HOLD_RETEST,9,0,1462,0.006155950752393981,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(1.00,2.00]",resolution,NODE_RETIRED,195,1,1462,0.13337893296853626,0.005128205128205128
episode,corridor_bucket x resolution,corridor_bucket,"(1.00,2.00]",resolution,RECLAIM_AFTER_BREAK,13,0,1462,0.008891928864569083,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(1.00,2.00]",resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,corridor_bucket x resolution,corridor_bucket,"(1.00,2.00]",resolution,RETURN_TO_SOURCE_NODE,5,0,1462,0.003419972640218878,0.0
episode,corridor_bucket x resolution,corridor_bucket,"(1.00,2.00]",resolution,TIMEOUT,92,2,1462,0.06292749658002736,0.021739130434782608
episode,corridor_bucket x resolution,corridor_bucket,"(1.00,2.00]",resolution,TRANSIT_TO_NEXT_NODE,25,0,1462,0.01709986320109439,0.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,ACCEPT_AND_HOLD_RETEST,3,0,1462,0.002051983584131327,0.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,NODE_RETIRED,96,1,1462,0.06566347469220246,0.010416666666666666
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,RECLAIM_AFTER_BREAK,3,0,1462,0.002051983584131327,0.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,RETURN_TO_SOURCE_NODE,1,0,1462,0.0006839945280437756,0.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,TIMEOUT,33,0,1462,0.022571819425444596,0.0
episode,corridor_bucket x resolution,corridor_bucket,<=0.25,resolution,TRANSIT_TO_NEXT_NODE,4,1,1462,0.0027359781121751026,0.25
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,ACCEPT_AND_FAIL_RETEST,3,1,1462,0.002051983584131327,0.3333333333333333
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,ACCEPT_THROUGH_NODE,4,0,1462,0.0027359781121751026,0.0
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,NODE_RETIRED,301,1,1462,0.20588235294117646,0.0033222591362126247
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,RECLAIM_AFTER_BREAK,8,0,1462,0.005471956224350205,0.0
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,REJECT_TO_ORIGIN,3,3,1462,0.002051983584131327,1.0
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,RETURN_TO_SOURCE_NODE,12,0,1462,0.008207934336525308,0.0
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,TIMEOUT,138,2,1462,0.09439124487004104,0.014492753623188406
episode,corridor_bucket x resolution,corridor_bucket,>2.00,resolution,TRANSIT_TO_NEXT_NODE,28,0,1462,0.019151846785225718,0.0
episode,family_count x resolution,family_count,1,resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,family_count x resolution,family_count,1,resolution,NODE_RETIRED,57,0,1462,0.03898768809849521,0.0
episode,family_count x resolution,family_count,1,resolution,RECLAIM_AFTER_BREAK,7,0,1462,0.0047879616963064295,0.0
episode,family_count x resolution,family_count,1,resolution,RETURN_TO_SOURCE_NODE,5,0,1462,0.003419972640218878,0.0
episode,family_count x resolution,family_count,1,resolution,TIMEOUT,26,0,1462,0.017783857729138167,0.0
episode,family_count x resolution,family_count,1,resolution,TRANSIT_TO_NEXT_NODE,19,1,1462,0.012995896032831737,0.05263157894736842
episode,family_count x resolution,family_count,2,resolution,ACCEPT_AND_FAIL_RETEST,6,3,1462,0.004103967168262654,0.5
episode,family_count x resolution,family_count,2,resolution,ACCEPT_AND_HOLD_RETEST,2,0,1462,0.0013679890560875513,0.0
episode,family_count x resolution,family_count,2,resolution,ACCEPT_THROUGH_NODE,5,0,1462,0.003419972640218878,0.0
episode,family_count x resolution,family_count,2,resolution,NODE_RETIRED,619,3,1462,0.42339261285909713,0.004846526655896607
episode,family_count x resolution,family_count,2,resolution,RECLAIM_AFTER_BREAK,37,0,1462,0.0253077975376197,0.0
episode,family_count x resolution,family_count,2,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,family_count x resolution,family_count,2,resolution,RETURN_TO_SOURCE_NODE,13,0,1462,0.008891928864569083,0.0
episode,family_count x resolution,family_count,2,resolution,TIMEOUT,114,2,1462,0.07797537619699042,0.017543859649122806
episode,family_count x resolution,family_count,2,resolution,TRANSIT_TO_NEXT_NODE,49,3,1462,0.033515731874145006,0.061224489795918366
episode,family_count x resolution,family_count,3,resolution,ACCEPT_AND_FAIL_RETEST,1,1,1462,0.0006839945280437756,1.0
episode,family_count x resolution,family_count,3,resolution,ACCEPT_AND_HOLD_RETEST,8,0,1462,0.005471956224350205,0.0
episode,family_count x resolution,family_count,3,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,family_count x resolution,family_count,3,resolution,NODE_RETIRED,72,0,1462,0.049247606019151846,0.0
episode,family_count x resolution,family_count,3,resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,family_count x resolution,family_count,3,resolution,RECLAIM_AFTER_BREAK,1,0,1462,0.0006839945280437756,0.0
episode,family_count x resolution,family_count,3,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,family_count x resolution,family_count,3,resolution,RETURN_TO_SOURCE_NODE,3,0,1462,0.002051983584131327,0.0
episode,family_count x resolution,family_count,3,resolution,TIMEOUT,51,1,1462,0.03488372093023256,0.0196078431372549
episode,family_count x resolution,family_count,3,resolution,TRANSIT_TO_NEXT_NODE,13,0,1462,0.008891928864569083,0.0
episode,family_count x resolution,family_count,4,resolution,ACCEPT_AND_FAIL_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,family_count x resolution,family_count,4,resolution,ACCEPT_AND_HOLD_RETEST,5,0,1462,0.003419972640218878,0.0
episode,family_count x resolution,family_count,4,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,family_count x resolution,family_count,4,resolution,NODE_RETIRED,53,0,1462,0.03625170998632011,0.0
episode,family_count x resolution,family_count,4,resolution,NONE,1,1,1462,0.0006839945280437756,1.0
episode,family_count x resolution,family_count,4,resolution,RECLAIM_AFTER_BREAK,2,0,1462,0.0013679890560875513,0.0
episode,family_count x resolution,family_count,4,resolution,REJECT_TO_ORIGIN,8,6,1462,0.005471956224350205,0.75
episode,family_count x resolution,family_count,4,resolution,RETURN_TO_SOURCE_NODE,1,0,1462,0.0006839945280437756,0.0
episode,family_count x resolution,family_count,4,resolution,TIMEOUT,97,1,1462,0.06634746922024624,0.010309278350515464
episode,family_count x resolution,family_count,4,resolution,TRANSIT_TO_NEXT_NODE,6,0,1462,0.004103967168262654,0.0
episode,family_count x resolution,family_count,5,resolution,NODE_RETIRED,37,0,1462,0.0253077975376197,0.0
episode,family_count x resolution,family_count,5,resolution,REJECT_TO_ORIGIN,1,0,1462,0.0006839945280437756,0.0
episode,family_count x resolution,family_count,5,resolution,TIMEOUT,71,1,1462,0.04856361149110807,0.014084507042253521
episode,family_count x resolution,family_count,5,resolution,TRANSIT_TO_NEXT_NODE,4,0,1462,0.0027359781121751026,0.0
episode,family_count x resolution,family_count,6,resolution,NODE_RETIRED,15,0,1462,0.010259917920656635,0.0
episode,family_count x resolution,family_count,6,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,family_count x resolution,family_count,6,resolution,TIMEOUT,29,0,1462,0.019835841313269494,0.0
episode,family_count x resolution,family_count,7,resolution,NODE_RETIRED,3,0,1462,0.002051983584131327,0.0
episode,family_count x resolution,family_count,7,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,family_count x resolution,family_count,7,resolution,TIMEOUT,12,0,1462,0.008207934336525308,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS,resolution,NODE_RETIRED,14,0,1462,0.009575923392612859,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS,resolution,RECLAIM_AFTER_BREAK,1,0,1462,0.0006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS,resolution,TIMEOUT,2,0,1462,0.0013679890560875513,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT,resolution,NODE_RETIRED,177,0,1462,0.1210670314637483,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT,resolution,RECLAIM_AFTER_BREAK,3,0,1462,0.002051983584131327,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT,resolution,TIMEOUT,14,0,1462,0.009575923392612859,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT,resolution,TRANSIT_TO_NEXT_NODE,3,0,1462,0.002051983584131327,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT+WAYNE,resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT+WAYNE,resolution,NODE_RETIRED,88,0,1462,0.060191518467852256,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT+WAYNE,resolution,RECLAIM_AFTER_BREAK,2,0,1462,0.0013679890560875513,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT+WAYNE,resolution,REJECT_TO_ORIGIN,2,1,1462,0.0013679890560875513,0.5
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT+WAYNE,resolution,RETURN_TO_SOURCE_NODE,3,0,1462,0.002051983584131327,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT+WAYNE,resolution,TIMEOUT,140,0,1462,0.09575923392612859,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+VOLKITT+WAYNE,resolution,TRANSIT_TO_NEXT_NODE,11,1,1462,0.007523939808481532,0.09090909090909091
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+WAYNE,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+WAYNE,resolution,NODE_RETIRED,330,3,1462,0.22571819425444598,0.00909090909090909
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+WAYNE,resolution,RECLAIM_AFTER_BREAK,2,0,1462,0.0013679890560875513,0.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+WAYNE,resolution,REJECT_TO_ORIGIN,2,2,1462,0.0013679890560875513,1.0
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+WAYNE,resolution,TIMEOUT,56,2,1462,0.038303693570451436,0.03571428571428571
