unit,cross,dimension_1,value_1,dimension_2,value_2,count,censored_count,total,share,censoring_rate
episode,producer_combo x resolution,producer_combo,DAY_SWINGS+WAYNE,resolution,TRANSIT_TO_NEXT_NODE,5,1,1462,0.003419972640218878,0.2
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,ACCEPT_AND_HOLD_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,NODE_RETIRED,50,0,1462,0.03419972640218878,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,RECLAIM_AFTER_BREAK,7,0,1462,0.0047879616963064295,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,RETURN_TO_SOURCE_NODE,8,0,1462,0.005471956224350205,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,TIMEOUT,8,0,1462,0.005471956224350205,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT,resolution,TRANSIT_TO_NEXT_NODE,15,0,1462,0.010259917920656635,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,ACCEPT_AND_FAIL_RETEST,7,4,1462,0.0047879616963064295,0.5714285714285714
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,ACCEPT_AND_HOLD_RETEST,4,0,1462,0.0027359781121751026,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,ACCEPT_THROUGH_NODE,4,0,1462,0.0027359781121751026,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,NODE_RETIRED,163,0,1462,0.11149110807113544,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,NONE,2,2,1462,0.0013679890560875513,1.0
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,RECLAIM_AFTER_BREAK,21,0,1462,0.014363885088919288,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,REJECT_TO_ORIGIN,7,5,1462,0.0047879616963064295,0.7142857142857143
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,RETURN_TO_SOURCE_NODE,8,0,1462,0.005471956224350205,0.0
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,TIMEOUT,138,3,1462,0.09439124487004104,0.021739130434782608
episode,producer_combo x resolution,producer_combo,VOLKITT+WAYNE,resolution,TRANSIT_TO_NEXT_NODE,47,1,1462,0.032147742818057455,0.02127659574468085
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,ACCEPT_AND_FAIL_RETEST,1,0,1462,0.0006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,ACCEPT_AND_HOLD_RETEST,10,0,1462,0.006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,ACCEPT_THROUGH_NODE,1,0,1462,0.0006839945280437756,0.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,NODE_RETIRED,34,0,1462,0.023255813953488372,0.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,RECLAIM_AFTER_BREAK,11,0,1462,0.007523939808481532,0.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,REJECT_TO_ORIGIN,1,1,1462,0.0006839945280437756,1.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,RETURN_TO_SOURCE_NODE,3,0,1462,0.002051983584131327,0.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,TIMEOUT,42,0,1462,0.028727770177838577,0.0
episode,producer_combo x resolution,producer_combo,WAYNE,resolution,TRANSIT_TO_NEXT_NODE,10,1,1462,0.006839945280437756,0.1
attempt,ordinal x resolution,ordinal,1,resolution,ACCEPT_THROUGH_NODE,93,0,7764,0.011978361669242658,0.0
attempt,ordinal x resolution,ordinal,1,resolution,NODE_RETIRED,434,0,7764,0.05589902112313241,0.0
attempt,ordinal x resolution,ordinal,1,resolution,NONE,1,1,7764,0.00012879958784131891,1.0
attempt,ordinal x resolution,ordinal,1,resolution,RECLAIM_AFTER_BREAK,184,0,7764,0.02369912416280268,0.0
attempt,ordinal x resolution,ordinal,1,resolution,REJECT_TO_ORIGIN,399,0,7764,0.051391035548686244,0.0
attempt,ordinal x resolution,ordinal,1,resolution,TIMEOUT,63,0,7764,0.00811437403400309,0.0
attempt,ordinal x resolution,ordinal,10,resolution,ACCEPT_AND_FAIL_RETEST,27,0,7764,0.0034775888717156105,0.0
attempt,ordinal x resolution,ordinal,10,resolution,ACCEPT_AND_HOLD_RETEST,32,0,7764,0.004121586810922205,0.0
attempt,ordinal x resolution,ordinal,10,resolution,ACCEPT_THROUGH_NODE,17,0,7764,0.0021895929933024214,0.0
attempt,ordinal x resolution,ordinal,10,resolution,NODE_RETIRED,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,10,resolution,NONE,3,3,7764,0.0003863987635239567,1.0
attempt,ordinal x resolution,ordinal,10,resolution,RECLAIM_AFTER_BREAK,19,0,7764,0.0024471921689850594,0.0
attempt,ordinal x resolution,ordinal,10,resolution,REJECT_TO_ORIGIN,108,0,7764,0.013910355486862442,0.0
attempt,ordinal x resolution,ordinal,10,resolution,TIMEOUT,11,0,7764,0.001416795466254508,0.0
attempt,ordinal x resolution,ordinal,100,resolution,REJECT_TO_ORIGIN,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,101,resolution,ACCEPT_THROUGH_NODE,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,102,resolution,ACCEPT_AND_FAIL_RETEST,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,103,resolution,RECLAIM_AFTER_BREAK,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,104,resolution,RECLAIM_AFTER_BREAK,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,105,resolution,REJECT_TO_ORIGIN,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,106,resolution,REJECT_TO_ORIGIN,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,107,resolution,RECLAIM_AFTER_BREAK,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,108,resolution,TIMEOUT,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,11,resolution,ACCEPT_AND_FAIL_RETEST,15,0,7764,0.0019319938176197836,0.0
attempt,ordinal x resolution,ordinal,11,resolution,ACCEPT_AND_HOLD_RETEST,25,0,7764,0.0032199896960329725,0.0
attempt,ordinal x resolution,ordinal,11,resolution,ACCEPT_THROUGH_NODE,19,0,7764,0.0024471921689850594,0.0
attempt,ordinal x resolution,ordinal,11,resolution,NODE_RETIRED,12,0,7764,0.0015455950540958269,0.0
attempt,ordinal x resolution,ordinal,11,resolution,RECLAIM_AFTER_BREAK,23,0,7764,0.002962390520350335,0.0
attempt,ordinal x resolution,ordinal,11,resolution,REJECT_TO_ORIGIN,100,0,7764,0.01287995878413189,0.0
attempt,ordinal x resolution,ordinal,11,resolution,TIMEOUT,15,0,7764,0.0019319938176197836,0.0
attempt,ordinal x resolution,ordinal,12,resolution,ACCEPT_AND_FAIL_RETEST,16,0,7764,0.0020607934054611026,0.0
attempt,ordinal x resolution,ordinal,12,resolution,ACCEPT_AND_HOLD_RETEST,27,0,7764,0.0034775888717156105,0.0
attempt,ordinal x resolution,ordinal,12,resolution,ACCEPT_THROUGH_NODE,19,0,7764,0.0024471921689850594,0.0
attempt,ordinal x resolution,ordinal,12,resolution,NODE_RETIRED,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,12,resolution,NONE,1,1,7764,0.00012879958784131891,1.0
attempt,ordinal x resolution,ordinal,12,resolution,RECLAIM_AFTER_BREAK,17,0,7764,0.0021895929933024214,0.0
attempt,ordinal x resolution,ordinal,12,resolution,REJECT_TO_ORIGIN,90,0,7764,0.011591962905718702,0.0
attempt,ordinal x resolution,ordinal,12,resolution,TIMEOUT,15,0,7764,0.0019319938176197836,0.0
attempt,ordinal x resolution,ordinal,13,resolution,ACCEPT_AND_FAIL_RETEST,14,0,7764,0.0018031942297784646,0.0
attempt,ordinal x resolution,ordinal,13,resolution,ACCEPT_AND_HOLD_RETEST,25,0,7764,0.0032199896960329725,0.0
attempt,ordinal x resolution,ordinal,13,resolution,ACCEPT_THROUGH_NODE,16,0,7764,0.0020607934054611026,0.0
attempt,ordinal x resolution,ordinal,13,resolution,NODE_RETIRED,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,13,resolution,RECLAIM_AFTER_BREAK,14,0,7764,0.0018031942297784646,0.0
attempt,ordinal x resolution,ordinal,13,resolution,REJECT_TO_ORIGIN,82,0,7764,0.01056156620298815,0.0
attempt,ordinal x resolution,ordinal,13,resolution,TIMEOUT,17,0,7764,0.0021895929933024214,0.0
attempt,ordinal x resolution,ordinal,14,resolution,ACCEPT_AND_FAIL_RETEST,12,0,7764,0.0015455950540958269,0.0
attempt,ordinal x resolution,ordinal,14,resolution,ACCEPT_AND_HOLD_RETEST,27,0,7764,0.0034775888717156105,0.0
attempt,ordinal x resolution,ordinal,14,resolution,ACCEPT_THROUGH_NODE,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,14,resolution,NODE_RETIRED,11,0,7764,0.001416795466254508,0.0
attempt,ordinal x resolution,ordinal,14,resolution,RECLAIM_AFTER_BREAK,19,0,7764,0.0024471921689850594,0.0
attempt,ordinal x resolution,ordinal,14,resolution,REJECT_TO_ORIGIN,71,0,7764,0.009144770736733643,0.0
attempt,ordinal x resolution,ordinal,14,resolution,TIMEOUT,11,0,7764,0.001416795466254508,0.0
attempt,ordinal x resolution,ordinal,15,resolution,ACCEPT_AND_FAIL_RETEST,12,0,7764,0.0015455950540958269,0.0
attempt,ordinal x resolution,ordinal,15,resolution,ACCEPT_AND_HOLD_RETEST,23,0,7764,0.002962390520350335,0.0
attempt,ordinal x resolution,ordinal,15,resolution,ACCEPT_THROUGH_NODE,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,15,resolution,NODE_RETIRED,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,15,resolution,RECLAIM_AFTER_BREAK,16,0,7764,0.0020607934054611026,0.0
attempt,ordinal x resolution,ordinal,15,resolution,REJECT_TO_ORIGIN,71,0,7764,0.009144770736733643,0.0
attempt,ordinal x resolution,ordinal,15,resolution,TIMEOUT,13,0,7764,0.0016743946419371459,0.0
attempt,ordinal x resolution,ordinal,16,resolution,ACCEPT_AND_FAIL_RETEST,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,16,resolution,ACCEPT_AND_HOLD_RETEST,19,0,7764,0.0024471921689850594,0.0
attempt,ordinal x resolution,ordinal,16,resolution,ACCEPT_THROUGH_NODE,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,16,resolution,NODE_RETIRED,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,16,resolution,RECLAIM_AFTER_BREAK,15,0,7764,0.0019319938176197836,0.0
attempt,ordinal x resolution,ordinal,16,resolution,REJECT_TO_ORIGIN,61,0,7764,0.007856774858320453,0.0
attempt,ordinal x resolution,ordinal,16,resolution,TIMEOUT,14,0,7764,0.0018031942297784646,0.0
attempt,ordinal x resolution,ordinal,17,resolution,ACCEPT_AND_FAIL_RETEST,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,17,resolution,ACCEPT_AND_HOLD_RETEST,18,0,7764,0.00231839258114374,0.0
attempt,ordinal x resolution,ordinal,17,resolution,ACCEPT_THROUGH_NODE,14,0,7764,0.0018031942297784646,0.0
attempt,ordinal x resolution,ordinal,17,resolution,NODE_RETIRED,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,17,resolution,RECLAIM_AFTER_BREAK,13,0,7764,0.0016743946419371459,0.0
attempt,ordinal x resolution,ordinal,17,resolution,REJECT_TO_ORIGIN,52,0,7764,0.006697578567748583,0.0
attempt,ordinal x resolution,ordinal,17,resolution,TIMEOUT,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,18,resolution,ACCEPT_AND_FAIL_RETEST,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,18,resolution,ACCEPT_AND_HOLD_RETEST,19,0,7764,0.0024471921689850594,0.0
attempt,ordinal x resolution,ordinal,18,resolution,ACCEPT_THROUGH_NODE,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,18,resolution,NODE_RETIRED,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,18,resolution,NONE,1,1,7764,0.00012879958784131891,1.0
attempt,ordinal x resolution,ordinal,18,resolution,RECLAIM_AFTER_BREAK,14,0,7764,0.0018031942297784646,0.0
attempt,ordinal x resolution,ordinal,18,resolution,REJECT_TO_ORIGIN,48,0,7764,0.0061823802163833074,0.0
attempt,ordinal x resolution,ordinal,18,resolution,TIMEOUT,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,19,resolution,ACCEPT_AND_FAIL_RETEST,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,19,resolution,ACCEPT_AND_HOLD_RETEST,17,0,7764,0.0021895929933024214,0.0
attempt,ordinal x resolution,ordinal,19,resolution,ACCEPT_THROUGH_NODE,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,19,resolution,NODE_RETIRED,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,19,resolution,RECLAIM_AFTER_BREAK,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,19,resolution,REJECT_TO_ORIGIN,52,0,7764,0.006697578567748583,0.0
attempt,ordinal x resolution,ordinal,19,resolution,TIMEOUT,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,2,resolution,ACCEPT_AND_FAIL_RETEST,46,0,7764,0.00592478104070067,0.0
attempt,ordinal x resolution,ordinal,2,resolution,ACCEPT_AND_HOLD_RETEST,14,0,7764,0.0018031942297784646,0.0
attempt,ordinal x resolution,ordinal,2,resolution,ACCEPT_THROUGH_NODE,66,0,7764,0.008500772797527048,0.0
attempt,ordinal x resolution,ordinal,2,resolution,NODE_RETIRED,126,0,7764,0.01622874806800618,0.0
attempt,ordinal x resolution,ordinal,2,resolution,RECLAIM_AFTER_BREAK,96,0,7764,0.012364760432766615,0.0
attempt,ordinal x resolution,ordinal,2,resolution,REJECT_TO_ORIGIN,298,0,7764,0.03838227717671303,0.0
attempt,ordinal x resolution,ordinal,2,resolution,TIMEOUT,46,0,7764,0.00592478104070067,0.0
attempt,ordinal x resolution,ordinal,20,resolution,ACCEPT_AND_FAIL_RETEST,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,20,resolution,ACCEPT_AND_HOLD_RETEST,16,0,7764,0.0020607934054611026,0.0
attempt,ordinal x resolution,ordinal,20,resolution,ACCEPT_THROUGH_NODE,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,20,resolution,NODE_RETIRED,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,20,resolution,NONE,1,1,7764,0.00012879958784131891,1.0
attempt,ordinal x resolution,ordinal,20,resolution,RECLAIM_AFTER_BREAK,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,20,resolution,REJECT_TO_ORIGIN,40,0,7764,0.005151983513652756,0.0
attempt,ordinal x resolution,ordinal,20,resolution,TIMEOUT,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,21,resolution,ACCEPT_AND_FAIL_RETEST,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,21,resolution,ACCEPT_AND_HOLD_RETEST,17,0,7764,0.0021895929933024214,0.0
attempt,ordinal x resolution,ordinal,21,resolution,ACCEPT_THROUGH_NODE,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,21,resolution,RECLAIM_AFTER_BREAK,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,21,resolution,REJECT_TO_ORIGIN,46,0,7764,0.00592478104070067,0.0
attempt,ordinal x resolution,ordinal,21,resolution,TIMEOUT,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,22,resolution,ACCEPT_AND_FAIL_RETEST,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,22,resolution,ACCEPT_AND_HOLD_RETEST,14,0,7764,0.0018031942297784646,0.0
attempt,ordinal x resolution,ordinal,22,resolution,ACCEPT_THROUGH_NODE,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,22,resolution,NODE_RETIRED,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,22,resolution,NONE,1,1,7764,0.00012879958784131891,1.0
attempt,ordinal x resolution,ordinal,22,resolution,RECLAIM_AFTER_BREAK,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,22,resolution,REJECT_TO_ORIGIN,44,0,7764,0.005667181865018032,0.0
attempt,ordinal x resolution,ordinal,22,resolution,TIMEOUT,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,23,resolution,ACCEPT_AND_FAIL_RETEST,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,23,resolution,ACCEPT_AND_HOLD_RETEST,10,0,7764,0.001287995878413189,0.0
attempt,ordinal x resolution,ordinal,23,resolution,ACCEPT_THROUGH_NODE,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,23,resolution,NODE_RETIRED,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,23,resolution,NONE,1,1,7764,0.00012879958784131891,1.0
attempt,ordinal x resolution,ordinal,23,resolution,RECLAIM_AFTER_BREAK,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,23,resolution,REJECT_TO_ORIGIN,41,0,7764,0.005280783101494075,0.0
attempt,ordinal x resolution,ordinal,23,resolution,TIMEOUT,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,24,resolution,ACCEPT_AND_FAIL_RETEST,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,24,resolution,ACCEPT_AND_HOLD_RETEST,11,0,7764,0.001416795466254508,0.0
attempt,ordinal x resolution,ordinal,24,resolution,ACCEPT_THROUGH_NODE,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,24,resolution,NODE_RETIRED,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,24,resolution,RECLAIM_AFTER_BREAK,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,24,resolution,REJECT_TO_ORIGIN,34,0,7764,0.004379185986604843,0.0
attempt,ordinal x resolution,ordinal,24,resolution,TIMEOUT,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,25,resolution,ACCEPT_AND_FAIL_RETEST,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,25,resolution,ACCEPT_AND_HOLD_RETEST,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,25,resolution,ACCEPT_THROUGH_NODE,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,25,resolution,NODE_RETIRED,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,25,resolution,RECLAIM_AFTER_BREAK,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,25,resolution,REJECT_TO_ORIGIN,38,0,7764,0.004894384337970119,0.0
attempt,ordinal x resolution,ordinal,25,resolution,TIMEOUT,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,26,resolution,ACCEPT_AND_FAIL_RETEST,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,26,resolution,ACCEPT_AND_HOLD_RETEST,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,26,resolution,ACCEPT_THROUGH_NODE,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,26,resolution,NODE_RETIRED,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,26,resolution,RECLAIM_AFTER_BREAK,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,26,resolution,REJECT_TO_ORIGIN,33,0,7764,0.004250386398763524,0.0
attempt,ordinal x resolution,ordinal,26,resolution,TIMEOUT,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,27,resolution,ACCEPT_AND_FAIL_RETEST,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,27,resolution,ACCEPT_AND_HOLD_RETEST,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,27,resolution,ACCEPT_THROUGH_NODE,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,27,resolution,NODE_RETIRED,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,27,resolution,RECLAIM_AFTER_BREAK,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,27,resolution,REJECT_TO_ORIGIN,32,0,7764,0.004121586810922205,0.0
attempt,ordinal x resolution,ordinal,27,resolution,TIMEOUT,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,28,resolution,ACCEPT_AND_FAIL_RETEST,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,28,resolution,ACCEPT_AND_HOLD_RETEST,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,28,resolution,ACCEPT_THROUGH_NODE,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,28,resolution,NODE_RETIRED,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,28,resolution,RECLAIM_AFTER_BREAK,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,28,resolution,REJECT_TO_ORIGIN,29,0,7764,0.0037351880473982485,0.0
attempt,ordinal x resolution,ordinal,28,resolution,TIMEOUT,7,0,7764,0.0009015971148892323,0.0
attempt,ordinal x resolution,ordinal,29,resolution,ACCEPT_AND_FAIL_RETEST,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,29,resolution,ACCEPT_AND_HOLD_RETEST,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,29,resolution,ACCEPT_THROUGH_NODE,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,29,resolution,NODE_RETIRED,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,29,resolution,RECLAIM_AFTER_BREAK,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,29,resolution,REJECT_TO_ORIGIN,28,0,7764,0.0036063884595569293,0.0
attempt,ordinal x resolution,ordinal,29,resolution,TIMEOUT,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,3,resolution,ACCEPT_AND_FAIL_RETEST,36,0,7764,0.00463678516228748,0.0
attempt,ordinal x resolution,ordinal,3,resolution,ACCEPT_AND_HOLD_RETEST,27,0,7764,0.0034775888717156105,0.0
attempt,ordinal x resolution,ordinal,3,resolution,ACCEPT_THROUGH_NODE,55,0,7764,0.00708397733127254,0.0
attempt,ordinal x resolution,ordinal,3,resolution,NODE_RETIRED,69,0,7764,0.008887171561051005,0.0
attempt,ordinal x resolution,ordinal,3,resolution,NONE,3,3,7764,0.0003863987635239567,1.0
attempt,ordinal x resolution,ordinal,3,resolution,RECLAIM_AFTER_BREAK,80,0,7764,0.010303967027305513,0.0
attempt,ordinal x resolution,ordinal,3,resolution,REJECT_TO_ORIGIN,236,0,7764,0.030396702730551263,0.0
attempt,ordinal x resolution,ordinal,3,resolution,TIMEOUT,37,0,7764,0.0047655847501288,0.0
attempt,ordinal x resolution,ordinal,30,resolution,ACCEPT_AND_FAIL_RETEST,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,30,resolution,ACCEPT_AND_HOLD_RETEST,6,0,7764,0.0007727975270479134,0.0
attempt,ordinal x resolution,ordinal,30,resolution,ACCEPT_THROUGH_NODE,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,30,resolution,RECLAIM_AFTER_BREAK,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,30,resolution,REJECT_TO_ORIGIN,27,0,7764,0.0034775888717156105,0.0
attempt,ordinal x resolution,ordinal,30,resolution,TIMEOUT,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,31,resolution,ACCEPT_AND_FAIL_RETEST,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,31,resolution,ACCEPT_AND_HOLD_RETEST,8,0,7764,0.0010303967027305513,0.0
attempt,ordinal x resolution,ordinal,31,resolution,ACCEPT_THROUGH_NODE,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,31,resolution,RECLAIM_AFTER_BREAK,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,31,resolution,REJECT_TO_ORIGIN,26,0,7764,0.0033487892838742917,0.0
attempt,ordinal x resolution,ordinal,31,resolution,TIMEOUT,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,32,resolution,ACCEPT_AND_FAIL_RETEST,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,32,resolution,ACCEPT_AND_HOLD_RETEST,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,32,resolution,ACCEPT_THROUGH_NODE,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,32,resolution,RECLAIM_AFTER_BREAK,2,0,7764,0.00025759917568263783,0.0
attempt,ordinal x resolution,ordinal,32,resolution,REJECT_TO_ORIGIN,24,0,7764,0.0030911901081916537,0.0
attempt,ordinal x resolution,ordinal,32,resolution,TIMEOUT,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,33,resolution,ACCEPT_AND_FAIL_RETEST,4,0,7764,0.0005151983513652757,0.0
attempt,ordinal x resolution,ordinal,33,resolution,ACCEPT_AND_HOLD_RETEST,9,0,7764,0.00115919629057187,0.0
attempt,ordinal x resolution,ordinal,33,resolution,ACCEPT_THROUGH_NODE,5,0,7764,0.0006439979392065945,0.0
attempt,ordinal x resolution,ordinal,33,resolution,NODE_RETIRED,1,0,7764,0.00012879958784131891,0.0
attempt,ordinal x resolution,ordinal,33,resolution,RECLAIM_AFTER_BREAK,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,33,resolution,REJECT_TO_ORIGIN,20,0,7764,0.002575991756826378,0.0
attempt,ordinal x resolution,ordinal,33,resolution,TIMEOUT,3,0,7764,0.0003863987635239567,0.0
attempt,ordinal x resolution,ordinal,34,resolution,ACCEPT_AND_FAIL_RETEST,4,0,7764,0.0005151983513652757,0.0
