run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	4	1	1	\N	1785734700	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	6	1	1	2	1785741000	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	9	2	2	\N	1785751500	2	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	11	2	2	3	1785797100	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	22	3	3	\N	1785820500	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	24	3	3	4	1785826800	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	29	4	4	\N	1785833400	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	31	4	4	5	1785839700	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	44	5	5	\N	1785852600	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	46	5	5	6	1785860100	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	49	6	6	\N	1785862800	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	51	6	6	7	1785896100	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	58	7	7	\N	1785906900	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	60	7	7	8	1785913200	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	65	8	8	\N	1785918300	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	67	8	8	9	1785924600	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	70	9	9	\N	1785927300	2	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	72	9	9	10	1785936600	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	75	10	10	\N	1785940200	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	77	10	10	11	1785946500	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	80	11	11	\N	1785948900	1	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	82	11	11	12	1785965700	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	87	12	12	\N	1785970800	2	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	89	12	12	13	1786002000	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	94	13	13	\N	1786010400	2	1	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	96	13	13	14	1786024200	3	2	4
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	101	14	14	\N	1786029300	2	1	0
