run_key	sequence	compression_id	bar_time	event_code	event_direction	state_code	terminal_reason_code
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	1	1	1785724500	1	0	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	2	1	1785732900	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	3	1	1785734700	6	1	5	1
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	5	2	1785741000	1	0	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	7	2	1785749700	3	-1	4	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	8	2	1785751500	7	-1	5	2
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	10	3	1785797100	1	0	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	12	3	1785807000	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	13	3	1785808500	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	14	3	1785809700	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	15	3	1785810900	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	16	3	1785811500	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	17	3	1785813000	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	18	3	1785816000	3	-1	4	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	19	3	1785816900	5	-1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	20	3	1785818700	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	21	3	1785820500	6	1	5	1
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	23	4	1785826800	1	0	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	25	4	1785829500	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	26	4	1785830400	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	27	4	1785831600	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	28	4	1785833400	6	1	5	1
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	30	5	1785839700	1	0	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	32	5	1785841500	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	33	5	1785841800	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	34	5	1785842100	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	35	5	1785842400	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	36	5	1785842700	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	37	5	1785843000	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	38	5	1785845100	3	-1	4	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	39	5	1785846300	5	-1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	40	5	1785849600	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	41	5	1785849900	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	42	5	1785850800	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	43	5	1785852600	6	1	5	1
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	45	6	1785860100	1	0	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	47	6	1785861000	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	48	6	1785862800	6	1	5	1
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	50	7	1785896100	1	0	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	52	7	1785899400	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	53	7	1785899700	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	54	7	1785900300	2	1	3	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	55	7	1785900900	4	1	2	0
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	56	7	1785905100	2	1	3	0
