run_key	compression_id	start_time	confirm_time	terminal_time	terminal_reason_code	terminal_reason	direction	escape_count	sample_count	seed_top	seed_bottom	seed_mid	terminal_contain_top	terminal_contain_bottom	terminal_contain_mid
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	1	1785718800	1785724500	1785734700	1	CLOSED_UP	1	1	35	28515.1651031047076685	28433.0748968952830182	28474.1199999999953434	28561.2000000000007276	28421.0000000000000000	28491.0999999999985448
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	2	1785735300	1785741000	1785751500	2	CLOSED_DOWN	-1	1	36	28581.6289369983460347	28502.6210630016539654	28542.1250000000000000	28581.6289369983460347	28444.5999999999985449	28513.1144684991741087
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	3	1785791400	1785797100	1785820500	1	CLOSED_UP	1	5	67	28827.3544273472398345	28754.5355726527595835	28790.9449999999997090	28928.2999999999992724	28712.4000000000014552	28820.3499999999985448
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	4	1785821100	1785826800	1785833400	1	CLOSED_UP	1	2	23	28889.2212608615081990	28820.7987391384958756	28855.0100000000020373	28955.0000000000000000	28820.7987391384958756	28887.8993695692479378
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	5	1785834000	1785839700	1785852600	1	CLOSED_UP	1	6	44	28990.6973899843724212	28924.6326100156293251	28957.6650000000008732	29029.9000000000014552	28888.5000000000000000	28959.2000000000007276
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	6	1785854400	1785860100	1785862800	1	CLOSED_UP	1	1	10	29130.0833943787292810	29066.7266056212683907	29098.4049999999988359	29383.2999999999992724	29066.7266056212683907	29225.0133028106356505
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	7	1785886800	1785896100	1785906900	1	CLOSED_UP	1	3	37	29735.8054681635330781	29671.9545318364544074	29703.8799999999937427	29770.7000000000007276	29671.9545318364544074	29721.3272659182257485
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	8	1785907500	1785913200	1785918300	1	CLOSED_UP	1	2	18	29784.8242829184491712	29723.5357170815514110	29754.1800000000002911	29831.4000000000014552	29723.5357170815514110	29777.4678585407746141
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	9	1785918900	1785924600	1785927300	2	CLOSED_DOWN	-1	1	10	29869.5413165779864358	29810.1186834220025048	29839.8299999999944703	29869.5413165779864358	29767.9000000000014552	29818.7206582889921265
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	10	1785930900	1785936600	1785940200	1	CLOSED_UP	1	1	13	29766.1760908004107478	29707.8839091996014759	29737.0300000000061118	29810.2999999999992724	29707.8839091996014759	29759.0919545998003741
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	11	1785940800	1785946500	1785948900	1	CLOSED_UP	1	1	9	29834.5069572171487380	29776.9730427828544634	29805.7400000000016008	29954.7000000000007276	29776.9730427828544634	29865.8365213914294146
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	12	1785960000	1785965700	1785970800	2	CLOSED_DOWN	-1	2	18	29671.6553199045301881	29609.3546800954645733	29640.5049999999973807	29671.6553199045301881	29428.0000000000000000	29549.8276599522650941
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	13	1785996300	1786002000	1786010400	2	CLOSED_DOWN	-1	2	29	29472.9570438126720546	29412.1129561873349303	29442.5350000000034925	29476.2999999999992724	29364.9000000000014552	29420.5999999999985449
RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	14	1786018500	1786024200	1786029300	2	CLOSED_DOWN	-1	2	18	29407.1332514994537633	29348.1367485005430353	29377.6349999999983993	29407.1332514994537633	29245.5999999999985449	29326.3666257497243351
