run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	4	1	1	\N	1783913400	1	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	6	1	1	2	1783927800	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	9	2	2	\N	1783929900	2	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	11	2	2	3	1783948500	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	14	3	3	\N	1783956000	2	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	16	3	3	4	1783979700	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	19	4	4	\N	1783983000	2	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	21	4	4	5	1783993500	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	24	5	5	\N	1783996200	2	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	26	5	5	6	1784034300	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	35	6	6	\N	1784044800	1	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	37	6	6	7	1784065200	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	46	7	7	\N	1784084100	1	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	48	7	7	8	1784096400	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	69	8	8	\N	1784129400	2	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	71	8	8	9	1784165400	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	86	9	9	\N	1784182800	1	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	88	9	9	10	1784189100	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	97	10	10	\N	1784195400	2	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	99	10	10	11	1784257200	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	102	11	11	\N	1784259300	2	1	0
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	104	11	11	12	1784299500	3	2	4
RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	107	12	12	\N	1784302500	2	1	0
