run_key	compression_id	start_time	confirm_time	terminal_time	terminal_reason_code	terminal_reason	direction	escape_count	sample_count	seed_top	seed_bottom	seed_mid	terminal_contain_top	terminal_contain_bottom	terminal_contain_mid
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	1	1777867800	1777873500	1777883700	1	CLOSED_UP	1	3	35	59834.7983192208557739	59706.9016807791413158	59770.8499999999985449	59952.0000000000000000	59655.0000000000000000	59803.5000000000000000
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	2	1777892400	1777898100	1777901400	2	CLOSED_DOWN	-1	1	12	59742.0292955819750205	59619.7707044180278900	59680.9000000000014552	59742.0292955819750205	59077.0000000000000000	59409.5146477909875103
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	3	1777932300	1777938000	1777945200	1	CLOSED_UP	1	2	13	59466.5386099701790954	59336.4613900298209047	59401.5000000000000000	59533.0000000000000000	59336.4613900298209047	59434.7306950149068144
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	4	1777949400	1777955100	1777959000	1	CLOSED_UP	1	1	14	59439.4114191995540750	59312.3885808004488354	59375.9000000000014552	59534.0000000000000000	59312.3885808004488354	59423.1942904002207797
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	5	1777961100	1777966800	1777976700	1	CLOSED_UP	1	3	34	59633.4913018306833692	59511.0086981693166308	59572.2500000000000000	59814.0000000000000000	59481.0000000000000000	59647.5000000000000000
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	6	1777978500	1777984200	1777991400	1	CLOSED_UP	1	2	25	59815.0953997482647537	59695.5046002517410671	59755.3000000000029104	59939.0000000000000000	59695.5046002517410671	59817.2523001258668956
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	7	1778006100	1778011800	1778014500	1	CLOSED_UP	1	1	10	60545.3143604531869642	60429.7856395468188567	60487.5500000000029104	60619.0000000000000000	60429.7856395468188567	60524.3928197734057904
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	8	1778015100	1778020800	1778029800	1	CLOSED_UP	1	4	20	60653.9347927539565718	60541.9652072460376076	60597.9499999999970896	60722.0000000000000000	60509.0000000000000000	60615.5000000000000000
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	9	1778058000	1778063700	1778067000	1	CLOSED_UP	1	1	12	61300.2235136685339967	61185.4764863314630930	61242.8499999999985449	61490.0000000000000000	61185.4764863314630930	61337.7382431657315465
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	10	1778245800	1778251500	1778255700	1	CLOSED_UP	1	3	15	62859.3405649608030217	62721.7594350392027991	62790.5500000000029104	63053.0000000000000000	62721.7594350392027991	62887.3797175196013996
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	11	1778259900	1778265600	1778268600	1	CLOSED_UP	1	2	11	63227.4848373127824744	63089.2151626872146153	63158.3499999999985448	63318.0000000000000000	63089.2151626872146153	63203.6075813436036697
