run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	8	1	1	\N	1777883700	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	10	1	1	2	1777898100	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	13	2	2	\N	1777901400	2	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	15	2	2	3	1777938000	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	20	3	3	\N	1777945200	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	22	3	3	4	1777955100	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	25	4	4	\N	1777959000	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	27	4	4	5	1777966800	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	34	5	5	\N	1777976700	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	36	5	5	6	1777984200	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	41	6	6	\N	1777991400	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	43	6	6	7	1778011800	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	46	7	7	\N	1778014500	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	48	7	7	8	1778020800	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	57	8	8	\N	1778029800	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	59	8	8	9	1778063700	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	62	9	9	\N	1778067000	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	63	9	9	\N	1778224200	4	3	5
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	71	10	10	\N	1778255700	1	1	0
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	73	10	10	11	1778265600	3	2	4
RG3_JPN225_PERIOD_M5_1777852800_1778457600_731365208587059786	78	11	11	\N	1778268600	1	1	0
