object_kind	run_key	canonical_instrument	object_id	terminal_reason_code	censored	eligible	representation	candidate_id
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	3	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	4	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	5	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	6	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	7	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	8	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	9	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	10	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	11	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	12	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	13	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	1	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	2	1	0	1	summary_geometry_v1	C2
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	3	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	4	1	0	1	summary_geometry_v1	C2
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	5	1	0	1	summary_geometry_v1	C2
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	6	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	7	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	8	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	9	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	10	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	11	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	1	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	2	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	3	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	4	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	5	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	6	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	7	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	8	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	9	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	10	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	11	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	12	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	1	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	2	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	3	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	4	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	5	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	6	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	7	1	0	1	summary_geometry_v1	C2
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	8	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	9	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	10	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	11	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	12	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	13	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	1	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	2	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	3	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	4	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	5	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	6	1	0	1	summary_geometry_v1	C2
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	7	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	8	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	9	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	10	1	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	11	1	0	1	summary_geometry_v1	C2
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	12	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	13	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	14	2	0	1	summary_geometry_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	1	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	2	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	3	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	4	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	5	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	6	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	7	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	8	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	9	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	10	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	11	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	12	6	1	0	resampled_shape_v1	\N
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	1	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	2	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	3	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	4	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	5	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	6	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	7	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	8	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	9	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	10	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	11	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	12	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	13	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	1	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	2	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	3	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	4	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	5	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	6	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	7	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	8	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	9	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	10	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	11	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	1	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	2	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	3	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	4	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	5	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	6	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	7	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	8	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	9	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	10	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	11	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	12	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	1	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	2	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	3	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	4	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	5	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	6	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	7	1	0	1	resampled_shape_v1	C2
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	8	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	9	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	10	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	11	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	12	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	13	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	1	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	2	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	3	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	4	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	5	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	6	1	0	1	resampled_shape_v1	C2
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	7	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	8	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	9	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	10	1	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	11	1	0	1	resampled_shape_v1	C2
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	12	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	13	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_USTEC_PERIOD_M5_1785715200_1786060800_7485449445728991300	USTEC	14	2	0	1	resampled_shape_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	1	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	2	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	3	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	4	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	5	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	6	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	7	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	8	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	9	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	10	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	11	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_DE40_PERIOD_M5_1785715200_1786060800_2606365987753202252	DE40	12	6	1	0	hybrid_mirrored_v1	\N
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	1	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	2	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	3	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	4	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	5	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	6	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	7	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	8	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	9	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	10	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	11	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	12	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	13	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	1	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	2	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	3	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	4	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	5	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	6	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	7	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	8	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	9	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	10	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_JPN225_PERIOD_M5_1785715200_1786060800_16673594142441126755	JPN225	11	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	1	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	2	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	3	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	4	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	5	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	6	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	7	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	8	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	9	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	10	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	11	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US30_PERIOD_M5_1785715200_1786060800_11126998680303349651	US30	12	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	1	1	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	2	2	0	1	hybrid_mirrored_v1	C1
COMPRESSION	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	3	1	0	1	hybrid_mirrored_v1	C1
