run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	4	1	1	\N	1781507100	2	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	6	1	1	2	1781513400	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	11	2	2	\N	1781523300	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	13	2	2	3	1781530800	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	18	3	3	\N	1781550300	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	20	3	3	4	1781556600	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	25	4	4	\N	1781574000	2	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	27	4	4	5	1781586900	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	30	5	5	\N	1781592600	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	32	5	5	6	1781610000	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	43	6	6	\N	1781622900	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	45	6	6	7	1781644500	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	50	7	7	\N	1781650800	2	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	52	7	7	8	1781660700	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	61	8	8	\N	1781667300	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	63	8	8	9	1781676000	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	66	9	9	\N	1781680200	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	68	9	9	10	1781688900	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	73	10	10	\N	1781696400	2	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	75	10	10	11	1781707500	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	78	11	11	\N	1781710500	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	80	11	11	12	1781727000	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	85	12	12	\N	1781732100	2	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	87	12	12	13	1781772300	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	96	13	13	\N	1781779500	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	98	13	13	14	1781807400	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	103	14	14	\N	1781811300	1	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	105	14	14	15	1781817600	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	112	15	15	\N	1781831400	2	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	114	15	15	16	1781872200	3	2	4
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	117	16	16	\N	1781877900	2	1	0
RG3_JPN225_PERIOD_M5_1781481600_1782086400_9437459071525760070	119	16	16	17	1781889900	3	2	4
