run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	6	1	1	\N	1768199400	2	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	8	1	1	2	1768210200	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	13	2	2	\N	1768214700	2	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	15	2	2	3	1768225800	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	18	3	3	\N	1768228200	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	20	3	3	4	1768234500	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	23	4	4	\N	1768237200	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	25	4	4	5	1768274700	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	32	5	5	\N	1768280700	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	34	5	5	6	1768287000	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	41	6	6	\N	1768293600	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	43	6	6	7	1768311300	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	46	7	7	\N	1768314000	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	48	7	7	8	1768353900	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	51	8	8	\N	1768363800	2	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	53	8	8	9	1768372200	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	56	9	9	\N	1768374300	2	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	58	9	9	10	1768380900	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	65	10	10	\N	1768389900	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	67	10	10	11	1768453800	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	76	11	11	\N	1768466400	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	78	11	11	12	1768472700	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	83	12	12	\N	1768476000	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	85	12	12	13	1768482300	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	88	13	13	\N	1768492200	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	90	13	13	14	1768531500	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	95	14	14	\N	1768536000	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	97	14	14	15	1768543800	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	110	15	15	\N	1768554600	1	1	0
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	112	15	15	16	1768565400	3	2	4
RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	115	16	16	\N	1768572900	2	1	0
