run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	6	1	1	\N	1774255200	2	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	8	1	1	2	1774312800	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	11	2	2	\N	1774315200	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	13	2	2	3	1774326900	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	20	3	3	\N	1774342200	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	22	3	3	4	1774358100	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	29	4	4	\N	1774364400	2	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	31	4	4	5	1774401300	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	36	5	5	\N	1774407600	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	38	5	5	6	1774417200	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	43	6	6	\N	1774421100	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	45	6	6	7	1774430700	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	48	7	7	\N	1774433700	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	50	7	7	8	1774443300	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	53	8	8	\N	1774445400	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	55	8	8	9	1774473900	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	60	9	9	\N	1774479300	2	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	62	9	9	10	1774490100	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	65	10	10	\N	1774493100	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	67	10	10	11	1774514400	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	70	11	11	\N	1774521600	2	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	72	11	11	12	1774560000	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	79	12	12	\N	1774565100	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	81	12	12	13	1774575600	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	84	13	13	\N	1774577700	1	1	0
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	86	13	13	14	1774584000	3	2	4
RG3_US30_PERIOD_M5_1774224000_1774828800_14068181511802716677	89	14	14	\N	1774596300	1	1	0
