run_key	sequence	expansion_id	origin_compression_id	destination_compression_id	bar_time	event_code	state_code	terminal_reason_code
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	4	1	1	\N	1781494800	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	6	1	1	2	1781501100	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	11	2	2	\N	1781510400	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	13	2	2	3	1781516700	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	16	3	3	\N	1781523300	2	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	18	3	3	4	1781554200	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	21	4	4	\N	1781558400	2	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	23	4	4	5	1781577600	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	32	5	5	\N	1781592300	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	34	5	5	6	1781605200	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	43	6	6	\N	1781624700	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	45	6	6	7	1781664600	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	48	7	7	\N	1781670600	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	50	7	7	8	1781708100	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	59	8	8	\N	1781715600	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	61	8	8	9	1781758200	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	68	9	9	\N	1781774100	2	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	70	9	9	10	1781812200	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	73	10	10	\N	1781814900	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	75	10	10	11	1781837400	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	78	11	11	\N	1781843700	2	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	80	11	11	12	1781851200	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	83	12	12	\N	1781856000	2	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	85	12	12	13	1781872200	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	90	13	13	\N	1781876400	2	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	92	13	13	14	1781883000	3	2	4
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	99	14	14	\N	1781886300	1	1	0
RG3_US30_PERIOD_M5_1781481600_1782086400_9939459563788191184	101	14	14	15	1781897700	3	2	4
