run_key	sequence	compression_id	bar_time	event_code	event_direction	state_code	terminal_reason_code
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	1	1	1768195500	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	2	1	1768201800	3	-1	4	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	3	1	1768202100	5	-1	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	4	1	1768202400	3	-1	4	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	5	1	1768204200	7	-1	5	2
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	7	2	1768248600	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	9	2	1768252500	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	10	2	1768252800	4	1	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	11	2	1768253100	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	12	2	1768254900	6	1	5	1
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	14	3	1768284000	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	16	3	1768285500	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	17	3	1768285800	4	1	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	18	3	1768287000	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	19	3	1768287600	4	1	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	20	3	1768289100	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	21	3	1768289400	4	1	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	22	3	1768290000	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	23	3	1768291800	6	1	5	1
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	25	4	1768338900	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	27	4	1768342800	3	-1	4	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	28	4	1768344600	7	-1	5	2
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	30	5	1768354500	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	32	5	1768357200	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	33	5	1768359000	6	1	5	1
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	35	6	1768372500	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	37	6	1768373400	3	-1	4	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	38	6	1768373700	5	-1	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	39	6	1768374000	3	-1	4	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	40	6	1768375800	7	-1	5	2
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	42	7	1768423800	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	44	7	1768424100	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	45	7	1768425900	6	1	5	1
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	47	8	1768512900	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	49	8	1768514100	3	-1	4	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	50	8	1768515900	7	-1	5	2
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	52	9	1768530900	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	54	9	1768532700	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	55	9	1768533000	4	1	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	56	9	1768533900	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	57	9	1768535700	6	1	5	1
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	59	10	1768542000	1	0	2	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	61	10	1768554300	2	1	3	0
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	62	10	1768555200	4	1	2	0
