run_key	compression_id	start_time	confirm_time	terminal_time	terminal_reason_code	terminal_reason	direction	escape_count	sample_count	seed_top	seed_bottom	seed_mid	terminal_contain_top	terminal_contain_bottom	terminal_contain_mid
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	1	1768189800	1768195500	1768204200	2	CLOSED_DOWN	-1	2	30	8352.7608410690045276	8344.2891589309911069	8348.5249999999978173	8352.7608410690045276	8336.6000000000003638	8344.6804205345033552
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	2	1768242900	1768248600	1768254900	1	CLOSED_UP	1	2	22	8365.6999605229575537	8357.1500394770409912	8361.4249999999992724	8369.2999999999992724	8357.1500394770409912	8363.2250197385201318
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	3	1768278300	1768284000	1768291800	1	CLOSED_UP	1	4	27	8370.6652682820804330	8362.6847317179217499	8366.6750000000010914	8373.2000000000007276	8362.6847317179217499	8367.9423658589621482
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	4	1768333200	1768338900	1768344600	2	CLOSED_DOWN	-1	1	20	8360.6068012617397472	8351.9631987382672378	8356.2850000000034925	8360.6068012617397472	8344.1000000000003638	8352.3534006308691460
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	5	1768345200	1768354500	1768359000	1	CLOSED_UP	1	1	16	8353.0534976005856151	8344.6465023994187505	8348.8500000000021828	8357.7000000000007276	8344.6465023994187505	8351.1732511997106485
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	6	1768366800	1768372500	1768375800	2	CLOSED_DOWN	-1	2	12	8363.8073818358134304	8355.8926181641909353	8359.8500000000021828	8363.8073818358134304	8351.2000000000007276	8357.5036909179070790
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	7	1768418100	1768423800	1768425900	1	CLOSED_UP	1	1	8	8336.6234933988871490	8327.7565066011211457	8332.1900000000041473	8345.1000000000003638	8327.7565066011211457	8336.4282533005607547
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	8	1768507200	1768512900	1768515900	2	CLOSED_DOWN	-1	1	11	8311.3910022137861233	8302.0689977862166415	8306.7300000000013825	8311.3910022137861233	8288.1000000000003638	8299.7455011068923341
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	9	1768525200	1768530900	1768535700	1	CLOSED_UP	1	2	17	8299.5062144808071026	8290.6437855191943527	8295.0750000000007276	8303.2000000000007276	8290.6437855191943527	8296.9218927595975402
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	10	1768536300	1768542000	1768561200	2	CLOSED_DOWN	-1	3	65	8305.0945677678610082	8296.6554322321426299	8300.8750000000018190	8316.3999999999996362	8273.1000000000003638	8294.7500000000000000
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	11	1768588200	1768593900	1768601100	1	CLOSED_UP	1	3	25	8259.2283139004830446	8250.2916860995210300	8254.7600000000020373	8265.1000000000003638	8250.2916860995210300	8257.6958430497616064
RG3_FRA40_PERIOD_M5_1768176000_1768780800_7648442211186610174	12	1768601700	1768607400	1768780800	6	TEST_END_CENSORED	0	0	2	8263.1312521599375032	8254.5087478400619148	8258.8199999999997090	8263.1312521599375032	8254.5087478400619148	8258.8199999999997090
