contract	record_type	run_key	invocation_id	research_generation	source_auction_generation	raw_schema_version	compression_grammar_version	expansion_grammar_version	canonical_instrument	broker_symbol	timeframe	window_start	window_end	config_hash	data_source_id	data_fingerprint	terminal_reason	balanced	compression_started	compression_completed	compression_censored	compression_active	expansion_started	expansion_completed	expansion_censored	expansion_active	compression_samples	expansion_samples	relations
NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1	START	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363_I1771027200_6359478358520969175	3	2	1	2	1	USTEC	USTEC	5	1771200000	1771804800	11558041990222457072	BROKER_MT5	RG3Q1_USTEC_1771200000_1771804800	0	1	0	0	0	0	0	0	0	0	0	0	0
NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1	END	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363_I1771027200_6359478358520969175	3	2	1	2	1	USTEC	USTEC	5	1771200000	1771804800	11558041990222457072	BROKER_MT5	RG3Q1_USTEC_1771200000_1771804800	6	1	15	15	0	0	15	14	1	0	493	835	105
