run_key	expansion_id	bar_time	age_bars	open	high	low	close	state_code	origin_atr	origin_terminal_price	raw_displacement	raw_max_displacement	raw_opposite_displacement	raw_return_depth	raw_close_path_length	raw_velocity_per_bar	raw_acceleration_per_bar2
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771236000	0	24792.5999999999985449	24798.7000000000007276	24772.5999999999985449	24789.0999999999985448	1	26.6629687861145257	24789.0999999999985448	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771236300	1	24789.7000000000007276	24815.0000000000000000	24784.5000000000000000	24815.0000000000000000	1	26.6629687861145257	24789.0999999999985448	25.9000000000014552	25.9000000000014552	0.0000000000000000	0.0000000000000000	25.9000000000014552	25.9000000000014552	25.9000000000014552
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771236600	2	24814.5000000000000000	24816.0999999999985448	24792.5999999999985449	24798.9000000000014552	1	26.6629687861145257	24789.0999999999985448	9.8000000000029104	25.9000000000014552	0.0000000000000000	16.0999999999985448	42.0000000000000000	-16.0999999999985448	-42.0000000000000000
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771236900	3	24799.0999999999985448	24817.0000000000000000	24795.5000000000000000	24814.7000000000007276	1	26.6629687861145257	24789.0999999999985448	25.6000000000021828	25.9000000000014552	0.0000000000000000	0.2999999999992724	57.7999999999992725	15.7999999999992725	31.8999999999978173
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771237200	4	24814.5999999999985449	24828.5000000000000000	24806.7000000000007276	24813.0000000000000000	1	26.6629687861145257	24789.0999999999985448	23.9000000000014552	25.9000000000014552	0.0000000000000000	2.0000000000000000	59.5000000000000000	-1.7000000000007276	-17.5000000000000000
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771237500	5	24812.7000000000007276	24816.7000000000007276	24800.0000000000000000	24805.0000000000000000	1	26.6629687861145257	24789.0999999999985448	15.9000000000014552	25.9000000000014552	0.0000000000000000	10.0000000000000000	67.5000000000000000	-8.0000000000000000	-6.2999999999992724
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771237800	6	24804.9000000000014552	24811.9000000000014552	24794.5999999999985449	24798.4000000000014552	1	26.6629687861145257	24789.0999999999985448	9.3000000000029104	25.9000000000014552	0.0000000000000000	16.5999999999985449	74.0999999999985448	-6.5999999999985449	1.4000000000014552
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771238100	7	24798.5000000000000000	24801.0999999999985448	24784.7000000000007276	24796.5000000000000000	1	26.6629687861145257	24789.0999999999985448	7.4000000000014552	25.9000000000014552	0.0000000000000000	18.5000000000000000	76.0000000000000000	-1.9000000000014552	4.6999999999970897
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771238400	8	24796.5999999999985449	24814.0999999999985448	24793.5999999999985449	24813.5000000000000000	1	26.6629687861145257	24789.0999999999985448	24.4000000000014552	25.9000000000014552	0.0000000000000000	1.5000000000000000	93.0000000000000000	17.0000000000000000	18.9000000000014552
RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	1	1771238700	9	24813.5000000000000000	24834.9000000000014552	24809.2000000000007276	24820.2000000000007276	1	26.6629687861145257	24789.0999999999985448	31.1000000000021828	31.1000000000021828	0.0000000000000000	0.0000000000000000	99.7000000000007276	6.7000000000007276	-10.2999999999992724
