contract	record_type	run_key	invocation_id	research_generation	source_auction_generation	raw_schema_version	compression_grammar_version	expansion_grammar_version	canonical_instrument	broker_symbol	timeframe	window_start	window_end	config_hash	data_source_id	data_fingerprint	terminal_reason	balanced	compression_started	compression_completed	compression_censored	compression_active	expansion_started	expansion_completed	expansion_censored	expansion_active	compression_samples	expansion_samples	relations
NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1	START	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789_I1783728000_12793538680013863745	3	2	1	2	1	FRA40	FRA40	5	1783900800	1784505600	11558041990222457072	BROKER_MT5	RG3Q1_FRA40_1783900800_1784505600	0	1	0	0	0	0	0	0	0	0	0	0	0
NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1	END	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789_I1783728000_12793538680013863745	3	2	1	2	1	FRA40	FRA40	5	1783900800	1784505600	11558041990222457072	BROKER_MT5	RG3Q1_FRA40_1783900800_1784505600	6	1	9	9	0	0	9	8	1	0	232	1142	31
