run_key	relation_id	bar_time	relation_code	source_kind	source_id	destination_kind	destination_id	structural_snapshot_hash
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	1	1771224000	1	EXPANSION	1	COMPRESSION	1	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	2	1771224000	3	EXPANSION	1	NODE	12369224683561055247	16588863348025275076
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	3	1771226700	3	EXPANSION	1	NODE	8854167311435559148	6801672823018404595
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	4	1771242600	3	EXPANSION	1	NODE	1409763914622041117	6998327000636658661
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	5	1771272900	2	EXPANSION	1	COMPRESSION	2	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	6	1771272900	3	EXPANSION	1	NODE	1409763914622041117	3879462712430836965
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	7	1771292100	1	EXPANSION	2	COMPRESSION	2	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	8	1771292100	3	EXPANSION	2	NODE	13222477179886420363	10001166579915785080
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	9	1771293300	3	EXPANSION	2	NODE	1386751916309169008	5062739471567370649
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	10	1771300200	3	EXPANSION	2	NODE	5939505893029492334	3888190878966529095
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	11	1771300500	3	EXPANSION	2	NODE	14784705847374300139	7575464440139001779
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	12	1771304400	3	EXPANSION	2	NODE	14784705847374300139	6620346310745719836
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	13	1771305900	2	EXPANSION	2	COMPRESSION	3	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	14	1771305900	3	EXPANSION	2	NODE	14784705847374300139	15338802692572529716
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	15	1771308000	1	EXPANSION	3	COMPRESSION	3	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	16	1771308000	3	EXPANSION	3	NODE	4469957413505004284	7004335457560201028
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	17	1771309800	3	EXPANSION	3	NODE	17036763258487829376	16505819947636315356
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	18	1771312800	3	EXPANSION	3	NODE	6097552514976955855	4842630545066482497
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	19	1771314300	2	EXPANSION	3	COMPRESSION	4	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	20	1771314300	3	EXPANSION	3	NODE	6097552514976955855	5531989841486173014
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	21	1771323600	1	EXPANSION	4	COMPRESSION	4	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	22	1771323600	3	EXPANSION	4	NODE	13691900653204788515	15883891715331857333
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	23	1771323900	3	EXPANSION	4	NODE	15368887615763355431	14322798058139078700
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	24	1771324800	3	EXPANSION	4	NODE	13691900653204788515	3706016500450202505
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	25	1771325700	3	EXPANSION	4	NODE	15368887615763355431	12794906758032765239
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	26	1771326000	3	EXPANSION	4	NODE	1386751916309169008	12688918138600614584
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	27	1771332900	3	EXPANSION	4	NODE	16787620551670270931	18273460928477093099
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	28	1771333200	3	EXPANSION	4	NODE	1386751916309169008	5261649943848498793
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	29	1771333500	3	EXPANSION	4	NODE	15368887615763355431	5261649943848498793
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	30	1771333800	3	EXPANSION	4	NODE	1386751916309169008	407624915806964910
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	31	1771334100	3	EXPANSION	4	NODE	15368887615763355431	5209860167523878823
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	32	1771334700	3	EXPANSION	4	NODE	1386751916309169008	2422925638110687811
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	33	1771338600	3	EXPANSION	4	NODE	16787620551670270931	3634229971159382488
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	34	1771338900	3	EXPANSION	4	NODE	15368887615763355431	6358546038124152293
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	35	1771340100	3	EXPANSION	4	NODE	13691900653204788515	18406211120647290773
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	36	1771341600	3	EXPANSION	4	NODE	16787620551670270931	11460979868737395081
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	37	1771342500	3	EXPANSION	4	NODE	16787620551670270931	1665966118845691148
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	38	1771342800	3	EXPANSION	4	NODE	1386751916309169008	10845091874492993807
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	39	1771366200	2	EXPANSION	4	COMPRESSION	5	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	40	1771366200	3	EXPANSION	4	NODE	1386751916309169008	17301293334623965184
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	41	1771380000	1	EXPANSION	5	COMPRESSION	5	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	42	1771391700	2	EXPANSION	5	COMPRESSION	6	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	43	1771391700	3	EXPANSION	5	NODE	1386751916309169008	6894414081474476480
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	44	1771396500	1	EXPANSION	6	COMPRESSION	6	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	45	1771402800	2	EXPANSION	6	COMPRESSION	7	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	46	1771402800	3	EXPANSION	6	NODE	1386751916309169008	961187371369131105
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	47	1771410600	1	EXPANSION	7	COMPRESSION	7	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	48	1771422900	3	EXPANSION	7	NODE	11280015016919022378	3559567194451296502
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	49	1771467600	2	EXPANSION	7	COMPRESSION	8	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	50	1771467600	3	EXPANSION	7	NODE	11280015016919022378	4871187097770807136
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	51	1771471800	1	EXPANSION	8	COMPRESSION	8	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	52	1771478100	2	EXPANSION	8	COMPRESSION	9	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	53	1771478100	3	EXPANSION	8	NODE	11280015016919022378	8176987520432446832
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	54	1771485900	1	EXPANSION	9	COMPRESSION	9	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	55	1771493100	2	EXPANSION	9	COMPRESSION	10	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	56	1771493100	3	EXPANSION	9	NODE	11280015016919022378	14256421997910623722
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	57	1771498800	1	EXPANSION	10	COMPRESSION	10	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	58	1771502100	3	EXPANSION	10	NODE	6771941729151869297	14722980369293484420
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	59	1771502400	3	EXPANSION	10	NODE	11280015016919022378	12780764029942504769
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	60	1771538100	2	EXPANSION	10	COMPRESSION	11	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	61	1771538100	3	EXPANSION	10	NODE	11280015016919022378	5029725383764240801
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	62	1771549200	1	EXPANSION	11	COMPRESSION	11	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	63	1771549200	3	EXPANSION	11	NODE	972119576566971171	8130581675410635689
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	64	1771560000	2	EXPANSION	11	COMPRESSION	12	0
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	65	1771560000	3	EXPANSION	11	NODE	972119576566971171	17264874650044590808
RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	66	1771575300	1	EXPANSION	12	COMPRESSION	12	0
