P2_root	P2T_root	classification	primary_checkpoint	session_id	civil_date	offset	selected_ordinal	parent_gap	calendar_gap	raw_difference	raw_cumulative	z_difference	z_cumulative
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250312	2025-03-12	120	85	6	9	0.16626945037827814	1.93390994998449295	0.13100721302105406	2.43529940552594537
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250317	2025-03-17	120	86	3	5	0.14548296346278947	2.07939291344728261	0.11607188894430664	2.55137129447025224
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250328	2025-03-28	120	87	9	11	0.10448229980600190	2.18387521325328438	0.08435072815024972	2.63572202262050181
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250409	2025-04-09	180	88	7	12	-0.12745357207967395	2.05642164117361048	-0.01793669165877176	2.61778533096173005
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250415	2025-04-15	180	89	2	6	0.04086202700282635	2.09728366817643685	0.03278297073535702	2.65056830169708713
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250422	2025-04-22	180	90	3	7	0.11855625964834116	2.21583992782477779	0.09050733024033912	2.74107563193742632
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250423	2025-04-23	180	91	1	1	0.16005997147196771	2.37589989929674550	0.08724688821898002	2.82832252015640639
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250424	2025-04-24	180	92	1	1	0.06490543252321085	2.44080533181995651	0.02959241555326361	2.85791493570966981
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250505	2025-05-05	180	93	5	11	0.05188728586905456	2.49269261768901096	0.07241372190438813	2.93032865761405814
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250512	2025-05-12	180	94	3	7	0.02380321287601742	2.51649583056502824	0.03913782530062151	2.96946648291467952
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250520	2025-05-20	180	95	4	8	-0.01898356493171777	2.49751226563331041	-0.02359972581468872	2.94586675709999080
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250528	2025-05-28	180	96	3	8	-0.01274649607465739	2.48476576955865314	-0.05885069095249174	2.88701606614749906
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250605	2025-06-05	180	97	3	8	-0.06747143382226359	2.41729433573638941	-0.05669567658255856	2.83032038956494070
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250609	2025-06-09	180	98	1	4	0.08689331687166335	2.50418765260805287	0.13415470330163820	2.96447509286657906
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250617	2025-06-17	180	99	5	8	0.03754138305865254	2.54172903566670527	0.07295765428513815	3.03743274715171729
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250623	2025-06-23	180	100	2	6	0.11077236497410418	2.65250140064080941	0.10713975698783497	3.14457250413955247
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250624	2025-06-24	180	101	1	1	-0.00177702958695791	2.65072437105385150	-0.00437483002834238	3.14019767411121009
af0b7f804a8d8337572d6a4a6f2ddcb426defb1f4d5f28ed0fde54882050d00c	a2b3facd10cee4f0909891958654ec1a86b2615c602c30a726ea3c4bf4706c18	POST_GATE_DESCRIPTIVE_DIAGNOSTICS_ONLY	d4e80a53e3101066acd22a4d81525f24dd0a9d02a04a6c5dc9864a0695dc26f1	OBSOPEN_US30_20250625	2025-06-25	180	102	1	1	0.04845533905659313	2.69917971011044466	0.07074039410577385	3.21093806821698413
