object_kind	run_key	canonical_instrument	object_id	terminal_reason_code	censored	compression_summary_family_id	compression_shape_family_id	compression_hybrid_family_id	expansion_summary_family_id	expansion_shape_family_id	expansion_hybrid_family_id	structural_stratum	terminal_bridge_receipt_id
COMPRESSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	6	2	0	C2	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::COMPRESSION::6::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	7	1	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::COMPRESSION::7::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	8	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::COMPRESSION::8::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	9	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_-1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::COMPRESSION::9::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	1	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C2	C3	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::1::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	2	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C2	C3	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::2::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	3	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::3::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	4	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::4::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	5	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C1	C2	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::5::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	6	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::6::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	7	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C2	C1	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::7::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	8	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::8::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789	FRA40	9	6	1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NULL_STRUCTURAL_CONTEXT	bridge::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::EXPANSION::9::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	1	1	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_2|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::1::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	2	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_2|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::2::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	3	1	0	C1	C1	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_2|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::3::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	4	1	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::4::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	5	1	0	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::5::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	6	1	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::6::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	7	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::7::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	8	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::8::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	9	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::9::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	10	1	0	C2	C1	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::10::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	11	1	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::11::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	12	1	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::12::TERMINAL
COMPRESSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	13	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::COMPRESSION::13::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	1	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_2|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::1::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	2	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C2	C3	REGION_2|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::2::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	3	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_2|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::3::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	4	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_2|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::4::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	5	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C1	C2	REGION_2|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::5::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	6	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::6::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	7	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::7::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	8	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C1	REGION_1|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::8::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	9	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::9::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	10	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::10::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	11	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C2	C1	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::11::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	12	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C1	C3	REGION_1|OPEN_CORRIDOR	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::12::TERMINAL
EXPANSION	RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421	FRA40	13	6	1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::EXPANSION::13::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	1	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::1::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	2	2	0	C2	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::2::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	3	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::3::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	4	1	0	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::4::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	5	2	0	C1	C2	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::5::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	6	1	0	C2	C1	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::6::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	7	1	0	C1	C1	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::7::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	8	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::8::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	9	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::9::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	10	2	0	C2	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::10::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	11	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::11::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	12	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::12::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	13	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::13::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	14	6	1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NULL_STRUCTURAL_CONTEXT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::COMPRESSION::14::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	1	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C2	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::1::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	2	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::2::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	3	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::3::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	4	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::4::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	5	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::5::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	6	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::6::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	7	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C3	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::7::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	8	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::8::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	9	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::9::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	10	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::10::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	11	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::11::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	12	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::12::TERMINAL
EXPANSION	RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118	JPN225	13	4	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	C1	C1	C2	REGION_1|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1768176000_1768780800_17871390277607299118::EXPANSION::13::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	1	1	0	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::1::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	2	2	0	C2	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::2::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	3	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::3::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	4	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::4::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	5	1	0	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::5::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	6	1	0	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::6::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	7	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::7::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	8	2	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::8::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	9	1	0	C2	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::9::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	10	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::10::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	11	2	0	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::11::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	12	1	0	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::12::TERMINAL
COMPRESSION	RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973	JPN225	13	1	0	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|OPEN_CORRIDOR	bridge::RG3_JPN225_PERIOD_M5_1771200000_1771804800_16175888908372551973::COMPRESSION::13::TERMINAL
