receipt_id	object_kind	run_key	canonical_instrument	object_id	object_event_type	object_event_time	master_snapshot_time	snapshot_age_seconds	join_mode	max_gap_seconds	availability_code	master_generation	master_snapshot_hash	regional_basis_hash	reference_price	reference_atr	median_price	mean_price	structural_sigma	cog_price	price_region_code	nearest_node_id	nearest_node_lower	nearest_node_price	nearest_node_upper	nearest_node_region_code	node_contact
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::1::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	1	START	1767990300	\N	\N	UNAVAILABLE	300	NULL_STRUCTURAL_CONTEXT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::1::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	1	CONFIRM	1768179900	1768179900	0	EXACT	300	AVAILABLE	2	15079227791769662379	15210855903025236888	25272.4	14.542000000000499	24822.12083333333	24688.08741835011	487.0063232948216	24757.306976978893	1	2918753149407468177	25236.85	25263.626041666663	25281.8	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::1::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	1	TERMINAL	1768186800	1768186800	0	EXACT	300	AVAILABLE	25	2715110189079375499	9455899052036107412	25226	13.373000000000555	24837.766666666663	24715.986720891007	488.5371463077698	24767.219476504684	1	3356706696111656494	25216.066666666666	25216.283333333333	25224.5	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::2::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	2	START	1768189200	1768189200	0	EXACT	300	AVAILABLE	33	14173099629695888290	17246046218790139987	25231	13.108000000000557	24837.766666666663	24715.806387061835	488.34945461340936	24768.103363453054	1	2918753149407468177	25236.85	25264.69083333333	25281.8	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::2::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	2	CONFIRM	1768194900	1768194900	0	EXACT	300	AVAILABLE	52	14668430640933776637	12560498509744544823	25242	9.493000000000555	24886.416666666668	24776.106287950923	479.86404792157145	24770.929855344253	1	2918753149407468177	25236.85	25261.59083333333	25281.8	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::2::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	2	TERMINAL	1768216800	1768216800	0	EXACT	300	AVAILABLE	125	5483749634846159311	8427531859645472005	25273.3	11.029000000000508	24837.766666666663	24681.734792499927	500.1209060344996	24784.579433342096	1	17556861992861028631	25236.85	25255.138541666664	25279.033333333333	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::3::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	3	START	1768244100	1768244100	0	EXACT	300	AVAILABLE	216	1836316855961899753	16972878706808061937	25420.1	15.220000000000487	24853.21458333333	24692.512077963696	488.10533422977426	24821.57670785974	1	14494379663181597839	25360.9	25374	25393.766666666666	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::3::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	3	CONFIRM	1768249800	1768249800	0	EXACT	300	AVAILABLE	235	11444841291038557719	10326833854473918357	25406.6	13.477000000000496	24853.21458333333	24692.580905753173	488.1852255232545	24825.39911122793	1	14494379663181597839	25360.9	25375	25393.766666666666	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::3::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	3	TERMINAL	1768267200	1768267200	0	EXACT	300	AVAILABLE	269	5484408014820128847	4698120057384220209	25436	11.1270000000005	24877.53958333333	24772.923415802386	524.987308315624	24840.257868099845	1	8246127937730236071	25444.599999999995	25444.6	25444.6	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::4::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	4	START	1768272600	1768272600	0	EXACT	300	AVAILABLE	287	235933753971349763	1441966956466536686	25427.1	9.754000000000472	24980.53571428571	24868.253842131962	532.8222744254506	24845.68443486907	1	9228714803939796822	25439.2	25442.1	25442.2	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::4::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	4	CONFIRM	1768278300	1768278300	0	EXACT	300	AVAILABLE	305	14005799666249815257	15417962783674374471	25445.1	8.021000000000479	24955.471428571425	24834.757291313057	529.4994574335642	24849.352786441184	1	845670151318318766	25444	25448.362499999996	25455.1	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::4::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	4	TERMINAL	1768302000	1768302000	0	EXACT	300	AVAILABLE	384	5936860080003366332	11848830522765598602	25400.7	9.895000000000529	24879.723585692263	24755.45462417385	533.2307408269687	24862.77727123038	1	14494379663181597839	25360.9	25375.253333333334	25393.766666666666	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::5::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	5	START	1768360800	1768360800	0	EXACT	300	AVAILABLE	556	15172550147307716283	17771099598756070640	25405.5	11.56500000000046	24981.367297873345	24850.54874662411	542.0554613272333	24952.84217022682	1	7704789245420592470	25404.235	25411.81375	25422	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::5::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	5	CONFIRM	1768366500	1768366500	0	EXACT	300	AVAILABLE	575	11593224064777014259	14783103082790944029	25404	9.280000000000461	25005.6	24890.950028087478	527.5169645173046	24956.745036859415	1	7704789245420592470	25404.235	25412.147083333333	25422	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::5::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	5	TERMINAL	1768368900	1768368900	0	EXACT	300	AVAILABLE	583	12993488089071500687	6127316879947983417	25417	9.055000000000462	25005.6	24890.951874475355	527.5171981827689	24956.990606447107	1	7704789245420592470	25404.235	25412.147083333333	25422	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::6::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	6	START	1768448100	1768448100	0	EXACT	300	AVAILABLE	823	4420201291670159082	4722211194654433277	25343	15.342000000000555	24957.461904761905	24880.64316379556	575.0080886137458	25029.07156419204	1	17855478307201560756	25304	25327.330833333333	25352	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::6::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	6	CONFIRM	1768453800	1768453800	0	EXACT	300	AVAILABLE	842	11912082664839332657	4632982103281569013	25349	12.817000000000556	24920.35363095238	24856.835001552863	576.6759888552573	25031.62419542344	1	17855478307201560756	25304.049999999996	25329.163541666665	25346	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::6::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	6	TERMINAL	1768456500	1768456500	0	EXACT	300	AVAILABLE	851	8652113524094279494	15908894184925331528	25335.5	12.067000000000556	24920.35363095238	24856.715993766673	576.5787647791703	25032.453988109362	1	17855478307201560756	25304.049999999996	25326.545370370368	25345.86666666666	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::7::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	7	START	1768504200	1768504200	0	EXACT	300	AVAILABLE	1006	6630594576646698923	11687013646775391171	25326.3	14.18300000000054	24957.461904761905	24862.877698753124	589.3239196084338	25078.524255814587	1	14215821689605427739	25304.049999999996	25328.788541666665	25345.86666666666	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::7::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	7	CONFIRM	1768509900	1768509900	0	EXACT	300	AVAILABLE	1025	41921071495997392	4832690561659202947	25310.3	13.07700000000052	24920.35363095238	24856.48043361955	576.465993044947	25085.739405585766	1	14215821689605427739	25304.049999999996	25328.538541666665	25345.86666666666	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::7::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	7	TERMINAL	1768514100	1768514100	0	EXACT	300	AVAILABLE	1039	17329074914764712750	6969416409516342685	25277.3	12.567000000000519	24920.35363095238	24856.557394081447	576.4853372292716	25112.569096851883	1	16168432911485728543	25230.1	25257.62083333333	25277.85	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8::START	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	8	START	1768515900	1768515900	0	EXACT	300	AVAILABLE	1045	1471896173036254112	6181246534600778296	25251.3	12.42700000000052	24920.35363095238	24856.55781416303	576.485523366661	25112.85559249381	1	16168432911485728543	25230.1	25257.62083333333	25277.85	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	8	CONFIRM	1768528800	1768528800	0	EXACT	300	AVAILABLE	1064	12128348892173381404	4410426124766338556	25263.2	11.629000000000639	24920.41630952381	24842.455802002707	594.0414739658504	25127.186422311926	1	12128392872197435418	25230.1	25259.660438596486	25279.033333333333	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::COMPRESSION::8::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	8	TERMINAL	1768535100	1768535100	0	EXACT	300	AVAILABLE	1082	9901182384894277166	10617342871028439959	25286.9	9.906000000000684	25036.599622106736	24891.390971834695	588.5906022982256	25133.116720256512	0	14806725996553758399	25287.9	25291.35	25291.8	\N	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::1::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	1	ORIGIN	1768186800	1768186800	0	EXACT	300	AVAILABLE	25	2715110189079375499	9455899052036107412	25226	13.373000000000555	24837.766666666663	24715.986720891007	488.5371463077698	24767.219476504684	1	3356706696111656494	25216.066666666666	25216.283333333333	25224.5	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::1::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	1	TERMINAL	1768194900	1768194900	0	EXACT	300	AVAILABLE	52	14668430640933776637	12560498509744544823	25242	9.493000000000555	24886.416666666668	24776.106287950923	479.86404792157145	24770.929855344253	1	2918753149407468177	25236.85	25261.59083333333	25281.8	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::2::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	2	ORIGIN	1768216800	1768216800	0	EXACT	300	AVAILABLE	125	5483749634846159311	8427531859645472005	25273.3	11.029000000000508	24837.766666666663	24681.734792499927	500.1209060344996	24784.579433342096	1	17556861992861028631	25236.85	25255.138541666664	25279.033333333333	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::2::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	2	TERMINAL	1768249800	1768249800	0	EXACT	300	AVAILABLE	235	11444841291038557719	10326833854473918357	25406.6	13.477000000000496	24853.21458333333	24692.580905753173	488.1852255232545	24825.39911122793	1	14494379663181597839	25360.9	25375	25393.766666666666	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::3::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	3	ORIGIN	1768267200	1768267200	0	EXACT	300	AVAILABLE	269	5484408014820128847	4698120057384220209	25436	11.1270000000005	24877.53958333333	24772.923415802386	524.987308315624	24840.257868099845	1	8246127937730236071	25444.599999999995	25444.6	25444.6	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::3::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	3	TERMINAL	1768278300	1768278300	0	EXACT	300	AVAILABLE	305	14005799666249815257	15417962783674374471	25445.1	8.021000000000479	24955.471428571425	24834.757291313057	529.4994574335642	24849.352786441184	1	845670151318318766	25444	25448.362499999996	25455.1	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::4::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	4	ORIGIN	1768302000	1768302000	0	EXACT	300	AVAILABLE	384	5936860080003366332	11848830522765598602	25400.7	9.895000000000529	24879.723585692263	24755.45462417385	533.2307408269687	24862.77727123038	1	14494379663181597839	25360.9	25375.253333333334	25393.766666666666	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::4::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	4	TERMINAL	1768366500	1768366500	0	EXACT	300	AVAILABLE	575	11593224064777014259	14783103082790944029	25404	9.280000000000461	25005.6	24890.950028087478	527.5169645173046	24956.745036859415	1	7704789245420592470	25404.235	25412.147083333333	25422	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::5::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	5	ORIGIN	1768368900	1768368900	0	EXACT	300	AVAILABLE	583	12993488089071500687	6127316879947983417	25417	9.055000000000462	25005.6	24890.951874475355	527.5171981827689	24956.990606447107	1	7704789245420592470	25404.235	25412.147083333333	25422	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::5::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	5	TERMINAL	1768453800	1768453800	0	EXACT	300	AVAILABLE	842	11912082664839332657	4632982103281569013	25349	12.817000000000556	24920.35363095238	24856.835001552863	576.6759888552573	25031.62419542344	1	17855478307201560756	25304.049999999996	25329.163541666665	25346	1	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::6::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	6	ORIGIN	1768456500	1768456500	0	EXACT	300	AVAILABLE	851	8652113524094279494	15908894184925331528	25335.5	12.067000000000556	24920.35363095238	24856.715993766673	576.5787647791703	25032.453988109362	1	17855478307201560756	25304.049999999996	25326.545370370368	25345.86666666666	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::6::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	6	TERMINAL	1768509900	1768509900	0	EXACT	300	AVAILABLE	1025	41921071495997392	4832690561659202947	25310.3	13.07700000000052	24920.35363095238	24856.48043361955	576.465993044947	25085.739405585766	1	14215821689605427739	25304.049999999996	25328.538541666665	25345.86666666666	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::7::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	7	ORIGIN	1768514100	1768514100	0	EXACT	300	AVAILABLE	1039	17329074914764712750	6969416409516342685	25277.3	12.567000000000519	24920.35363095238	24856.557394081447	576.4853372292716	25112.569096851883	1	16168432911485728543	25230.1	25257.62083333333	25277.85	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::7::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	7	TERMINAL	1768528800	1768528800	0	EXACT	300	AVAILABLE	1064	12128348892173381404	4410426124766338556	25263.2	11.629000000000639	24920.41630952381	24842.455802002707	594.0414739658504	25127.186422311926	1	12128392872197435418	25230.1	25259.660438596486	25279.033333333333	1	1
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::8::ORIGIN	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	8	ORIGIN	1768535100	1768535100	0	EXACT	300	AVAILABLE	1082	9901182384894277166	10617342871028439959	25286.9	9.906000000000684	25036.599622106736	24891.390971834695	588.5906022982256	25133.116720256512	0	14806725996553758399	25287.9	25291.35	25291.8	\N	0
bridge::RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912::EXPANSION::8::TERMINAL	EXPANSION	RG3_DE40_PERIOD_M5_1768176000_1768780800_8137587626228657912	DE40	8	TERMINAL	1768780800	\N	\N	UNAVAILABLE	300	NULL_STRUCTURAL_CONTEXT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::1::START	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	1	START	1771204500	1771204500	0	EXACT	300	AVAILABLE	4	536827862652483405	3436643111974133112	24922.9	26.500000000000767	24516.050694444446	24567.895935137498	253.89932059151195	24772.992635487914	2	12369224683561055247	24778.633333333335	25036.124156314698	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::1::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	1	CONFIRM	1771210200	1771210200	0	EXACT	300	AVAILABLE	22	5613228679702626003	1972051841918699494	24917.8	24.52500000000077	24516.050694444446	24567.84874360476	253.81020823459016	24773.5710096994	2	12369224683561055247	24778.633333333335	25035.832109053496	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::1::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	1	TERMINAL	1771224000	1771224000	0	EXACT	300	AVAILABLE	50	16588863348025275076	3523336039842067375	24947.8	12.387000000000787	24515.29861111111	24567.915542724837	254.66563766213923	24772.986668145797	2	12369224683561055247	24778.633333333335	25038.77432914046	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::2::START	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	2	START	1771267200	1771267200	0	EXACT	300	AVAILABLE	184	5940829173993090472	9618334164307035426	24828.2	18.645000000000742	24516.050694444446	24568.130471463373	254.57604597432766	24772.681567893764	1	1409763914622041117	24778.633333333335	25038.564502096437	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::2::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	2	CONFIRM	1771272900	1771272900	0	EXACT	300	AVAILABLE	192	3879462712430836965	9618342960400061114	24830.7	15.990000000000734	24516.050694444446	24568.143393938666	254.60018218532622	24772.612351865413	1	1409763914622041117	24778.633333333335	25038.64311844864	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::2::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	2	TERMINAL	1771292100	1771292100	0	EXACT	300	AVAILABLE	207	10001166579915785080	4592606521988013424	24867.5	11.384000000000825	24672.68023076923	24647.4180583313	224.55574790954222	24773.368366781844	1	13222477179886420363	24811.350000000002	25054.91115967366	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::3::START	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	3	START	1771300200	1771300200	0	EXACT	300	AVAILABLE	228	3888190878966529095	254547659793963282	24773.5	10.133000000000798	24642.959873188407	24642.126797298086	222.6785576267574	24775.12400344787	1	5939505893029492334	24713.200000000004	24748.022754567435	24775.5	\N	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::3::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	3	CONFIRM	1771305900	1771305900	0	EXACT	300	AVAILABLE	235	15338802692572529716	15526273313320153106	24762.5	8.293000000000799	24592.617436594202	24624.624912223528	226.50374194302609	24775.55099704228	1	14784705847374300139	24713.200000000004	24743.95147058824	24770.350000000006	1	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::3::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	3	TERMINAL	1771308000	1771308000	0	EXACT	300	AVAILABLE	242	7004335457560201028	11202144675668159548	24735.5	8.845000000000807	24642.959873188407	24641.93642033712	222.951253755352	24775.562071942244	0	4469957413505004284	24551.633333333335	24642.959873188407	24739.100000000002	\N	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::4::START	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	4	START	1771308600	1771308600	0	EXACT	300	AVAILABLE	242	7004335457560201028	11202144675668159548	24729	8.890000000000807	24642.959873188407	24641.93642033712	222.951253755352	24775.55716097503	0	4469957413505004284	24551.633333333335	24642.959873188407	24739.100000000002	\N	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::4::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	4	CONFIRM	1771314300	1771314300	0	EXACT	300	AVAILABLE	252	5531989841486173014	10961488569839502744	24718.5	10.175000000000805	24643.758599290788	24642.184864616218	223.03913389974116	24775.47894301573	0	6097552514976955855	24551.633333333335	24643.758599290788	24739.100000000002	\N	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::4::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	4	TERMINAL	1771323600	1771323600	0	EXACT	300	AVAILABLE	275	15883891715331857333	12986142309586354174	24781.1	14.087000000000703	24542.274999999998	24614.89788133662	236.0874351796222	24775.267888745548	1	13691900653204788515	24551.633333333335	24672.149431818183	24771.633333333335	1	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::5::START	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	5	START	1771360500	1771360500	0	EXACT	300	AVAILABLE	389	4359746316463038439	600547856375588372	25018	26.293000000000713	24672.66079545455	24647.55161196337	223.71612670847222	24786.113047775172	2	1386751916309169008	24811.350000000002	25048.574844444443	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::5::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	5	CONFIRM	1771366200	1771366200	0	EXACT	300	AVAILABLE	408	17301293334623965184	9123050902839764462	25029	24.69500000000072	24607.554025641028	24633.797310321952	230.4524986248956	24791.77997713717	2	1386751916309169008	24811.350000000002	25050.56865079365	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::5::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	5	TERMINAL	1771380000	1771380000	0	EXACT	300	AVAILABLE	430	6815468716382610566	6812664113820336000	25005.2	22.67600000000078	24544.35555555556	24675.45214093605	317.46951999574696	24796.732624248423	1	1386751916309169008	24811.350000000002	25053.353597972975	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::6::START	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	6	START	1771386000	1771386000	0	EXACT	300	AVAILABLE	449	10311340235780104048	6568908066695651772	25026.3	17.030000000000765	24606.3534805141	24694.8578748872	326.941001439499	24798.304453082917	1	1386751916309169008	24811.350000000002	25054.526520270272	25407.833333333332	1	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::6::CONFIRM	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	6	CONFIRM	1771391700	1771391700	0	EXACT	300	AVAILABLE	464	6894414081474476480	12119035305450195943	25009.3	12.435000000000763	24641.86001666667	24634.595011444173	236.61928460455067	24799.692954963088	2	1386751916309169008	24811.350000000002	25054.5535472973	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::6::TERMINAL	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	6	TERMINAL	1771396500	1771396500	0	EXACT	300	AVAILABLE	476	151120149582997034	9641576396018878041	25062.8	9.82000000000076	24692.992508333336	24652.364981825427	230.79078479977395	24800.229483696447	2	1386751916309169008	24811.350000000002	25054.751190476192	25407.833333333332	2	1
bridge::RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043::COMPRESSION::7::START	COMPRESSION	RG3_DE40_PERIOD_M5_1771200000_1771804800_7817652877554072043	DE40	7	START	1771397100	1771397100	0	EXACT	300	AVAILABLE	478	3028244652587828073	9641582993088647307	25072.3	9.32500000000076	24692.992508333336	24652.371200806585	230.80114474286458	24800.2425837434	2	1386751916309169008	24811.350000000002	25054.80901360544	25407.833333333332	2	1
