node_key	node_type	local_label	authority
family_system::COMPRESSION::hybrid_mirrored_v1::5eb5a2741a3c0de08701438efe24f1326da1bc298f2f1bdee875a56d69315599	TRAJECTORY_FAMILY_SYSTEM	hybrid_mirrored_v1	GATE15_EXPLORATORY
family_system::COMPRESSION::resampled_shape_v1::97373352c79af3746b7718cd3cc03c3880ee3f1f124aba1f415e4970f807f17b	TRAJECTORY_FAMILY_SYSTEM	resampled_shape_v1	GATE15_EXPLORATORY
family_system::COMPRESSION::summary_geometry_v1::297001a37593a9f07f114956e146320e18f378912d6e483f8c6ea92499bc2c5e	TRAJECTORY_FAMILY_SYSTEM	summary_geometry_v1	GATE15_EXPLORATORY
family_system::EXPANSION::hybrid_mirrored_v1::aec22711ee5d4716189e7ee5fdb6f66806372f7673db38195f12c52920b27f37	TRAJECTORY_FAMILY_SYSTEM	hybrid_mirrored_v1	GATE15_EXPLORATORY
family_system::EXPANSION::resampled_shape_v1::58b56f65841117821e44b18d673cfbb724cd5634db5b5747ed1942b1ec4531e1	TRAJECTORY_FAMILY_SYSTEM	resampled_shape_v1	GATE15_EXPLORATORY
family_system::EXPANSION::summary_geometry_v1::ab7a0b1ee23b4f15713a65550bc59230eb702d8e1e3842b025330ae51207cd92	TRAJECTORY_FAMILY_SYSTEM	summary_geometry_v1	GATE15_EXPLORATORY
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774402200::1369218397239672992	MASTER_STRUCTURAL_SNAPSHOT	1774402200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774407600::16261594255205639912	MASTER_STRUCTURAL_SNAPSHOT	1774407600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774411500::16991272225048596895	MASTER_STRUCTURAL_SNAPSHOT	1774411500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774417200::14280129795415008344	MASTER_STRUCTURAL_SNAPSHOT	1774417200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774421100::8068702948582515495	MASTER_STRUCTURAL_SNAPSHOT	1774421100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774425300::14517839776304584363	MASTER_STRUCTURAL_SNAPSHOT	1774425300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774431000::970387389778164006	MASTER_STRUCTURAL_SNAPSHOT	1774431000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774433700::3679385337291483288	MASTER_STRUCTURAL_SNAPSHOT	1774433700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774440000::12262919707276500467	MASTER_STRUCTURAL_SNAPSHOT	1774440000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774445700::588722003146281153	MASTER_STRUCTURAL_SNAPSHOT	1774445700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774449900::8528148537413011260	MASTER_STRUCTURAL_SNAPSHOT	1774449900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774463400::2527711096905157771	MASTER_STRUCTURAL_SNAPSHOT	1774463400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774469100::15268312104557042231	MASTER_STRUCTURAL_SNAPSHOT	1774469100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774479000::11744052273509025821	MASTER_STRUCTURAL_SNAPSHOT	1774479000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774491000::5735871397925797277	MASTER_STRUCTURAL_SNAPSHOT	1774491000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774496700::10150802652740482261	MASTER_STRUCTURAL_SNAPSHOT	1774496700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774500300::16277115901545985634	MASTER_STRUCTURAL_SNAPSHOT	1774500300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774552800::16600423241584341765	MASTER_STRUCTURAL_SNAPSHOT	1774552800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774558500::15101603612322051580	MASTER_STRUCTURAL_SNAPSHOT	1774558500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774560900::1604486421062532198	MASTER_STRUCTURAL_SNAPSHOT	1774560900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774563000::17640018995719467716	MASTER_STRUCTURAL_SNAPSHOT	1774563000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774572300::11170507171990980180	MASTER_STRUCTURAL_SNAPSHOT	1774572300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774577100::8468961960793658314	MASTER_STRUCTURAL_SNAPSHOT	1774577100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774581000::18096926698613827378	MASTER_STRUCTURAL_SNAPSHOT	1774581000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774586700::5308431129686963464	MASTER_STRUCTURAL_SNAPSHOT	1774586700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1774224000_1774828800_14575658576911331190::1774591200::10450400754929732161	MASTER_STRUCTURAL_SNAPSHOT	1774591200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1777950900::10007034453848689675	MASTER_STRUCTURAL_SNAPSHOT	1777950900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1777956600::15761446883326771530	MASTER_STRUCTURAL_SNAPSHOT	1777956600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1777971600::14774439700726828232	MASTER_STRUCTURAL_SNAPSHOT	1777971600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1777980000::15023260759934381867	MASTER_STRUCTURAL_SNAPSHOT	1777980000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1777985700::6463179110189411267	MASTER_STRUCTURAL_SNAPSHOT	1777985700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778005800::4647525420631740543	MASTER_STRUCTURAL_SNAPSHOT	1778005800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778010600::15491792342388427652	MASTER_STRUCTURAL_SNAPSHOT	1778010600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778016300::7099260996261992079	MASTER_STRUCTURAL_SNAPSHOT	1778016300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778023500::18252321334185323350	MASTER_STRUCTURAL_SNAPSHOT	1778023500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778032800::16804950449295693372	MASTER_STRUCTURAL_SNAPSHOT	1778032800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778038500::17106175563635122297	MASTER_STRUCTURAL_SNAPSHOT	1778038500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778053200::6191031705319229122	MASTER_STRUCTURAL_SNAPSHOT	1778053200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778083200::6892563285664521491	MASTER_STRUCTURAL_SNAPSHOT	1778083200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778088900::16078537273442394478	MASTER_STRUCTURAL_SNAPSHOT	1778088900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778095800::7872869212824617358	MASTER_STRUCTURAL_SNAPSHOT	1778095800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778096700::16961848584295070364	MASTER_STRUCTURAL_SNAPSHOT	1778096700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778102400::8256560377925172751	MASTER_STRUCTURAL_SNAPSHOT	1778102400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778105700::13841458018877338171	MASTER_STRUCTURAL_SNAPSHOT	1778105700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778110200::479183311675246632	MASTER_STRUCTURAL_SNAPSHOT	1778110200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778119500::9925940628669987954	MASTER_STRUCTURAL_SNAPSHOT	1778119500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778128800::5604731524982604940	MASTER_STRUCTURAL_SNAPSHOT	1778128800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778129400::574115474945063984	MASTER_STRUCTURAL_SNAPSHOT	1778129400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778135100::13953162084834832545	MASTER_STRUCTURAL_SNAPSHOT	1778135100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778146200::3581926154219360457	MASTER_STRUCTURAL_SNAPSHOT	1778146200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778210100::886191603376037928	MASTER_STRUCTURAL_SNAPSHOT	1778210100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778215800::10170404493006942361	MASTER_STRUCTURAL_SNAPSHOT	1778215800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778232900::12331826879750511606	MASTER_STRUCTURAL_SNAPSHOT	1778232900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778265900::14718249767503686465	MASTER_STRUCTURAL_SNAPSHOT	1778265900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778271600::18204991689425498068	MASTER_STRUCTURAL_SNAPSHOT	1778271600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1777852800_1778457600_3950759615288727177::1778274900::9728632189470448620	MASTER_STRUCTURAL_SNAPSHOT	1778274900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781493600::3019817032495591566	MASTER_STRUCTURAL_SNAPSHOT	1781493600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781499300::10069080318769986373	MASTER_STRUCTURAL_SNAPSHOT	1781499300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781514000::17067030652188842822	MASTER_STRUCTURAL_SNAPSHOT	1781514000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781528400::14204679388847640922	MASTER_STRUCTURAL_SNAPSHOT	1781528400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781534100::7352937020567081053	MASTER_STRUCTURAL_SNAPSHOT	1781534100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781536800::10461122001453123386	MASTER_STRUCTURAL_SNAPSHOT	1781536800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781550000::10822788915993514471	MASTER_STRUCTURAL_SNAPSHOT	1781550000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781555700::7813763222172055075	MASTER_STRUCTURAL_SNAPSHOT	1781555700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781563500::14594364512160778656	MASTER_STRUCTURAL_SNAPSHOT	1781563500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781565600::10222377728829792738	MASTER_STRUCTURAL_SNAPSHOT	1781565600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781574900::17943285323083236827	MASTER_STRUCTURAL_SNAPSHOT	1781574900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781592600::5750184484076919032	MASTER_STRUCTURAL_SNAPSHOT	1781592600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781610000::16674108101161166641	MASTER_STRUCTURAL_SNAPSHOT	1781610000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781615700::14807620069023630419	MASTER_STRUCTURAL_SNAPSHOT	1781615700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781638500::5270557801657782487	MASTER_STRUCTURAL_SNAPSHOT	1781638500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781639100::5270557801657782487	MASTER_STRUCTURAL_SNAPSHOT	1781639100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781644800::2695304883141755238	MASTER_STRUCTURAL_SNAPSHOT	1781644800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781647800::11077043483047278312	MASTER_STRUCTURAL_SNAPSHOT	1781647800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781658300::6883599782784929337	MASTER_STRUCTURAL_SNAPSHOT	1781658300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781664000::17340205816483428933	MASTER_STRUCTURAL_SNAPSHOT	1781664000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781670000::13402148973973794207	MASTER_STRUCTURAL_SNAPSHOT	1781670000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781670600::7470834135167287926	MASTER_STRUCTURAL_SNAPSHOT	1781670600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781676300::8367152920384557347	MASTER_STRUCTURAL_SNAPSHOT	1781676300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781694300::11602796199854664820	MASTER_STRUCTURAL_SNAPSHOT	1781694300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781724000::8984225649338218789	MASTER_STRUCTURAL_SNAPSHOT	1781724000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781729700::4030755089005458574	MASTER_STRUCTURAL_SNAPSHOT	1781729700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781731800::4680307851620478284	MASTER_STRUCTURAL_SNAPSHOT	1781731800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781759700::14526144188445305966	MASTER_STRUCTURAL_SNAPSHOT	1781759700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781765400::1038164463014842065	MASTER_STRUCTURAL_SNAPSHOT	1781765400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781772300::18119805173507986135	MASTER_STRUCTURAL_SNAPSHOT	1781772300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781796900::10299752254382183299	MASTER_STRUCTURAL_SNAPSHOT	1781796900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781802600::13299645289191762804	MASTER_STRUCTURAL_SNAPSHOT	1781802600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781804700::4487223995597669837	MASTER_STRUCTURAL_SNAPSHOT	1781804700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781808600::12794302515517530383	MASTER_STRUCTURAL_SNAPSHOT	1781808600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781814300::13416276861635677054	MASTER_STRUCTURAL_SNAPSHOT	1781814300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781818800::12394829154360543474	MASTER_STRUCTURAL_SNAPSHOT	1781818800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781831700::17152950037216552481	MASTER_STRUCTURAL_SNAPSHOT	1781831700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781837400::8726248577922891687	MASTER_STRUCTURAL_SNAPSHOT	1781837400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781840400::6636366528979136908	MASTER_STRUCTURAL_SNAPSHOT	1781840400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781842500::3116990630431624202	MASTER_STRUCTURAL_SNAPSHOT	1781842500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781848500::3481348341175698711	MASTER_STRUCTURAL_SNAPSHOT	1781848500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781856000::1047231628071660874	MASTER_STRUCTURAL_SNAPSHOT	1781856000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781898900::8603907624438042037	MASTER_STRUCTURAL_SNAPSHOT	1781898900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1781481600_1782086400_317235149503321393::1781904600::6229932119580264680	MASTER_STRUCTURAL_SNAPSHOT	1781904600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1783905600::15291926402253947083	MASTER_STRUCTURAL_SNAPSHOT	1783905600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1783911300::11500418672672779258	MASTER_STRUCTURAL_SNAPSHOT	1783911300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1783915800::11579013752146492412	MASTER_STRUCTURAL_SNAPSHOT	1783915800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1783984200::13009517712392125074	MASTER_STRUCTURAL_SNAPSHOT	1783984200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1783993500::14558806988209893130	MASTER_STRUCTURAL_SNAPSHOT	1783993500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784000700::2629613658850760822	MASTER_STRUCTURAL_SNAPSHOT	1784000700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784054400::11212841488558999162	MASTER_STRUCTURAL_SNAPSHOT	1784054400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784060100::5377627463725282878	MASTER_STRUCTURAL_SNAPSHOT	1784060100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784066400::17168315537703007252	MASTER_STRUCTURAL_SNAPSHOT	1784066400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784068200::16514382216350879945	MASTER_STRUCTURAL_SNAPSHOT	1784068200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784077500::11827193608073322380	MASTER_STRUCTURAL_SNAPSHOT	1784077500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784084100::16751889061546924329	MASTER_STRUCTURAL_SNAPSHOT	1784084100	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784091000::12455791801703108041	MASTER_STRUCTURAL_SNAPSHOT	1784091000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784096700::15776642172299231811	MASTER_STRUCTURAL_SNAPSHOT	1784096700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784107500::7327374442328213663	MASTER_STRUCTURAL_SNAPSHOT	1784107500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784148000::3993931685709633898	MASTER_STRUCTURAL_SNAPSHOT	1784148000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784153700::3095875881606239432	MASTER_STRUCTURAL_SNAPSHOT	1784153700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784174700::16877947484581329322	MASTER_STRUCTURAL_SNAPSHOT	1784174700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784181300::3744788266667975694	MASTER_STRUCTURAL_SNAPSHOT	1784181300	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784187000::7600912950181189007	MASTER_STRUCTURAL_SNAPSHOT	1784187000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784194200::4718493724530455829	MASTER_STRUCTURAL_SNAPSHOT	1784194200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784229000::13514242402684166054	MASTER_STRUCTURAL_SNAPSHOT	1784229000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784234700::10740286250906470252	MASTER_STRUCTURAL_SNAPSHOT	1784234700	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784239200::4056079266898004627	MASTER_STRUCTURAL_SNAPSHOT	1784239200	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784250900::4217385857230855961	MASTER_STRUCTURAL_SNAPSHOT	1784250900	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784256600::1951777402596502099	MASTER_STRUCTURAL_SNAPSHOT	1784256600	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1783900800_1784505600_9090742951363683789::1784259000::8745283444091592473	MASTER_STRUCTURAL_SNAPSHOT	1784259000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::1785718800::9006608791232815929	MASTER_STRUCTURAL_SNAPSHOT	1785718800	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::1785724500::4763389413928315328	MASTER_STRUCTURAL_SNAPSHOT	1785724500	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::1785740400::14713148181898425893	MASTER_STRUCTURAL_SNAPSHOT	1785740400	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::1785741000::14713148181898425893	MASTER_STRUCTURAL_SNAPSHOT	1785741000	RG3_MASTER_POINT_STATE
master_snapshot::RG3_FRA40_PERIOD_M5_1785715200_1786060800_6098486160590205421::1785746700::2753020506295488429	MASTER_STRUCTURAL_SNAPSHOT	1785746700	RG3_MASTER_POINT_STATE
