lineage_id	run_key	canonical_instrument	origin_compression_id	expansion_id	destination_compression_id	origin_compression_summary_family_id	origin_compression_shape_family_id	origin_compression_hybrid_family_id	expansion_summary_family_id	expansion_shape_family_id	expansion_hybrid_family_id	destination_compression_summary_family_id	destination_compression_shape_family_id	destination_compression_hybrid_family_id	origin_structural_stratum	terminal_structural_stratum	structural_node_contacts	destination_availability_code
lineage::RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142::14	RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	US500	14	14	15	C1	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142::15	RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	US500	15	15	16	C2	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|OPEN_CORRIDOR	14	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142::16	RG3_US500_PERIOD_M5_1768176000_1768780800_17180753283749702142	US500	16	16	\N	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_1|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	11	CENSORED_DESTINATION
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::1	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	1	1	2	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::2	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	2	2	3	C1	C1	C1	C1	C1	C2	C2	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::3	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	3	3	4	C2	C2	C1	C1	C1	C1	C1	C2	C2	REGION_1|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::4	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	4	4	5	C1	C2	C2	C1	C1	C2	C2	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::5	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	5	5	6	C2	C2	C1	C3	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_0|NODE_CONTACT	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::6	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	6	6	7	C1	C2	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::7	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	7	7	8	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::8	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	8	8	9	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::9	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	9	9	10	C1	C2	C1	C3	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_0|NODE_CONTACT	21	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::10	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	10	10	11	C2	C1	C1	C1	C1	C2	C1	C2	C2	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	6	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::11	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	11	11	12	C1	C2	C2	C1	C1	C1	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::12	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	12	12	13	C1	C1	C1	C3	C1	C2	C2	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::13	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	13	13	14	C2	C1	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::14	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	14	14	15	C1	C1	C1	C1	C1	C2	C2	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315::15	RG3_US500_PERIOD_M5_1771200000_1771804800_16907777243792436315	US500	15	15	\N	C2	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_0|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	18	CENSORED_DESTINATION
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::1	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	1	1	2	C1	C1	C1	NULL_FAMILY	C2	C1	C2	C1	C1	REGION_0|NODE_CONTACT	REGION_-1|NODE_CONTACT	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::2	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	2	2	3	C2	C1	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	5	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::3	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	3	3	4	C1	C2	C1	C3	C1	C2	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|OPEN_CORRIDOR	12	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::4	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	4	4	5	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|OPEN_CORRIDOR	8	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::5	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	5	5	6	C1	C1	C1	C1	C1	C2	C1	C1	C2	REGION_-1|NODE_CONTACT	REGION_-1|OPEN_CORRIDOR	12	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::6	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	6	6	7	C1	C1	C2	NULL_FAMILY	C1	C2	C2	C2	C2	REGION_0|NODE_CONTACT	REGION_-1|NODE_CONTACT	6	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::7	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	7	7	8	C2	C2	C2	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	17	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::8	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	8	8	9	C1	C2	C1	C1	C1	C2	C1	C2	C2	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::9	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	9	9	10	C1	C2	C2	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::10	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	10	10	11	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::11	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	11	11	12	C1	C2	C1	C3	C1	C1	C2	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::12	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	12	12	13	C2	C1	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196::13	RG3_US500_PERIOD_M5_1774224000_1774828800_1890775757493427196	US500	13	13	\N	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_-1|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	14	CENSORED_DESTINATION
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::1	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	1	1	2	C2	C2	C1	C3	C1	C2	C2	C1	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	19	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::2	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	2	2	3	C2	C1	C2	NULL_FAMILY	C2	C1	C1	C1	C1	REGION_1|OPEN_CORRIDOR	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::3	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	3	3	4	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::4	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	4	4	5	C1	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::5	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	5	5	6	C2	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	5	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::6	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	6	6	7	C2	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|OPEN_CORRIDOR	REGION_1|NODE_CONTACT	11	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::7	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	7	7	8	C1	C1	C1	C3	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::8	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	8	8	9	C2	C1	C1	C3	C1	C3	C1	C1	C1	REGION_2|OPEN_CORRIDOR	REGION_2|NODE_CONTACT	10	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::9	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	9	9	10	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_2|OPEN_CORRIDOR	REGION_2|NODE_CONTACT	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::10	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	10	10	11	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_2|NODE_CONTACT	REGION_2|OPEN_CORRIDOR	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::11	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	11	11	12	C1	C1	C1	C3	C2	C1	C2	C2	C1	REGION_2|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	13	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::12	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	12	12	13	C2	C2	C1	C1	C1	C2	C1	C1	C1	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::13	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	13	13	14	C1	C1	C1	C1	C1	C2	C2	C1	C2	REGION_1|OPEN_CORRIDOR	REGION_1|NODE_CONTACT	8	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::14	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	14	14	15	C2	C1	C2	C1	C1	C2	C1	C2	C2	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486::15	RG3_US500_PERIOD_M5_1777852800_1778457600_15690359251172544486	US500	15	15	\N	C1	C2	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_2|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	0	CENSORED_DESTINATION
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::1	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	1	1	2	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::2	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	2	2	3	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::3	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	3	3	4	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::4	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	4	4	5	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::5	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	5	5	6	C1	C2	C1	C1	C1	C2	C2	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::6	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	6	6	7	C2	C1	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::7	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	7	7	8	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	15	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::8	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	8	8	9	C1	C2	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::9	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	9	9	10	C1	C1	C1	C1	C1	C2	C2	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::10	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	10	10	11	C2	C1	C1	C3	C1	C1	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	26	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::11	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	11	11	12	C1	C2	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::12	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	12	12	13	C1	C1	C1	C3	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	9	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::13	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	13	13	14	C1	C2	C1	C3	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::14	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	14	14	15	C1	C2	C1	C1	C1	C2	C1	C1	C2	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924::15	RG3_US500_PERIOD_M5_1781481600_1782086400_15824288097372850924	US500	15	15	16	C1	C1	C2	C1	C1	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::1	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	1	1	2	C1	C1	C2	C1	C2	C1	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::2	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	2	2	3	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::3	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	3	3	4	C1	C2	C1	C3	C1	C2	C1	C2	C2	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::4	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	4	4	5	C1	C2	C2	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::5	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	5	5	6	C1	C2	C1	C3	C2	C2	C2	C2	C2	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::6	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	6	6	7	C2	C2	C2	C3	C1	C2	C2	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::7	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	7	7	8	C2	C2	C1	C1	C1	C2	C2	C1	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::8	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	8	8	9	C2	C1	C1	C3	C1	C2	C2	C1	C1	REGION_2|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::9	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	9	9	10	C2	C1	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::10	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	10	10	11	C1	C2	C1	C3	C1	C1	C1	C2	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::11	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	11	11	12	C1	C2	C2	C3	C1	C1	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907::12	RG3_US500_PERIOD_M5_1783900800_1784505600_3208920806467451907	US500	12	12	\N	C1	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_0|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	1	CENSORED_DESTINATION
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::1	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	1	1	2	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::2	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	2	2	3	C1	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::3	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	3	3	4	C2	C1	C1	C3	C1	C3	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::4	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	4	4	5	C2	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::5	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	5	5	6	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::6	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	6	6	7	C1	C1	C1	C1	C1	C2	C2	C1	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::7	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	7	7	8	C2	C1	C2	C3	C1	C3	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|OPEN_CORRIDOR	5	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::8	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	8	8	9	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	0	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::9	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	9	9	10	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|OPEN_CORRIDOR	REGION_1|NODE_CONTACT	5	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::10	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	10	10	11	C1	C1	C1	C3	C2	C1	C1	C2	C2	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	2	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::11	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	11	11	12	C1	C2	C2	C1	C1	C2	C1	C2	C1	REGION_1|OPEN_CORRIDOR	REGION_0|NODE_CONTACT	4	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::12	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	12	12	13	C1	C2	C1	C1	C1	C2	C2	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	5	AVAILABLE
lineage::RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233::13	RG3_US500_PERIOD_M5_1785715200_1786060800_8620801695057607233	US500	13	13	\N	C2	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_0|OPEN_CORRIDOR	REGION_0|OPEN_CORRIDOR	19	CENSORED_DESTINATION
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::1	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	1	1	2	C1	C2	C1	C1	C1	C2	C1	C2	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
