lineage_id	run_key	canonical_instrument	origin_compression_id	expansion_id	destination_compression_id	origin_compression_summary_family_id	origin_compression_shape_family_id	origin_compression_hybrid_family_id	expansion_summary_family_id	expansion_shape_family_id	expansion_hybrid_family_id	destination_compression_summary_family_id	destination_compression_shape_family_id	destination_compression_hybrid_family_id	origin_structural_stratum	terminal_structural_stratum	structural_node_contacts	destination_availability_code
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::2	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	2	2	3	C1	C2	C2	C1	C2	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::3	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	3	3	4	C1	C1	C1	C3	C1	C3	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::4	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	4	4	5	C1	C1	C1	C1	C2	C1	C2	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::5	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	5	5	6	C2	C2	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::6	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	6	6	7	C1	C2	C1	C3	C1	C2	C2	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::7	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	7	7	8	C2	C2	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::8	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	8	8	9	C1	C2	C1	C3	C1	C1	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	4	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::9	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	9	9	10	C1	C2	C1	C3	C2	C3	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	6	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::10	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	10	10	11	C1	C1	C1	C3	C2	C1	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::11	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	11	11	12	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::12	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	12	12	13	C1	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::13	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	13	13	14	C2	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654::14	RG3_USTEC_PERIOD_M5_1768176000_1768780800_7128405155079592654	USTEC	14	14	\N	C1	C1	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_1|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	6	CENSORED_DESTINATION
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::1	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	1	1	2	C2	C1	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	4	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::2	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	2	2	3	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::3	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	3	3	4	C1	C2	C1	C3	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	9	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::4	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	4	4	5	C1	C2	C1	C1	C1	C2	C2	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	8	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::5	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	5	5	6	C2	C2	C1	C3	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_0|NODE_CONTACT	29	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::6	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	6	6	7	C1	C2	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::7	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	7	7	8	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::8	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	8	8	9	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	5	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::9	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	9	9	10	C1	C2	C1	C3	C2	C3	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::10	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	10	10	11	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::11	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	11	11	12	C1	C2	C1	C1	C1	C1	C2	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::12	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	12	12	13	C2	C2	C1	C3	C1	C2	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::13	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	13	13	14	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	7	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::14	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	14	14	15	C1	C1	C1	C1	C1	C2	C2	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	5	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363::15	RG3_USTEC_PERIOD_M5_1771200000_1771804800_8488883873716319363	USTEC	15	15	\N	C2	C2	C1	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_-1|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	0	CENSORED_DESTINATION
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::1	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	1	1	2	C1	C1	C1	C1	C2	C1	C2	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::2	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	2	2	3	C2	C1	C1	C1	C1	C2	C1	C2	C2	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::3	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	3	3	4	C1	C2	C2	C3	C1	C2	C2	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::4	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	4	4	5	C2	C1	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::5	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	5	5	6	C1	C2	C1	C1	C2	C2	C2	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::6	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	6	6	7	C2	C2	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::7	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	7	7	8	C1	C2	C1	C1	C1	C2	C1	C2	C2	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::8	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	8	8	9	C1	C2	C2	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::9	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	9	9	10	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::10	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	10	10	11	C1	C2	C1	C3	C1	C1	C1	C2	C2	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::11	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	11	11	12	C1	C2	C2	C1	C2	C2	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	4	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::12	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	12	12	13	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::13	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	13	13	14	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::14	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	14	14	15	C1	C2	C1	C3	C1	C1	C1	C2	C2	REGION_-1|NODE_CONTACT	REGION_-2|NODE_CONTACT	13	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149::15	RG3_USTEC_PERIOD_M5_1774224000_1774828800_8427243982755741149	USTEC	15	15	\N	C1	C2	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	CENSORED_DESTINATION	CENSORED_DESTINATION	CENSORED_DESTINATION	REGION_-2|NODE_CONTACT	NULL_STRUCTURAL_CONTEXT	0	CENSORED_DESTINATION
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::1	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	1	1	2	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	8	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::2	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	2	2	3	C1	C1	C1	C1	C1	C2	C1	C2	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::3	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	3	3	4	C1	C2	C2	C3	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|OPEN_CORRIDOR	7	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::4	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	4	4	5	C2	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::5	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	5	5	6	C2	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	7	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::6	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	6	6	7	C2	C1	C1	C3	C1	C3	C2	C1	C2	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::7	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	7	7	8	C2	C1	C2	C3	C1	C2	C1	C1	C1	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	4	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::8	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	8	8	9	C1	C1	C1	C1	C1	C2	C2	C1	C2	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	0	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::9	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	9	9	10	C2	C1	C2	C3	C1	C3	C2	C2	C1	REGION_1|OPEN_CORRIDOR	REGION_1|NODE_CONTACT	10	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::10	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	10	10	11	C2	C2	C1	C1	C1	C2	C2	C2	C1	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::11	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	11	11	12	C2	C2	C1	C3	C2	C1	C2	C2	C1	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	17	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::12	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	12	12	13	C2	C2	C1	C1	C1	C2	C1	C1	C1	REGION_1|OPEN_CORRIDOR	REGION_1|OPEN_CORRIDOR	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::13	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	13	13	14	C1	C1	C1	C1	C1	C2	C2	C1	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730::14	RG3_USTEC_PERIOD_M5_1777852800_1778457600_2749301626223637730	USTEC	14	14	15	C2	C1	C2	C3	C1	C3	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	REGION_2|OPEN_CORRIDOR	8	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::1	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	1	1	2	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::2	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	2	2	3	C1	C1	C1	C1	C1	C2	C2	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::3	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	3	3	4	C2	C1	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::4	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	4	4	5	C1	C2	C1	C1	C1	C2	C2	C2	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::5	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	5	5	6	C2	C2	C1	C1	C1	C2	C1	C1	C1	REGION_2|NODE_CONTACT	REGION_2|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::6	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	6	6	7	C1	C1	C1	NULL_FAMILY	C2	C1	C1	C1	C1	REGION_2|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::7	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	7	7	8	C1	C1	C1	C1	C1	C2	C1	C1	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::8	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	8	8	9	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::9	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	9	9	10	C1	C2	C1	C1	C1	C2	C2	C2	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::10	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	10	10	11	C2	C2	C2	C3	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_0|NODE_CONTACT	12	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::11	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	11	11	12	C1	C2	C1	C1	C1	C2	C1	C1	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::12	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	12	12	13	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_0|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::13	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	13	13	14	C1	C2	C1	C3	C2	C3	C2	C2	C1	REGION_0|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::14	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	14	14	15	C2	C2	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::15	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	15	15	16	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::16	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	16	16	17	C1	C2	C1	C1	C1	C2	C1	C1	C2	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637::17	RG3_USTEC_PERIOD_M5_1781481600_1782086400_1420130309434895637	USTEC	17	17	18	C1	C1	C2	C1	C1	C2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	REGION_1|NODE_CONTACT	REGION_1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::1	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	1	1	2	C1	C1	C2	C3	C2	C1	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::2	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	2	2	3	C1	C1	C1	C3	C1	C1	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::3	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	3	3	4	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	6	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::4	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	4	4	5	C1	C2	C1	C3	C2	C2	C2	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	3	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::5	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	5	5	6	C2	C1	C1	C3	C1	C3	C1	C2	C1	REGION_0|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::6	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	6	6	7	C1	C2	C1	C1	C1	C2	C1	C1	C2	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::7	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	7	7	8	C1	C1	C2	C1	C1	C2	C1	C1	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::8	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	8	8	9	C1	C1	C1	C1	C1	C2	C1	C2	C1	REGIONAL_STATE_UNAVAILABLE|NODE_CONTACT	REGIONAL_STATE_UNAVAILABLE|NODE_CONTACT	1	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::9	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	9	9	10	C1	C2	C1	C3	C1	C1	C1	C2	C1	REGIONAL_STATE_UNAVAILABLE|NODE_CONTACT	REGION_-1|NODE_CONTACT	2	AVAILABLE
lineage::RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187::10	RG3_USTEC_PERIOD_M5_1783900800_1784505600_8244317532604104187	USTEC	10	10	11	C1	C2	C1	C1	C1	C2	C1	C2	C1	REGION_-1|NODE_CONTACT	REGION_-1|NODE_CONTACT	1	AVAILABLE
